GRC	ENG	Frequency
ὁδοὺς	a way	1
ἐρήμους	back	1
λαθών	unseen	1
εἶμι	shall I get	1
καὶ	But	1
θηρᾶν	hunting	1
κακά	trouble	1
ʼγγελᾶν	must laugh	1
πρῶτον	first	1
μολεῖν εἰς κατασκοπήν	to reconnoitre	1
χρὴ	I need	1
ὀρθῶς	True	1
βάκχαις	on them	1
μάχην	war	1
συμβαλὼν	make	1
αἷμα θήσεις	you ' ll cause a blood bath	1
ἐμοί	at me	1
μὴ	not	1
δώσει	he ' ll pay	1
πείσομαι	listen	1
ἥξει	He ' s on his way	1
βάκχας	to the Bakkhai	1
βόλον	the net	1
ἐς	in	1
καθίσταται	is	1
ἁνὴρ	the man	1
γυναῖκες	Ladies	1
σοῖσι	to you	1
ἢ	or	1
ἐλθόντʼ	Let ' s go	1
ὅπλʼ ἔχων πορεύσομαι	make war	1
ἢ	Either	1
ἐμὸν εὐτρεπὲς	I ' m ready	1
ἔξεστι	Fine	1
δοκῇ	to do	1
ἃν	what	1
βουλεύσομαι	I ' ll decide	1
ἐς οἴκους	inside	1
ἆ	Aah	1
ἐν	in	3
Διόνυσον	Dionysos	2
οὐχ ὑγιὲς	toxic	1
Ἀγαύην	Agave	1
ὡς	Meanwhile	1
θυοσκόους	prayer	1
ὅσας μὲν	most of them	1
πανδήμοισι στέγαις	in jail	1
ὅσαι δʼ	A few	1
ἄπεισιν	escaped	1
μʼ	my	1
πτώσσουσαν	creeping off	1
τάχα	Soon	1
πρόσπολοι	the police	1
παύσω	put a stop	1
βακχείας	to Bakkhic	1
κακούργου	nonsense	1
τῆσδε	this	1
δʼ	But	1
ἀρσένων	with men	1
δαίμονα	daimon	1
ἑστάναι	There ' s	1
πτόλιν	city	1
χθονός	of the country	1
ἔκδημος	out	1
ὢν	I was	1
δὲ	but	1
κλύω	I kept hearing	1
κακά	of trouble	1
ἀνὰ	in	1
ἐκλελοιπέναι	leaving	1
ξένος	about a stranger	1
δώματʼ	home	1
βακχείαισιν	Bakkhic revels	1
πλασταῖσι	fake	1
ὄρεσι	the mountains	1
δασκίοις	deep	1
ὅστις	whoever	1
ἔστι	that is	1
γυναῖκας	women women	1
λέγουσι	people are talking	1
γόης	A magician	1
τις	certain	1
πατέρα μητρὸς τῆς	grandfather	1
Δίους	Zeus	1
ὅτι	because	1
ἐψεύσατο	she named	1
ἄλλο	another	1
θαῦμα	wonder	1
Τειρεσίαν	Teiresias	1
νεβρίσι	in fawnskins	1
κισσόν	ivy	1
σὺν	along with	1
ἀποτινάξεις	Take off	1
Τειρεσία	Teiresias	1
σὺ	your	1
ταῦτʼ	this	1
μισθοὺς	commissions	1
γῆρας	old	1
γυναιξὶ	Women	1
μητρί	his mother	1
ἐκπυροῦται	he was burnt to bits	1
βότρυος	wine	1
τε	and	1
ἐπῳδὸς	Huckster	1
Λυδίας	Lydian	1
κόμην	hair	1
ὄσσοις	eyes	1
συγγίγνεται	He mingles	1
νεάνισιν	with the young girls	1
κεὐφρόνας	night	1
ἡμέρας	day	1
ἐρράφθαι	was sewn up	1
προτείνων	to show	1
εὐίους	mystic thing	1
φησι	claiming	1
ἐκεῖνος	is	1
εἶναί	is	1
θεόν	god	1
Διός	of Zeus	1
μηρῷ	the thigh	1
Πενθεύς	Pentheus	1
Διόνυσος	Dionysos	17
Πενθεύς	Pentheus	16
σʼ	you	3
ἢ	Or	2
σὺ	You	2
ὁρᾶν	to see	2
ἐγὼ	I	2
με	me	2
νιν	it	2
στολίδες	pleats	1
χαλῶσι	is loose	1
κόσμει	redo	1
τέ	And	1
κοὐχ ἑξῆς	uneven	1
σοι	your	1
ζῶναί	belt	1
σοὶ	your	1
σημανεῖ	obvious	1
ἡμεῖς	I ' m	1
σέθεν	your	1
θεραπεύειν	to serve	1
σε	you	1
πάλιν καταστελοῦμεν	I ' ll redo	1
ὄρθου	still	1
βακχιάζων	like a maenad	1
ἀνασείων	back and forth	1
αὐτὸν	my head	1
προσείων	I was tossing	1
ἔνδον	inside	1
μίτρᾳ	under	1
καθήρμοσα	had tucked	1
ἐγώ	I	1
σφυροῖσι	ankles	1
δοκοῦσι	see	1
ὑπὸ	around	1
παρὰ	not what	1
εἰκασθήσομαι	to look	1
τῇδε	like this	1
ἢ	or	1
χερὶ	in my hand	1
δεξιᾷ	right	1
λαβὼν	Do I take	1
θύρσον	the thyrsos	1
βάκχας	the Bakkhai	1
σώφρονας	sensible	1
λόγον	expect	1
ἴδῃς	you see	1
δεξιὸν	the right	1
ὅταν	when	1
σῶν	your	1
τῶν φίλων	friend	1
ἡγήσῃ	You ' ll think	1
πρῶτον	best	1
τένοντʼ	it hangs	1
ὀρθῶς	straight	1
τἀνθένδε	Over here	1
γε	so far as	1
κἀμοὶ	I	1
παρά	on	1
οὐχ	not	1
ἀλλʼ	But	1
ἐξέστηχʼ	is out of place	1
κατάσκοπος	for spying	1
ἡγεῖσθαι	leading	1
ταῦρος	like a bull	1
καὶ	And	1
ἑπτάστομον	with seven gates	1
Θήβας	a Thebes	1
δισσὰς	double	1
δὲ	And	1
ἡλίους	suns	1
δύο	two	1
μοι δοκῶ	I seem	1
μαινάδος	maenad-suit	1
προσπεφυκέναι	growing	1
σκευὴν	get-up	1
βάκχης	Bakkhic	1
μοι	me	1
ὄφθητί	show	1
ἔξιθι	Come out	1
ὁρᾶν	see	1
χρεὼν	you should	1
μὴ	not	1
ὄνθʼ	on seeing	1
τὸν πρόθυμον	keen	1
λέγω	talking I ' m	1
ἡμῖν	me	1
κρατὶ	head	1
ὅδε	this	1
τί	How	1
πλόκαμος	bit of hair	1
βάκχῃ	Bakkhic	1
αὐτὰς	them	1
εἰσορᾶν	I ' m seeing	1
δοκῶ	I feel	1
ἐμῆς	my	1
μητρός	mother	1
Ἀγαύης	Agave	1
ἑστάναι	stands	1
Ἰνοῦς	Ino	1
φαίνομαι	do I look	1
χρή	ought	1
σῷ	your	1
ἃ	as	1
ὁρᾷς	You ' re seeing	1
ἔνσπονδος	he ' s on side	1
ἡμῖν	our	1
ὁμαρτεῖ	is with	1
ὁ θεὸς	The god	1
τεταύρωσαι	You ' re a bull	1
ποτʼ	all the time	1
θήρ	an animal	1
ἦσθα	Were you	1
κέρατα	horns	1
μᾶλλον	really	1
χἅμα	in time	1
δεξιᾷ	Right	1
σωτήριος	saviour	1
ἐν	In	1
ἁβρότητʼ	a luxury	1
φερόμενος	carried	1
ἥξεις	You ' ll be	1
ὄντα	You ' ll be	1
ἐπίσημον	conspicuous	1
πᾶσιν	to all	1
ἡ τεκοῦσά	My mother	1
ἀπάξει	will bring	1
ἄλλος	Someone else	1
πομπὸς	your guide	1
μητρός	of your mother	1
εἶμʼ	am	1
ἕπου	Follow	1
ἐχρῆν	destiny	1
ἀναμένουσιν	awaits	1
ἀγῶνες	A contest	1
ὑπερκάμνεις	bear this burden	1
μόνος	alone	1
σὺ	you	1
τολμῶν	I ' m bold to do	1
τόδε	this	1
ἀνὴρ	the man	1
χερσὶ	the arms	1
τρυφᾶν ἀναγκάσεις	you ' re spoiling	1
μέσης	the middle	1
θυγατέρες	daughters	1
καὶ	and	1
Βρόμιος	Bromios	1
ὁ νικήσων ἔσται	will win	1
ἀγῶνα	a contest	1
εἰς	to	1
μέγαν	great	1
τόνδʼ	this	1
ἄγω	I am leading	1
τὸν νεανίαν	young man	1
Κάδμου	of Kadmos	1
χεῖρας	your arms	1
μʼ	me	1
ἔκτεινʼ	Open	1
Ἀγαύη	Agave	1
εὑρήσεις	will reach	1
οὐρανῷ	heaven	1
κλέος	Your celebrity	1
δείνʼ	amazing strange	1
δεινὸς	an amazing strange man	1
πάθη	experiences	1
μὲν	But	1
ἀξίων ἅπτομαι	I deserve	1
γε	Indeed	1
μόνος	only	1
διὰ	through	1
δεξιῷ	right	1
αὐταῖσι	all	1
σύ	you	1
μὴ διολέσῃς	mustn ' t do damage	1
ὦμον	my shoulder	1
ὑποβαλὼν	shall I put under	1
μοχλοὺς	crowbars	1
φέρωμεν	Should we take	1
δʼ	but	1
εἶχες	was	1
οὐκ ὑγιεῖς	unsound	1
πρὶν	before	1
βάκχαις	Bakkhic women	1
Νυμφῶν	of the Nymphs	1
τοῖς ὤμοις	on shoulders	1
ἐμοῖς	my	1
φέρειν	to lift	1
δυναίμην	I ' ll be able	1
Κιθαιρῶνος	Mt Kithairon	1
φρενῶν	of heart	1
μεθέστηκας	a change	1
αἰνῶ	I ' m	1
ποδὶ	with your foot	1
τἄλλα	the rest	1
αἴρειν	Raise	1
τὰ ἱδρύματα	to the temples	1
καὶ	or	1
κόμιζε	Take	1
ἐλθόντα	who comes	1
σὺ ληφθῇς	you ' re caught	1
πάρος	first	1
ἢν μὴ	Unless	1
σφᾶς	them	1
λήψῃ	Catach	1
ὄρνιθας	birds	1
λόχμαις	the bracken	1
ἐν	in	1
μαινάδων	on the Bakkhai	1
κατάσκοπον	to spy	1
χρεών	should	1
Πανὸς	Pan	1
κρύψιν	in the hiding place	1
κρύψῃ σὺ	You ' ll hide	1
ἐλάταισιν	in the pines	1
κρύψω	I ' ll hide	1
σθένει	force	1
οὐ	Doesn ' t	1
γυναῖκας	with women	1
καλῶς	Good	1
ἔχει συρίγματα	plays his pipes	1
ἔνθʼ	where	1
ἕδρας	the places	1
Πενθέα	Pentheus	1
