GRC	ENG	Frequency
εἰς	in	1
δʼ	and	1
ὑπηρετεῖν	around rolling	1
ἀρσένων	with any man	1
πρόφασιν	the excuse	1
ὡς	that	1
μαινάδας	maenads	1
ἄλλοσʼ	another	1
λήψομαι	I get to catch	1
αὐτὸν	this crook	1
λέγω	I’m telling	1
χεῖρʼ	hands	1
θέλεις	you wants	1
Τειρεσία	Teiresias	1
ταῦτʼ	this	1
ἔπεισας	persuade	1
σὺ	you	1
ἐμῆς μητρὸς πάτερ	grandfather	1
θύρσου	thyrsus of	1
μεθήσεις	relieve	1
τὸν δαίμονʼ	god	1
κισσόν	ivy	1
ἀποτινάξεις	Unwind	1
ἔχον	has filled	1
νοῦν	head	1
εἰσορῶν	seeing you	1
ὑμῶν	your	1
τὸ γῆρας	old age	1
ἀναίνομαι	I can’t believe	1
ἐσφέρων	to bring	1
νέον	new	1
βακχεύοντʼ	bacchic revelry	1
βάκχαισι	of wild women	1
τῶν ὀργίων	orgies	1
βότρυος	Wine	1
γάνος	wisdom	1
γυναιξὶ	of women	1
γίγνεται	comes out	1
τελετὰς	rites	1
πονηρὰς	treacherous	1
εἰσάγων	to bring	1
δέσμιος	tie	1
πτερωτοὺς	birds	1
μέσαις	the centre	1
καθῆσʼ	place	1
γῆρας	old man	1
σε	you	1
ἐξερρύετο	saved	1
πολιὸν	grey hair	1
κἀμπύρων	fires	1
μισθοὺς	money	1
πάτερ	grandfather	1
νάρθηκι	thyrsus	1
στέγης	near palace	1
Διόνυσον	Dionysos	1
Διός	Zeus’	1
ἐν	inside	1
ἐκεῖνος	Dionysos	1
ἐρράφθαι	that was sown up	1
εἶναί	that is	1
θεόν	a god	1
ἐκεῖνος	this	1
φησι	says	1
λαμπάσιν	flaming	1
τράχηλον	head	1
τεμών	by separating	1
χωρὶς	from	1
σώματος	torso	1
ἀνασείοντά κόμας	hair-waving	1
τε	and	1
κτυποῦντα θύρσον	thyrsus-thrashing	1
παύσω	I’ll stop	1
μηρῷ	thigh	1
κεραυνίαις	with lightning	1
γέλων	a laugh-off	1
ὕβρεις	insolence	1
ἐμῆσ	my	1
μητρὸς τῆς	mother’s	1
πατέρα	father	1
νεβρίσι	skins of deer	1
ἐν	with	1
τὸν τερασκόπον	prophet the seer of the guts of beasts	1
Τειρεσίαν	Teiresias	1
θαῦμα	a sight to behold	1
ὑβρίζειν	gives lies	1
ἐκπυροῦται	burned	1
ὅστις	when	1
ὁ ξένος	stranger	1
ἀγχόνης	of the hangman’s rope	1
ἄξια	worthy	1
ταῦτʼ	this stuff	1
οὐχὶ ἔστʼ	Isn’t	1
μητρί	mother	1
σὺν	along with	1
Πενθεύς	Pentheus	1
Διόνυσος	Dionysus	17
Πενθεύς	Pentheus	16
καὶ	and	6
σὺ	thou	3
δεξιᾷ	right	2
ἢ	or	2
μὴ	not	2
σʼ	thee	2
νῦν	now	2
παρά	By	1
οὐχ	not	1
μέλει	' Tis	1
ἀνασείων	to and fro	1
προσείων	I tossed	1
μίτρᾳ	the coif	1
ὑπὸ	Under	1
καθήρμοσα	laid	1
νιν	it	1
ἐγώ	I	1
ὅδε	That	1
σε	thee	1
ἐξέστηχʼ	streams abroad	1
πλόκαμος	lock	1
ἀλλʼ	But	1
αὐτὰς	their very selves	1
εἰσορᾶν	I see	1
δοκῶ	it seems	1
θύρσον	the wand	1
λαβὼν	that I should bear	1
σʼ	on thee	1
θεραπεύειν	to tend	1
καταστελοῦμεν	It shall be tied	1
πόδα	the foot	1
ὀρθῶς	straight	1
δεξιὸν	right	1
σφυροῖσι	the feet	1
ὑπὸ	to	1
τείνουσιν	falling	1
δʼ	But	1
πέπλων	the gown	1
στολίδες	folded	1
τἀνθένδε	here	1
ἑξῆς	evenly	1
κοὐχ	Not	1
τένοντʼ	In line	1
χαλῶσι	Is loosened	1
σοι	Thy	1
ζῶναί	zone	1
σοὶ	thy	1
σὺ κόσμει	Deck	1
ἐμῆς	me	1
κάρα	With head	1
ὄρθου	straight	1
ἀλλʼ	but	1
ὁρῶν	When I look	1
ὁρᾶν	see	1
Ἰνοῦς	Ino	1
σῆς	thine	1
δύο	twofold	1
ἡλίους	sun	1
μιᾷ	one	1
πρέπεις	is like to	1
μορφὴν	Thy shape	1
θυγατέρων	Of maids	1
Κάδμου	Cadmus '	1
λόχου	His Chosen	1
κατάσκοπος	To spy	1
μητρός τῆς	upon Mother	1
δισσὰς	twofold	1
σκευὴν	in guise	1
μαινάδος	Maenad	1
γυναικὸς	Of woman	1
ὄφθητί	be seen	1
ἔξιθι	forth	1
σὲ	Thee	1
ὁρᾶν	see thou	1
χρεὼν	must	1
τὸν πρόθυμον	cravest	1
λέγω	I call	1
Θήβας	Thebes	1
ἑπτάστομον	the Wall of Seven Gates	1
ἑστάναι	stand I	1
πρόσθεν	erst	1
τὴν στάσιν	stands	1
οὐχὶ	not	1
χρή	shouldst	1
ἃ	what	1
σʼ	thou	1
ἔνσπονδος	in gentleness	1
ἡμῖν	us	1
ὢν	was	1
οὐκ εὐμενής	wrath	1
ὁμαρτεῖ	Goes with	1
καὶ	And	1
τεταύρωσαι	The Bull is on thee	1
οὖν	now	1
ἦσθα	art thou	1
θήρ	beast	1
σῷ	thy	1
κρατὶ	brow	1
κέρατα	horns	1
ἡμῖν	me	1
πρόσθεν	Before	1
ταῦρος	a Bull	1
χερὶ	In my hand	1
αὐτὸ	this	1
τῇδε	thus	1
ἀνὴρ	Man	1
ἄλλος	another	1
δέ	But	1
ἀναμένουσιν	awaiteth	1
ἀγῶνες	thy trial	1
τοιγάρ	Therefore	1
μόνος	alone	1
ὑπερκάμνεις	shalt bear their burden	1
τόδε	this thing	1
τολμῶν	I dare	1
μόνος	one	1
δʼ	then	1
Θηβαίας	Thebans '	1
διὰ	through	1
κόμιζε	Forth	1
σφᾶς	them	1
δʼ	and	1
λήψῃ	to trap	1
ληφθῇς	they trap	1
σὺ	thee	1
ἢν	so	1
ἔχεσθαι	caught	1
ἀπάξει	let bear	1
ἡ τεκοῦσά	my mother	1
ἕρκεσιν	the leaves	1
ἔρχῃ	Thou walkest	1
τἄλλα	The rest	1
ἐγὼ	me	1
Κάδμου θυγατέρες	Cadmeian	1
ὁμόσποροι	sisters	1
θʼ	and	1
χεῖρας	Thine arms	1
ἔκτεινʼ	Reach thou forth	1
Ἀγαύη	Agâvê	1
ὥστʼ	that	1
πάθη	to a doom	1
πᾶσιν	of every	1
δείνʼ	fell	1
δεινὸς	fell	1
δεινὸς	Fell	1
ἀξίων	I have earned well	1
χερσὶ	hands	1
μητρός	Thy mother ' s	1
φερόμενος	Thou shalt be borne	1
τόδʼ	that	1
ἐπὶ	For	1
ἔρχομαι	I go	1
φιλτάτοις	By love	1
ἐν	among	1
μᾶλλον	most	1
δυναίμην	Could	1
εἶχες	Being	1
πρὶν	once	1
τὰς φρένας	Thy soul	1
βούλοιο	thou wilt	1
εἰ	if	1
δύναιʼ	thou canst	1
ἐμοῖς	my	1
τοῖς ὤμοις	shoulders	1
φέρειν	lift	1
τὰς πτυχὰς	steeps	1
δεῖ	it should	1
Κιθαιρῶνος	Kithaeron ' s	1
μεθέστηκας	is changed	1
φρενῶν	thy heart	1
αἴρειν	spring	1
ποδὶ	with the foot ' s	1
δεξιῷ	right	1
χἅμα	timed	1
σημανεῖ	shall see	1
ἐν	In	1
εἰκασθήσομαι	To be like to	1
ὑγιεῖς	sick	1
ἔχεις	stands	1
ὄρνιθας	the birds	1
ἔχει συρίγματα	pipes	1
σφᾶς	They	1
δοκῶ	methinks	1
κατάσκοπον	a spy	1
κρύψῃ	shalt lie	1
ἐλάταισιν	in the pine-brake	1
κρύψω	I will lie Hid	1
οὐ	not	1
σθένει	Force	1
γυναῖκας	with women	1
Πανὸς	Pan	1
οἵας	as	1
ἔνθʼ	where	1
σύ διολέσῃς	Wouldst wreck	1
ἱδρύματα	the temples	1
Νυμφῶν	Nymphs '	1
κορυφαῖς	to the crags	1
ὦμον	shoulder	1
χεροῖν	hand	1
ἢ	Or	1
μοχλοὺς	bars of iron	1
φέρωμεν	Shall it be	1
Πενθέα	Pentheus	1
Διόνυσος	Dionysus	19
Πενθεύς	Pentheus	17
σε	you	4
ἀλλʼ	But	3
ἄστεως	the city	2
διʼ	through	2
ἀμφὶ	on	2
πῶς	How	2
τί	What	2
δʼ	but	2
ἐγὼ	I	2
στολήν	In clothing	1
πρόθυμος	eager	1
ὥς	how	1
εἶ	Are you	1
σοφός	sophos	1
μαινάδων	the Maenads	1
οὐκέτι	no longer	1
ἔχει	holds	1
μʼ	me	1
αἰδώς	shame aidōs	1
ἦ θῆλυν	Female	1
ἡμᾶς	me	1
τις πάλαι	all along	1
ἔσω	inside	1
μολών	go	1
στελῶ	will dress	1
εἶ	you have been	1
θεατὴς	to view	1
ἃ	which	1
γένοιτʼ	be done	1
νουθετεῖς	advise	1
με	me	1
σύ	you	1
καλῶς	well	1
τάδε	this	1
τίνα	what	1
ἐξεμούσωσεν	gave education	1
τίνα	What	1
μοι	my	1
θύρσον	A thyrsos	1
τι	what	1
πρὸς	to	1
ἐμοί	for me	1
προσθήσεις	will you add	1
ἄλλο	else	1
τοῖσδʼ	this	1
καί	And	1
κάρᾳ μίτρα	a headband	1
δʼ	And	1
ποδήρεις	down to your feet	1
πέπλοι	A robe	1
τοῦ κόσμου	of outfit	1
στολὴν	attire	1
τὸ σχῆμα	the part	1
δεύτερον	second	1
κρατὶ	on head	1
ταναὸν	at length	1
ἐκτενῶ	I will spread out	1
σῷ	your	1
κόμην	your hair	1
φῂς	do you bid	1
βαλεῖν	to put	1
ἐμὸν	my	1
χρῶτʼ	body	1
εὖ	correctly	1
εἶπας	you speak	1
ἐκεῖ	there	1
αὖ	Again	1
εἰσίδοιμʼ	to see	1
σιγῇ	quietly	1
σάφʼ	sure	1
ἴσθι	To be	1
ὑπʼ	under	1
ἂν	would	1
ἴδοις	you see	1
ἡδέως πικρά	grievous	1
ἅ	what	1
σοι	to you	1
ὅμως	gladly	1
δʼ	But	1
ἐξῳνωμένας	in their drunkenness	1
νιν	them	1
τοῦδε	this	1
ἐλάταις	the pines	1
μέγαν	so badly	1
τί	Why	1
δοὺς	I’d pay	1
σταθμόν	an amount	1
μυρίον	enormous	1
χρυσοῦ	of gold	1
μάλιστα	Certainly	1
συγκαθημένας	sitting	1
σφʼ	the women	1
ὄρεσι	the mountains	1
ἐν	in	1
ἰδεῖν	to see	1
βούλῃ	Do you wish	1
καθήμενος	sitting	1
ἐξιχνεύσουσίν	they will track down	1
ἀνὴρ	as a man	1
νυν	then	1
καὶ	and	1
ὀφθῇς	you appear	1
ἢν	if	1
μή κτάνωσιν	they don’t kill	1
ἀνδρὸς	a man	1
ἐξ	of	1
γυναῖκας	the women	1
ἐς	among	1
τελῶ	Shall I be reckoned	1
τόδʼ	this	1
βυσσίνους	of eastern linen	1
πέπλους	clothes	1
χρωτὶ	your body	1
στεῖλαί	Put	1
κἂν	even if	1
σοι	you	1
φθονῶ	I grudge	1
τοῦ χρόνου	the time	1
τάχιστα	quickly as possible	1
ὡς	as	1
ἄγʼ	Lead	1
ὁδῷ	the journey	1
κἀπιχειρήσεις	Will you attempt	1
ἄγωμεν	Shall I guide	1
καλῶς	openly	1
ἐξεῖπας	I will go	1
ἐμφανῶς	You are right	1
λάθρᾳ	in secret	1
ἔλθῃς	you go	1
χειρὶ	in your hand	1
ἂν	could	1
στικτὸν	dappled	1
φρονῶν	if he is of phrenes	1
γέλωτα	of laughter	1
Θηβαίοις	to the Thebans	1
νιν	him	1
χρῄζω	I want	1
ἔξω ἐλαύνων τοῦ φρονεῖν	in insanity	1
ἐνδύσεται	he will put on	1
στολήν	clothing	1
θῆλυν	women’s	1
ἐνδῦναι	to wear	1
θελήσῃ	he will consent	1
οὐ μὴ	not	1
εὖ	sound	1
ὡς	since	1
ἀγόμενον	led	1
λύσσαν	a madness	1
ἐλαφρὰν	dizzying	1
ἐνεὶς	send upon	1
ἔκστησον	drive him out	1
φρενῶν	of his phrenes	1
πρῶτα	first	1
αὐτόν	him	1
τεισώμεθʼ	Let us punish	1
πρόσω	far off	1
εἶ	You are	1
οὐ	not	1
σὸν	your	1
ἔργον	task	1
ὀφλεῖν	to be a source	1
γυναικόμορφον	in women’s guise	1
Διόνυσε	Dionysus	1
προσάψων	will I attach	1
ἠπιώτατος	most gentle ēpios	1
ἀνθρώποισι	for humans	1
δεινότατος	most terrifying deinos	1
πέφυκεν	is	1
τέλει	nature	1
θεός	a god	1
ἐν	by	1
ὃς	the one who	1
Διὸς	the son of Zeus	1
τὸν Διόνυσον	Dionysus	1
γνώσεται	he will come to know	1
δὲ	And	1
Πενθεῖ	to Pentheus	1
κατασφαγείς	slaughtered	1
πρίν	in the past	1
χεροῖν	the two hands	1
ἐκ	by	1
μητρὸς	of his mother	1
ἄπεισι	he goes off	1
Ἅιδου	the house of Hādēs	1
εἰς	to	1
λαβὼν	he will take	1
ὅνπερ	that	1
κόσμον	The costume kosmos	1
εἶμι	I am going	1
τῶν ἀπειλῶν	threats	1
ἦν	making	1
δεινὸς	terrible	1
νῦν	now	1
θανὼν	with his death	1
νεβροῦ δέρας	fawn-skin	1
πρῶτον	first	1
ὁδοὺς	on roads	1
ἐρήμους	deserted	1
ἴμεν	We will go	1
εἶμι	will I go	1
Καδμείους	by the Thebans	1
λαθών	without being seen	1
γοῦν	more	1
κακοῖς	with trouble	1
θηρᾶν	hunting	1
ἢ	than	1
κακά	trouble	1
σοφώτερον	sophos	1
κατασκοπήν	spy	1
μολεῖν	go	1
πᾶν	Anything	1
χρὴ	must	1
ὀρθῶς	True	1
βάκχαις	with the Bacchae	1
μάχην	battle	1
συμβαλὼν	if you join	1
θήσεις	you will shed	1
αἷμα	blood	1
θῆλυν	woman’s	1
στολήν	on a dress	1
δυναίμην	possibly	1
ἐνδῦναι	I put	1
λυπρῶς ἂν	I would be sorry	1
οὐκ	not	1
ἡγήσομαι	will lead	1
κρεῖσσον	better	1
δίκην	the penalty dikē	1
πορεύσομαι	I will go	1
δώσει	he will pay	1
οὗ	where	1
ἥξει	He will reach	1
βάκχας	the Bacchae	1
καθίσταται	is caught	1
βόλον	our net	1
ἐς	in	1
ἁνὴρ	the man	1
γυναῖκες	Women	1
τοῖσι βουλεύμασιν	guidance	1
σοῖσι	your	1
πείσομαι	I will obey	1
ἢ	or	1
ἔχων	bearing	1
ὥστε	than	1
ὅπλʼ	arms	1
ἢ	either	1
γὰρ	For	1
στείχοιμʼ	I will go	1
πάντῃ	for anything	1
δοκῇ	seems best	1
ἃν	what	1
βουλεύσομαι	I will consider	1
οἴκους	the house	1
ἐς	into	1
ἐλθόντʼ	Let us two go	1
ʼγγελᾶν	to be mocked	1
βάκχας	by the Bacchae	1
ἆ	Wait	1
Διόνυσος	Dionysus	17
Πενθεύς	Pentheus	16
καὶ	and	5
ἐν	in	4
ἢ	or	4
σʼ	you	3
ἐξ	out	2
δʼ	but	2
Κάδμου	of Kadmos	2
νῦν	now	2
μὴ	not	2
οὐκ	not	2
μόνος	alone monos	2
ἐγὼ	I	2
νιν	it	2
σὺ	You	2
με	me	2
δεξιᾷ	right	2
ὄρθου	hold straight	1
κάρα	your head	1
δεινὸς	a man of terror deinos	1
ἰδού	You see	1
κόσμει	You arrange kosmeîn	1
ἀνακείμεσθα	I am depending	1
σοὶ	on you	1
δή	really	1
τέ	And	1
ζῶναί	waistband	1
σοι	your	1
σὺ	for me	1
οἷς	whose	1
πάλιν	all over again	1
προσείων	I was shaking	1
ὡς	the way	1
ἐγώ	I	1
καθήρμοσα	had secured	1
ὑπὸ	by	1
μίτρᾳ	the headband mitra	1
ἔνδον	inside	1
αὐτὸν	it the lock of hair	1
ἀνασείων	forward and backward	1
καταστελοῦμεν	will arrange	1
βακχιάζων	in a Bacchic state of mind bakkhiazōn	1
μεθώρμισα	displaced	1
ἕδρας	of place	1
ἡμεῖς	I	1
θεραπεύειν	to care therapeuein	1
σε	for you	1
μέλει	concern it is	1
χαλῶσι	has come loose	1
τείνουσιν	they extend	1
κοὐχ	not	1
πότερα	which one	1
σῶν	to you	1
ὅταν	when	1
βάκχας	Bacchants bakkhai	1
σώφρονας	moderate sōphrones	1
ἴδῃς	you see	1
παρὰ	contrary	1
λόγον	to expectations	1
λαβὼν	shall I hold	1
ἡγήσῃ	you will consider	1
θύρσον	the wand thursos	1
χερὶ	with my hand	1
τῇδε	with this other one	1
εἰκασθήσομαι	I will look like	1
μᾶλλον	more	1
βάκχῃ	a Bacchant bakkhē	1
χρὴ	You must	1
τῶν φίλων	among those near and dear philoi	1
πρῶτον	the foremost	1
ἑξῆς	in the order	1
δεξιὸν	right	1
πέπλων	of your robe peplos	1
στολίδες	the pleats	1
σέθεν	your	1
σφυροῖσι	ankles	1
ὑπὸ	down around	1
δοκοῦσι	see	1
κἀμοὶ	I	1
πόδα	my foot	1
παρὰ	around	1
παρά	around	1
γε	At least	1
τἀνθένδε	on this other side	1
πέπλος	the robe peplos	1
ἔχει	does extend	1
τένοντʼ	in a line	1
ὀρθῶς	straight	1
οὐχ	not	1
εἰσορᾶν	I see	1
ὅδε	this	1
μοι δοκῶ	I think	1
κατάσκοπος	to spy	1
λόχου	her company	1
θυγατέρων	of the daughters	1
μιᾷ	one	1
πρέπεις	you look like	1
μορφὴν	shaped	1
ὁρᾶν	I see	1
δύο	two	1
μητρός τῆς	on mother	1
ἡλίους	suns	1
δὲ	and	1
Θήβας	of Thebes	1
ἑπτάστομον	seven-gated	1
πόλισμʼ	city polisma	1
δισσὰς	two	1
καὶ	And	1
σῆς	your	1
ἔχων	wearing	1
ταῦρος	a bull	1
ἀσπούδαστα	things that cannot be rushed	1
ὄνθʼ	who is	1
τὸν πρόθυμον	eager	1
ἃ	that	1
χρεὼν	should be	1
τʼ	and	1
ὁρᾶν	to see seen	1
σπεύδοντά	who rushes to accomplish	1
λέγω	I am talking	1
βάκχης	a Bacchant bakkhē	1
Πενθέα	to Pentheus	1
ἔξιθι	Come out from	1
δωμάτων	the palace	1
ὄφθητί	Let have a look	1
μοι	me	1
σκευὴν	the costume	1
γυναικὸς	of a woman	1
μαινάδος	a maenad mainas	1
ἡγεῖσθαι	as you are leading	1
δοκεῖς	seem to have	1
ἐξέστηχʼ	is out of place	1
ἐμῆς	my	1
φαίνομαι	do I appear phainesthai	1
δῆτʼ	So	1
οὐχὶ	not	1
τὴν στάσιν	the dancing pose stasis	1
Ἰνοῦς	of Ino	1
Ἀγαύης	of Agaue	1
μητρός	mother	1
ἑστάναι	Do I have	1
ὁρᾶν	be seeing	1
ὁρῶν	Looking	1
σʼ	at you	1
δοκῶ	I think	1
δεξιῷ	right	1
αὐτὰς	them	1
ἀλλʼ	but	1
πλόκαμος	lock of hair plokamos	1
τί	what	1
χρή	should	1
προσπεφυκέναι	sprouted	1
τεταύρωσαι	You have become a bull	1
κέρατα	horns	1
κρατὶ	on head	1
σῷ	your	1
ποτʼ	before	1
ἦ	ever	1
ἦσθα	Were you	1
θήρ	a beast	1
ὁ θεὸς	The god	1
ἃ	what	1
ὁμαρτεῖ	accompanies	1
πρόσθεν	formerly	1
ὢν	he was	1
εὐμενής	of good intentions eu-menēs	1
ἔνσπονδος	He has a truce	1
ἡμῖν	with us	1
δʼ	and	1
ὁρᾷς	you see	1
χἅμα	and at the same time	1
τοῖς ὤμοις	on shoulders	1
ποδὶ	with your foot	1
λέγεις	You are talking	1
ὄντα	you will be	1
ἔρχομαι	I am going	1
ἐπὶ	with	1
τόδʼ	that	1
φερόμενος	being carried—	1
