GRC	ENG	Frequency
ἐπίσημον	a revered symbol	1
πόλεως	for your city	1
τόδε	such a thing	1
τολμῶν	who dares	1
αὐτῶν	among them	1
εἰμʼ	I’m	1
ἀνὴρ	the one	1
Θηβαίας	of Thebes	1
διὰ	through	1
μέσης	the centre	1
με	me	1
ὄντα	You’re	1
ἔρχομαι	I’m coming	1
πάρος	first	1
εὑρήσεις	to reach	1
Βρόμιος	Dionysos	1
ὁ νικήσων	the winner	1
ἄγω	I’m bringing	1
τὸν νεανίαν	the man	1
χεῖρας	your arms	1
ἔκτεινʼ	open	1
Κάδμου	of Kadmos	1
θυγατέρες	daughters	1
θʼ	and	1
Ἀγαύη	Oh Agave	1
οὐρανῷ	the heavens	1
τόδʼ	That’s	1
κλέος	your glory	1
πάθη	battles	1
δείνʼ	mighty	1
σὺ	You’re	1
δεινὸς	mighty	1
ἀξίων	I deserve	1
μητρός	your mother	1
ἁβρότητʼ	spoilt	1
λέγεις	you mean	1
φερόμενος	deliver	1
κόμιζε	Take	1
μὴ ληφθῇς	they don’t catch	1
δεξιῷ	right	1
δύναιʼ ἄν	you will	1
ἢ	and	1
ὦμον	shoulders	1
χεροῖν	with my hands	1
ἀνασπάσω	could I do	1
μοχλοὺς	levers	1
φέρωμεν	should I bring	1
πρὶν	before	1
νῦν	Now	1
τὰς φρένας	your mind	1
αὐταῖσι βάκχαις	and all the Bacchants	1
σύ	You’d	1
ἐμοῖς	my	1
τοῖς ὤμοις	on back	1
φέρειν	to lift	1
ἂν δυναίμην	I’d be able	1
αἰνῶ	I’m glad	1
μεθέστηκας	you’ve changed	1
φρενῶν	your mind	1
ἔσται	I’ll be	1
χἅμα	at the same time	1
ποδὶ	your foot	1
βραχίονα	arms	1
μὴ	not	1
σὺ	you	1
κρύψῃ	must hide yourself	1
ἢν	if	1
σφᾶς	them	1
λήψῃ	catch	1
ὣς	as	1
ὄρνιθας	the birds	1
λέκτρων	their love nests	1
ἐν	inside	1
σφᾶς	these women	1
ἐλθόντα	since you’re going	1
κατάσκοπον	to spy	1
κρύψω	I’ll hide	1
διολέσῃς	to destroy	1
ἐλάταισιν	among the fir trees	1
νικητέον	to defeat	1
γυναῖκας	women	1
σθένει	my strength	1
οὐ	not	1
καλῶς ἔλεξας	Quite right	1
συρίγματα	to play his pipes	1
ἕδρας	there	1
Πανὸς	of Pan	1
τὰ ἱδρύματα	the haunts	1
Πενθέα	Pentheus	1
Διόνυσος	Dionysos	19
Πενθεύς	Pentheus	17
στολήν	clothes	3
διʼ	through	2
θῆλυν	women’s	2
ἐνδῦναι	wear	2
σε	you	2
οὖν	then	2
γυναῖκας	as a woman	1
ὀφθῇς	you show yourself	1
ἀνὴρ	as a man	1
ἢν	if	1
τόδʼ	this	1
τελῶ	to dress	1
κτάνωσιν	they’ll kill	1
τί	What’s	1
βυσσίνους	fine linen	1
στεῖλαί	You need to wear	1
φθονῶ	I’d hate to lose	1
σοι	because of you	1
τοῦ χρόνου	time	1
τάχιστα	quickly	1
κἀπιχειρήσεις	Will you try	1
ἄγωμεν	let’s go	1
ἐκεῖ	there	1
αὖ	again	1
πέπλους	clothes	1
ἐγὼ	I’ll	1
ἐμὸν	to me	1
φῂς	tell	1
μαινάδων	the Maenads	1
θεατὴς	to watch	1
οὐκέτι εἶ	Don’t you	1
ἦ θῆλυν	Women’s	1
τίνα	what	1
στελῶ	dress up	1
δωμάτων	the palace	1
εὖ	right	1
ἔσω	into	1
μολών	Let’s go	1
γένοιτʼ	do we do	1
πῶς	how	1
τάδε	this	1
ἡμᾶς	us	1
ἐξεμούσωσεν	taught	1
εἶπας	You’re	1
ἐξεῖπας	I’ll go	1
καλῶς	openly	1
λάθρᾳ	quietly	1
ἐμφανῶς	You’re right	1
σὸν	to you	1
μυρίον	an awful	1
μάλιστα	Of course of course	1
συγκαθημένας	together	1
ὄρεσι	the mountains	1
ἐν	on	1
σφʼ	them	1
ἰδεῖν	to see	1
βούλῃ	like would you	1
νῦν	now	1
χρυσοῦ	of gold	1
Διόνυσε	Dionysos	1
δώσει	will be achieved	1
δίκην	justice	1
θανὼν	with his death	1
βάκχας	to the Bacchants	1
ἥξει	He will go	1
καθίσταται	we have trapped	1
ἁνὴρ	our man	1
γυναῖκες	Women	1
σταθμόν	lot	1
δοὺς	I’d give	1
σε	you’re	1
σάφʼ ἴσθι	Absolute	1
σῷ	your	1
ἔλθῃς	you go	1
κἂν	if	1
ἀλλʼ	but	1
ἐλάταις	the fir trees	1
καθήμενος	I’d be sitting	1
ὑπʼ	beneath	1
σιγῇ	quietly	1
ἂν	would be would	1
τί	Why	1
σοι	your	1
ἡδέως	pleasure	1
δʼ	But	1
πικρά	hard	1
νιν	these women	1
εἰσίδοιμʼ	to see	1
ἐξῳνωμένας	drunk	1
ἔρωτα	eager	1
μέγαν	so	1
ἐκτενῶ	I’ll let fall	1
θεός	a god a god	1
ἐπὶ	over	1
τεισώμεθʼ	to get revenge	1
εὖ	clear	1
φρονῶν	his mind	1
ὡς	if	1
μὴ θελήσῃ	he won’t	1
λύσσαν	of madness	1
ἐνεὶς	Give	1
φρενῶν	his mind	1
ἔκστησον	take away	1
πρῶτα	First of all	1
νιν	of him	1
πρόσω	very far	1
οὐ	not	1
εἶ	You are	1
βουλεύμασιν	advice	1
σοῖσι	your	1
πείσομαι	I’ll take up	1
ἢ	or	1
ὅπλʼ ἔχων	I’ll take up my weapons	1
γέλωτα	a fool	1
Θηβαίοις	Thebes	1
στείχοιμʼ	I’m going	1
Ἅιδου	Hades	1
δεινότατος	fearsome	1
ἀνθρώποισι	for the folk	1
τὸν Διόνυσον	Dionysos	1
Διὸς	the son of Zeus	1
γνώσεται	will he learn	1
κατασφαγείς	slaughters	1
ἐκ χεροῖν	with her hands	1
μητρὸς	his mother	1
ὅνπερ	with which	1
χρῄζω	I’ve got	1
κόσμον	in his clothes The clothes	1
προσάψων	to dress up	1
εἶμι	I’m off	1
τῶν ἀπειλῶν	threats	1
ἦν	to make	1
δεινὸς	dreadful	1
γυναικόμορφον	as a woman	1
ἀγόμενον	parading	1
ὀφλεῖν	to make	1
ἢ	either	1
πάντῃ	with everything	1
κόμην	your hair	1
θύρσον	a thyrsus	1
βάκχαις	with the Bacchants	1
μάχην	in a fight	1
οὐκ δυναίμην	I can’t	1
δέρας	skin	1
νεβροῦ	fawn	1
στικτὸν	dappled	1
καὶ	and	1
χειρὶ	in hand	1
τοῖσδʼ	this	1
ὀρθῶς	Yes Right	1
καί	And	1
μίτρα	a ribbon	1
ἔσται	you’ll wear	1
κάρᾳ	your head	1
ἐπὶ	on	1
δʼ	and	1
ποδήρεις	down to your feet	1
πέπλοι	with robes	1
ἠπιώτατος	of peace	1
αἷμα	your blood	1
χρὴ	we must	1
ἐμὸν εὐτρεπὲς	I’m ready	1
ὁδοὺς	the roads	1
ἔξεστι	Sure	1
βουλεύσομαι	to think	1
ὥστε	so that	1
μὴ	don’t	1
βάκχας	the Bacchants	1
ἐγὼ ἡγήσομαι	I’ll guide	1
ἴμεν	We’ll take	1
ἐρήμους	deserted	1
λαθών	without being seen	1
πρῶτον	first	1
Καδμείους	by the Kadmeians	1
εἶμι	will be able to walk	1
πῶς	How	1
κακοῖς	in danger	1
κακά	the dangerous	1
θηρᾶν	to hunt	1
σοφώτερον	It’s wiser	1
εἰς κατασκοπήν	spy	1
μολεῖν	we get	1
τὸ δεύτερον	Then	1
