GRC	ENG	Frequency
Φρυγίαισι	Phrygian	1
τυμπάνων	of our drums	1
ἀγαλλόμεναι	Celebrate	1
εὔια	of joy	1
εὔιον	with joy	1
τὸν	your own	1
ἐν	with	1
βοαῖς	cries	1
βρέμῃ	play out	1
τε	and	1
ἐνοπαῖσί	shouts	1
ὅταν	When	1
εὐκέλαδος	sweet	1
λωτὸς	pipes	1
ἱερὸς	sacred	1
Συρίας	Syrian	1
νέκταρι	with honey	1
θηλυγενὴς	of women	1
ἐς	to	1
κέρασαν	they mixed	1
πνεύματι	with the tones	1
ἁδυβόᾳ	sweet seductive	1
αὐλῶν	of flutes	1
Φρυγίων	from Phrygia	1
θῆκαν	then gave it	1
ματρός	mother	1
κύκλωμα	circle	1
Ῥέας	Rhea	1
ἀνὰ	In	1
βακχείᾳ	their wild ecstatic dancing	1
συντόνῳ	this drum beat	1
Βακχᾶν	they sang	1
κτύπον	time	1
βυρσότονον	of stretched hide	1
τόδε	this	1
παρὰ δὲ	Nearby	1
ζάθεοί	sacred	1
μένει	waits	1
οἰστρηθεὶς	all stung	1
Διονύσῳ	by Dionysus	1
σκιρτήμασι	in playful dance	1
θαλάμευμα	dark chambers	1
Κουρήτων	of the Curetes	1
ἔναυλοι	caves	1
μοι	for me	1
Κρήτας	in Crete	1
Διογενέτορες	birthplace of Zeus	1
Κορύβαντες	the Corybantes	1
ἄντροις	in their caves	1
τρικόρυθες	men with triple helmets	1
ηὗρον	made	1
εὐάσμασι	in ecstasy	1
μαινόμενοι	orgiastic	1
οἴνῳ	with wine	1
ὄρεα	the mountains	1
ἀγρεύων	hunting	1
αἷμα	the blood	1
τραγοκτόνον	goat’s	1
χάριν	with joy	1
ὠμοφάγον	devouring its raw flesh	1
ἱέμενος	rushing off	1
Φρύγια	in Phrygia	1
ἐνδυτόν	in deerskin	1
Λύδιʼ	in Lydia	1
ὁ ἔξαρχος	leading	1
Βρόμιος	Bromius	1
εὐοἷ	Evoë	1
πέδον	The land	1
γάλακτι	with milk	1
ἱερὸν	holy	1
ἔχων	wrapped	1
Σάτυροι	satyrs	1
χαίρει	bringing joy	1
ἐξανύσαντο	in ritual worship	1
θεᾶς	of the goddess	1
ματέρος	mother	1
συνῆψαν	brought it	1
χορεύματα	their dance	1
τριετηρίδων	biennial	1
Διόνυσος	to Dionysus	1
δρομαίων	running	1
ἡδὺς	He’s welcome	1
ὄρεσιν	the mountains	1
ὅταν	when	1
πέσῃ	he sinks down	1
πεδόσε	to the ground	1
ἐκ	after	1
θιάσων	the dance	1
ἀπὸ	From	1
