AKK	ENG	Frequency
ša	where	1
É	of temple	1
á-ki-tu	akītu-house	1
uḫ-ḫi-iz	I in laid	1
⸢SI⸣ GAR-i-šú	d oo r bolts	1
sip-pi-šú	door jambs	1
KÁ MEŠ-šú	its gates	1
at-ma-nu	inner sanctum	1
GAŠAN-⸢ia⸣	m y lady	1
é-maš-maš	Emašmaš	1
-rak pa	da is	1
ú-šar-ma-a	made reside	1
ú-še -rib-ma	I made en ter	1
AN-e	heavens	1
d EN LÍL	of Enlil	1
a-šar	place	1
d AG	of Nabû	1
LUGAL	of king	1
ú -šat-ri-⸢iṣ⸣	I stretched o ut	1
kiš-šat	of totality	1
d AMAR UTU	Marduk	1
a-na	to	1
nab-nit-sa	its feature	1
ag-mu-ra	I completed	1
be-lu-ti-šú	of his lordly majesty	1
ru-⸢kub⸣	ve hic le	1
ṣir -⸢tum⸣	exalt ed	1
GIŠ GIGIR	chariot	1
ú-šal-biš	I clad	1
kip-pat-su	its perimeter	1
⸢ḪUŠ⸣ A	redd ish	1
u	and	1
⸢KÙ⸣ GI	of g old	1
MA NA	minas	1
20	twenty	1
34	thirty-four	1
dà- re-e	dur able	1
GIŠ	wood	1
GIŠ MES ⸢MÁ⸣ KAN NA	musukkannu-wood	1
GIŠ er-me	canopy	1
ú-še-piš-ma	I had made	1
EDIN-uš-šú	it	1
ú-rab-ba-a	enlarged	1
AN-e	of heaven	1
KI-tim	netherworld	1
a- gúr-ri	b ricks	1
ḫa-šá-di	wedding	1
⸢šá	which	1
d zar-pa-ni-tum	of Zarpanītu	1
maš -tak	bed ch amber	1
ká-ḫi-li-sù	Kaḫilisu	1
ina	in	1
e-pu-uš	I made	1
nak-liš	skillfully	1
áš-ruk	I gave	1
ši-rik- ti	gif t	1
⸢ru -ʾa⸣- a-me	l o ve	1
e-peš	to make	1
šá-kan	to carry out	1
sa-pi-in	who overwhelms	1
d GAŠAN-ia	Bēltīya	1
d EN	Bēl	1
tak-né-e	pleasure	1
ma-a-a-al	bed	1
za-aʾ-nat	studded	1
lit-bu-šat	is clad with	1
pa-šal-lu	pašallu-gold	1
dà-re-e	durable	1
iṣ -⸢ṣi⸣	woo d	1
GIŠ MES MÁ KAN NA	of musukkannu-wood	1
GIŠ NÁ	bed	1
LÚ ⸢KÚR MEŠ ⸣-ia	my en emi e s	1
ap-ti-iq-ma	I cast	1
a-na	into	1
a-⸢na	in	1
d a -a	Ay a	1
pa-rak	dais	1
ú-šar-ma-a	made dwell	1
ú-še-rib-ma	I made enter	1
ina qé-reb-e-šú	inside it	1
⸢tik-le⸣- ia	s uppor t me	1
DINGIR MEŠ	gods	1
d ⸢a⸣- a	A ya	1
d nusku	Nusku	1
d 30	Sîn	1
si-⸢ḫir⸣-ti-šú	its entirety	1
qé -⸢reb⸣	insid e	1
d 30	of Sîn	1
ú- šal-bi -⸢šá⸣	I cla d	1
uḫ-ḫi-iz	I inlaid	1
qé-reb	in	1
ku⸣- uz-bu	sex ual charm	1
at-man	inner sanctum	1
e-⸢pu⸣-šú	I had d o ne	1
ú-za-⸢ʾi⸣- nu	decor ated	1
-⸢ia⸣	m y	1
ši-pir	of work	1
mim-ma	every type	1
ul-tú	Aft e r	1
si⸣-ḫir-ti-šú	its entirety	1
é-gašan-kalam-⸢ma⸣	Egašankalam a	1
KÙ ⸢GI⸣	gol d	1
eb -bu	shi ny	1
iq -⸢bu⸣-u	comma nded	1
⸢za⸣-ḫa-⸢lu⸣- u	of z aḫalû- silver	1
50	fifty	1
DINGIR-ú-ti- šú	of his divinity	1
šu-bat	seat	1
⸢BÁRA⸣ MAḪ -⸢ḫu⸣	th rone-dai s	1
KÁ DINGIR RA ⸢KI⸣	Babylon	1
d ⸢asal lú -ḫi	of As allu ḫi	1
⸢URU	cit y	1
šul-me	peaceful	1
ú-ru-uḫ	road	1
a-lak	going	1
UDU NÍTA MEŠ	sheep	1
ú-še -piš	ma de	1
ka-bat-⸢ti⸣	mood	1
d DI KU₅	Mandānu	1
d ⸢é⸣-a	Ea	1
d be-let-KÁ DINGIR RA KI	Lady of Babylon	1
d GAŠAN-MU	Bēltīya	1
be-lum	Bēl	1
šá-ma-⸢mi⸣	of heaven s	1
BÁRA MEŠ-šú	its daises	1
ud-diš	I renovated	1
ú-šak-⸢lil⸣	completed	1
é-sag-íl	Esagil	1
KÁ DINGIR RA KI	Babylon	1
é-⸢ḫur-sag⸣-gal-kur-kur-ra	ggalkurkurra Eḫ ursa	1
