GRC	ENG	Frequency
χρῄζω	I want	1
ἔξω ἐλαύνων τοῦ φρονεῖν	in insanity	1
ἐνδύσεται	he will put on	1
στολήν	clothing	1
θῆλυν	women’s	1
ἐνδῦναι	to wear	1
θελήσῃ	he will consent	1
οὐ μὴ	not	1
εὖ	sound	1
ὡς	since	1
ἀγόμενον	led	1
λύσσαν	a madness	1
ἐλαφρὰν	dizzying	1
ἐνεὶς	send upon	1
ἔκστησον	drive him out	1
φρενῶν	of his phrenes	1
πρῶτα	first	1
αὐτόν	him	1
τεισώμεθʼ	Let us punish	1
πρόσω	far off	1
εἶ	You are	1
οὐ	not	1
σὸν	your	1
ἔργον	task	1
ὀφλεῖν	to be a source	1
γυναικόμορφον	in women’s guise	1
Διόνυσε	Dionysus	1
προσάψων	will I attach	1
ἠπιώτατος	most gentle ēpios	1
ἀνθρώποισι	for humans	1
δεινότατος	most terrifying deinos	1
πέφυκεν	is	1
τέλει	nature	1
θεός	a god	1
ἐν	by	1
ὃς	the one who	1
Διὸς	the son of Zeus	1
τὸν Διόνυσον	Dionysus	1
γνώσεται	he will come to know	1
δὲ	And	1
Πενθεῖ	to Pentheus	1
κατασφαγείς	slaughtered	1
πρίν	in the past	1
χεροῖν	the two hands	1
ἐκ	by	1
μητρὸς	of his mother	1
ἄπεισι	he goes off	1
Ἅιδου	the house of Hādēs	1
εἰς	to	1
λαβὼν	he will take	1
ὅνπερ	that	1
κόσμον	The costume kosmos	1
εἶμι	I am going	1
τῶν ἀπειλῶν	threats	1
ἦν	making	1
δεινὸς	terrible	1
νῦν	now	1
θανὼν	with his death	1
νεβροῦ δέρας	fawn-skin	1
πρῶτον	first	1
ὁδοὺς	on roads	1
ἐρήμους	deserted	1
ἴμεν	We will go	1
εἶμι	will I go	1
Καδμείους	by the Thebans	1
λαθών	without being seen	1
γοῦν	more	1
κακοῖς	with trouble	1
θηρᾶν	hunting	1
ἢ	than	1
κακά	trouble	1
σοφώτερον	sophos	1
κατασκοπήν	spy	1
μολεῖν	go	1
πᾶν	Anything	1
χρὴ	must	1
ὀρθῶς	True	1
βάκχαις	with the Bacchae	1
μάχην	battle	1
συμβαλὼν	if you join	1
θήσεις	you will shed	1
αἷμα	blood	1
θῆλυν	woman’s	1
στολήν	on a dress	1
δυναίμην	possibly	1
ἐνδῦναι	I put	1
λυπρῶς ἂν	I would be sorry	1
οὐκ	not	1
ἡγήσομαι	will lead	1
κρεῖσσον	better	1
δίκην	the penalty dikē	1
πορεύσομαι	I will go	1
δώσει	he will pay	1
οὗ	where	1
ἥξει	He will reach	1
βάκχας	the Bacchae	1
καθίσταται	is caught	1
βόλον	our net	1
ἐς	in	1
ἁνὴρ	the man	1
γυναῖκες	Women	1
τοῖσι βουλεύμασιν	guidance	1
σοῖσι	your	1
πείσομαι	I will obey	1
ἢ	or	1
ἔχων	bearing	1
ὥστε	than	1
ὅπλʼ	arms	1
ἢ	either	1
γὰρ	For	1
στείχοιμʼ	I will go	1
πάντῃ	for anything	1
δοκῇ	seems best	1
ἃν	what	1
βουλεύσομαι	I will consider	1
οἴκους	the house	1
ἐς	into	1
ἐλθόντʼ	Let us two go	1
ʼγγελᾶν	to be mocked	1
βάκχας	by the Bacchae	1
ἆ	Wait	1
