GRC	ENG	Frequency
ἱκέσθαι	missing	1
ἐκλύσθη	Billowed up	1
πέτρης	rock	1
θάλασσα	sea	1
κατερχομένης	hit	1
τὴν δὲ	the	1
πρόσω	forward	1
κῦμα	wave	1
θέμωσε	pushed	1
εὐχόμενος	He prayed	1
λᾶαν	rock	1
μείζονα	larger	1
καὶ	And	1
ἑταίρους	companions	1
πατρίδα	native	1
γαῖαν	land	1
οἶκον	home	1
καὶ	and	1
ἑὴν	own	1
ὀψὲ	late	1
ἔλθοι	he come	1
ὀλέσας	having lost	1
πάντας	all	1
νηὸς	ship	1
ὅ	he	1
ἀλλοτρίης	another’s	1
ἐπʼ	In	1
εὕροι	find	1
ἐν	at	1
οἴκῳ	home	1
πήματα	trouble	1
τοῦ δʼ	him	1
ἔκλυε	heard	1
κυανοχαίτης	blue-maned	1
αὐτὰρ	Then	1
ἔφατʼ	He spoke	1
ὁ μὲν	a	1
μέσῳ	middle	1
τοὺς	them	1
ἀκέων	silently	1
συνέεργον	I bound	1
Κύκλωψ	Cyclops	1
σύντρεις	in threes	1
αἰνύμενος	I bound	1
ἄνδρα	man	1
εἶρος	wool	1
ἑκάτερθεν	on either side	1
σώοντες	protected	1
τρεῖς	three	1
αὐτὰρ	As	1
ἐγώ	me	1
ἀρνειὸς	ram	1
μεγάλοι	big	1
ἰοδνεφὲς	dark as violets	1
ἄριστος	best	1
πάντας δὲ	all sorts	1
βούλευον	thought	1
ἄριστα	best	1
γένοιτο	up come	1
θανάτου	of death	1
ἑταίροισιν ἠδʼ ἐμοὶ	us all	1
λύσιν	get out	1
δόλους	of wiles	1
καλοί	beauties	1
ὕφαινον	I wove	1
ψυχῆς	life	1
ἀρίστη	best	1
βουλή	idea	1
ἄρσενες ὄιες	sheep	1
ἦσαν	were there	1
δασύμαλλοι	Thick-fleeced	1
μήλων	flock	1
ὑπὸ	beneath	1
ἐν	underneath	1
ἐγγύθεν	on the line	1
φῶτʼ	man	1
λύγοισιν	branches	1
εὗδε	slept	1
ἔπι	on	1
τῇς	the	1
μοι	My	1
ἦεν	is	1
ὄιες	sheep	1
γὰρ	as	1
φέρεσκε	Carried	1
ἑτέρω	two	1
τὼ δʼ	The	1
ἔην	there was	1
εἴ τινʼ	To	1
ἐυστρεφέεσσι	willow	1
ἕκαστον	a	1
φέρον	to	1
ἐλυσθεὶς	curled	1
Ἠῶ	dawn	1
γαστέρʼ	belly	1
χερσὶν	hands	1
θυμῷ	for life	1
τετληότι	hanging on	1
θεσπεσίοιο	marvelous	1
ἀώτου	wool	1
ἐμείναμεν	we waited	1
τοῦ	his	1
στενάχοντες	our groans	1
ὣς	And so	1
κείμην	twined	1
λασίην	shaggy	1
ἁπάντων	in the	1
νῶτα	back	1
λαβών	I grabbed	1
ἐγὼ	I	1
αὐτὰρ	And	2
περ	just	1
Κύκλωψ	Cyclops	1
ἔκπιεν	drained	1
ἀφραδίῃσιν	the fool	1
οἶνος	wine	1
ἤλυθεν	begun to work	1
φρένας	mind	1
ἐπεὶ	when	1
μιν	him	1
ἔπεσσι	words	1
προσηύδων	I spoke	1
μειλιχίοισι	sweet	1
μʼ	me	1
εἰρωτᾷς	You ask	1
ὥς	as	1
ὄνομα	name	1
κλυτόν	glorious	1
ἐγώ	I	1
τοι	you	1
ἐξερέω	will tell	1
ξείνιον	the gift	1
ὑπέστης	promised	1
μοι	me	1
δὸς	give	1
σὺ δέ	you	1
τρὶς	Three	1
ὀρθῶν	by	1
νῶτα	backs	1
θήλειαι	females	1
ἀνήμελκτοι	unmilked	1
περὶ	in	1
σηκούς	the pens	1
μέμηκον	were bleating	1
ἄναξ	master	1
οὔθατα	udders	1
σφαραγεῦντο	bursting	1
τειρόμενος	Worn out	1
πάντων	Of all	1
ὀίων	of the sheep	1
ἐπεμαίετο	felt	1
οὐκ ἐνόησεν	Unaware	1
ἑσταότων	they walked	1
εἰροπόκων	fleecy	1
στέρνοισι	chests	1
οἱ	their	1
ὑπʼ	under	1
ῥοδοδάκτυλος	red	1
φάνη	appeared	1
Ἠώς	sky	1
νήπιος	fool	1
τὸ δὲ	the	1
ἦμος	When	1
νομόνδʼ	the pasture	1
ἐξέσσυτο	started to bolt	1
ὀδύνῃσι	with pain	1
ἄρσενα μῆλα	rams	1
ἐγὼ	I	2
ἀμείβετο	answered	1
ξεινήιον	gift	1
ἄλλους	Friends	1
πρόσθεν	first	1
ἑτάροισιν	friends	1
οἷς	his	1
μετὰ	after	1
ἔδομαι	will eat	1
πύματον	last	1
Οὖτιν	‘Noman	1
θυμῷ	from his heart	1
νηλέι	pitiless	1
μʼ	me	1
τὸ δέ ἔσται	That’s	1
ὁ δέ	He	1
ὄνομα	name	1
πάντες	all	1
ἑταῖροι	friends	1
ἠδʼ	and	1
με	me	1
κικλήσκουσι	call	1
πατὴρ	my father	1
μήτηρ	My mother	1
Οὖτιν	Noman—	1
ἐμοί	my	1
τοι	you	1
ὕπτιος	on his back	1
κεῖτʼ	flat	1
μοχλὸν	stake	1
ἔπειτα	then	1
αὐτὰρ	and	1
πέσεν	fell	1
θάρσυνον	keep up morale	1
ἑταίρους	my men	1
θερμαίνοιτο	Heating	1
πολλῆς	deep	1
ἤλασα	Thrusting	1
σποδοῦ	embers	1
ὑπὸ	in	1
τὸν	the	1
οἰνοβαρείων	drunken	1
αὐχένα	neck	1
ὁ δʼ	his	1
ἀνδρόμεοι	human flesh	1
τʼ	of	1
ψωμοί	bits	1
ἐξέσσυτο	Belching out	1
οἶνος	wine	1
ᾕρει	was	1
κὰδ	sound	1
μιν	He	1
ὕπνος	asleep	1
παχὺν	thick	1
ἀποδοχμώσας	bent	1
Οὖτις	Noman	1
ἀνθρώπων	man	2
ὀφθαλμοῦ	eye	2
αἴ	if	2
τις	a	1
ἠμείβετο	in response	1
μύθῳ	to say	1
ὢ	‘Oh	1
πόποι	no	1
ἦ	it’s	1
με	me	1
παλαίφατα	old	1
θέσφαθʼ	prophecy	1
ἱκάνει	coming	1
ἔσκε	There was	1
ἐνθάδε	here	1
ὁ δέ	He	1
μάντις	seer	1
ἀνὴρ	man	1
ἠύς	handsome	1
μέγας	tall	1
Τήλεμος	Telemos	1
Εὐρυμίδης	Eurymides	1
ὃς	He	1
μαντοσύνῃ	prophesied	1
ἐκέκαστο	well	1
κατεγήρα	All his life	1
Κυκλώπεσσιν	to the Cyclopes	1
οἰμώξας	groaned	1
θνητῶν	mortal	1
ὅς	He	1
τίς	anyone	1
ἀλλʼ	but	1
πεῖθον	persuade	1
οὐ	didn’t	1
ἐμὸν	my	1
μεγαλήτορα	hero’s	1
θυμόν	heart—	1
μιν	him	1
ἄψορρον	back	1
προσέφην	I called	1
Κύκλωψ	‘Cyclops	1
κεκοτηότι	angry—and	1
σε	you	1
οἰκίʼ	home	1
καταθνητῶν	mortal	1
εἴρηται	Asks	1
ἀλαωτύν	put out	1
Ὀδυσσῆα	Odysseus	1
φάσθαι	Tell him	1
πτολιπόρθιον	the marauder	1
ἐξαλαῶσαι	did it	1
υἱὸν	Son	1
Λαέρτεω	of Laertes	1
Ἰθάκῃ	Ithaca	1
ἔνι	on	1
ἔχοντα	is	1
τάδε	this	1
ἔφη	told	1
πάϊς	son	1
Ὀδυσεῦ	Odysseus	1
ἵνα	so	1
τοι	you	1
ξείνια	a gift	1
θείω	I can give	1
πομπήν	to help	1
τʼ	And	1
ἐννοσίγαιον	Poseidon	1
τοῦ	his	1
ἐγὼ εἰμί	I’m	1
γὰρ	you know	1
ἄγε	come	1
πατὴρ	father	1
ἐμὸς	my	1
εὔχεται	He claims	1
εἶναι	he’s	1
αὐτὸς δʼ	me	1
κʼ ἐθέλῃσʼ	he wants	1
ἰήσεται	heal	1
οὐδέ τις	none	1
ἄλλος	Of the other	1
θεῶν	gods	1
οὔτε	no	1
δεῦρʼ	here	1
ἀλλʼ	But	1
μοι	me	1
φῶτα	hero	1
πάντα	all	1
τελευτήσεσθαι	would happen	1
ὀπίσσω	some day	1
χειρῶν	hands	1
ἐξ	at	1
Ὀδυσῆος	Odysseus’	1
ἁμαρτήσεσθαι	I would lose	1
ὀπωπῆς	my sight	1
αἰεί	always	1
ἐδέγμην	expected	1
τινα	a	1
μέγαν	great	1
οἴνῳ	drunk	1
ἐνθάδʼ	here	1
ἐλεύσεσθαι	Would come	1
μεγάλην	strong	1
νῦν	Now	1
ὀλίγος	little	1
οὐτιδανὸς	good-for-nothing	1
ἄκικυς	runt	1
ἀλάωσεν	Has put	1
ἐπεί	out—because	1
μʼ	me	1
ἐδαμάσσατο	got	1
φάσαν	They tried	1
καὶ	and	2
ὀλέσθαι	we were done	1
λαβὼν	grabbed	1
πλημυρὶς	flood	1
πόντοιο	tide	1
θέμωσε	setting	1
χέρσον	the shore	1
ἱκέσθαι	down at	1
ἐγὼ	I	1
κοντὸν	pole	1
ἐποτρύνας	Nodding	1
ἤπειρόνδε	to the mainland	1
περιμήκεα	long	1
ὦσα	shoved	1
παρέξ	off	1
ἐμβαλέειν	fall	1
κώπῃς	on the oars	1
φύγοιμεν	get us	1
φέρε	pushed	1
πέτρης	rock	1
τὴν	the	1
ὄρεος	of a crag	1
ὁ δʼ	He	1
ἔπειτα	when	1
χολώσατο μᾶλλον	angrier	1
ἀπορρήξας	Breaking	1
ἧκε	threw	1
κορυφὴν	peak	1
μεγάλοιο	huge	1
ἔβαλε	carried	1
οἱ δὲ	They	1
κὰδ	in	1
προπάροιθε	front	1
νεὸς	prow	1
κυανοπρῴροιο	dark	1
τυτθόν	just	1
θάλασσα	The sea	1
κατερχομένης	came down	1
ὑπὲκ	out	1
ὅτε	when	1
προπεσόντες	leaned	1
γὰρ	You know	1
ἡμέων	our	1
κεφαλὰς	skulls	1
νήια	ship	1
μαρμάρῳ	cliff	1
βαλών	heave	1
τόσσον	the range	1
ἵησιν	he has	1
ἐκλύσθη	Billowed up	1
σύν	us	1
ὑπὸ	where	1
παλιρρόθιον κῦμα	backwash	1
ἑτάροισι	to the crew	1
ἐθέλεις	do	1
ἄνδρα	man	1
βαλὼν	hit	1
ὃς	that	1
ἄραξʼ	crush	1
τευ	us	1
φάμεν	we thought	1
ἑταῖροι	my men	1
ἀλλʼ	And	1
δὶς	twice	1
τόσσον	as	1
πρήσσοντες	we were	1
ἀπῆμεν	far	1
Κύκλωπα	Cyclops	1
προσηύδων	I called	1
ἐρήτυον	Hanging	1
φθεγξαμένου	sound	1
ἐπέεσσιν	begging	1
ἀμφὶ	all over	1
βέλος	rock	1
ἤγαγε	Pushed	1
πόντονδε	the water	1
εἰ	If	1
ἄκουσε	he hears	1
ἐφάμην	this	1
μοχλὸν	stake	2
ἅψεσθαι	catch	1
τρυπάνῳ	with a drill	1
ὀφθαλμῷ	into his eye	1
ἐνέρεισαν	drove	1
δίνεον	spun it	1
ἐφύπερθεν	behind it	1
ἐρεισθεὶς	putting	1
νήιον	ship’s	1
ἀνὴρ	man	1
δόρυ	beam	1
τρυπῷ	bores	1
ὀξὺν	sharp	1
ὡς	The way	1
τις	a	1
ἔνερθεν	beneath	1
ἱμάντι	with a strap	1
πυριήκεα	fiery-pointed	1
ὀφθαλμῷ	eye	1
ἐν	In	1
τοῦ	the	1
δινέομεν	we twirled	1
αἷμα	blood	1
ἄκρῳ	point	1
ἑλόντες	lifted	1
περίρρεε	Around	1
αἰνῶς	really	1
περ	though	1
ἐών	it was	1
πυρὶ	fire	1
μοχλὸς	olivewood	1
ἐλάινος	stake	1
ὅτε	When	1
ὁ	the	1
μέλλεν	about	1
διεφαίνετο	glowing	1
ἐγὼν	I	1
ἐλάινον	stake	1
φέρον	took	1
ἐκ	out	1
θάρσος	inspired	1
αὐτὰρ	and	1
δαίμων	god	1
ἀμφὶ	around	1
ἵσταντʼ	Stood	1
ἑταῖροι	My men	1
μοχλὸν	olivewood	1
τὸν δʼ	The	1
θερμὸν	searing	1
ἆσσον	right up	1
ὀφθαλμοῖο	from his eye	1
περὶ	around	1
ᾤμωξεν	He screamed	1
ἴαχε	rang	1
πέτρη	rock walls	1
ἡμεῖς δὲ	We	1
δείσαντες	in terror	1
ἀπεσσύμεθʼ	shrank back	1
ὁ	he	1
ἐξέρυσʼ	wrenched	1
πεφυρμένον αἵματι	blood-grimed	1
ἐλαϊνέῳ	stake	1
ἀυτμὴ	the heat	1
ὣς	That’s	1
σιδήρου ὣς	iron—that’s	1
ἁψάμενοι	Leaning	1
τὸ δὲ	it	1
ὑποσσείουσιν	spinning	1
τρέχει ἐμμενὲς	and spinning	1
αἰεί	Keep	1
ἐγὼ δʼ	I	1
μοχλῷ	olivewood	1
ὀφθαλμὸς	eye	1
βλέφαρʼ	lids	1
σφαραγεῦντο	crackled	1
καὶ	and	1
ὀφρύας	brow	1
πάντα	all	1
εὗσεν	singed	1
γλήνης	eyeball	1
καιομένης	burning	1
ῥίζαι	roots	1
πυρὶ	in fire	1
οἱ	the	1
χαλκεὺς	smith	1
τοῦ	his	1
πέλεκυν	axe-head	1
σκέπαρνον	adze	1
ὡς	Like	1
εἰν	into	1
ὕδατι	water	1
βάπτῃ	dips	1
ἰάχοντα	hissed	1
φαρμάσσων	temper	1
σίζʼ	Sizzled	1
χλωρός	green	1
ἐπὶ	on	3
καὶ	and	3
προτέρω	on	1
μηρίʼ	thigh pieces	1
δόσαν	gave	1
Ζηνὶ	To Zeus	1
κελαινεφέι	in the dark clouds	1
πᾶσιν	all	1
ἀνάσσει	rules over	1
ὃς	who	1
ἔκαιον	I burnt	1
ὁ δʼ	the	1
τὸν δʼ	the	1
οὐκ	not	1
ἐμπάζετο	accept	1
ἱρῶν	sacrifice	1
μερμήριξεν	brooding	1
πᾶσαι	All	1
ἀπολοίατο	destroy	1
νῆες	my ships	1
ἐύσσελμοι	benched	1
ἐμοὶ	my	1
θινὶ	shore	1
δαιομένων	I sacrificed	1
ἑταῖροι	crews	1
ἡμέας	our	1
νῆσον	island	1
ἔνθα	where	1
ἄλλαι	other	1
νῆες	ships	1
μένον	waited	1
ἁθρόαι	Clustered	1
ἑταῖροι	our comrades	1
ἥατʼ	Sitting	1
ὀδυρόμενοι	anxious	1
ποτιδέγμενοι	return	1
ἑταῖροι	The veterans	1
νῆα	ship	1
ἐκέλσαμεν	beached	1
Κύκλωπος	Cyclops’	1
μῆλα	sheep	1
ἑλόντες	unloaded	1
δασσάμεθʼ	divided	1
ἴσης	fairly	1
τίς	all	1
ἀρνειὸν	ram	1
ἐμοὶ	me	1
ἐρίηρες	trusty	1
πρόπαν	all	1
ὣς	So	1
ἐρετμοῖς	with oars	1
ἐκέλευσα	ordered	1
ἀμβαίνειν	get	1
ἀνά	on	1
τε	and	1
οἱ δʼ	They	1
αἶψʼ	soon	1
κληῖσι	places	1
καθῖζον	took	1
πλέομεν	We sailed	1
ἑτάροισιν	my men	1
ἀκαχήμενοι	in shock	1
ἄσμενοι	glad	1
ἑταίρους	the comrades	1
ὀλέσαντες	grieving	1
εἴσβαινον	cast off	1
μοι	I	1
ὡς	as	1
ἔξοχα	great	1
καὶ	And	1
ἐποτρύνας	roused	1
ἐγὼν	I	1
πολιὴν τύπτον	whitening	1
ἦμος	When	1
ἦμαρ	day	1
ἐς	until	1
ἠέλιον	the sun	1
καταδύντα	went down	1
ἥμεθα	We sat	1
δαινύμενοι	feasting	1
κρέα	meat	1
μέθυ	wine	1
ἡδύ	sweet	1
ἠέλιος	sun	1
ῥοδοδάκτυλος	streaked red	1
κατέδυ	set	1
κνέφας	darkness	1
ἦλθε	came	1
κοιμήθημεν	We lay down	1
θαλάσσης	of the sea	1
ῥηγμῖνι	shore	1
ἦμος	when	1
ἠριγένεια Ἠώς	morning	1
φάνη	was	1
τὴν	the	1
