GRC	ENG	Frequency
ὑπὸ	in	1
πέτρης	The stone	1
προπεσόντες	bent down to their oars	1
πρήσσοντες	got out	1
ἑταῖροι	My crew	1
τίπτʼ	Why	1
ἵησιν	He throws	1
τόσσον	so hard	1
ἵνʼ	to	1
κρατὶ	with my head	1
τόσσον	as	1
ἀπῆμεν	far	1
ἐθέλεις	being insistent	1
ἄραξʼ	crushed	1
ὀκριόεντι	jagged	1
ἡμέων	our	1
βέλος	stone	1
ἤγαγε	drove	1
ὃς	that	1
θάλασσα	the water	1
αὖτις	right	1
ὁ δʼ	him	1
βαλών	hurled	1
μαρμάρῳ	rock	1
δὶς	twice	1
ἄνδρα	man	1
τότε	then	1
προσηύδων	I called	1
μειλιχίοις	pleaded	1
ἐπέεσσιν	begged	1
ἐρήτυον	to stop	1
ἐρεθιζέμεν	taunting	1
ἄγριον	wild	1
βαλὼν	hurled	1
νήια	ship	1
νῆα	ship	1
ἐς	to	1
ἤπειρον	land	1
ὀλέσθαι	to die	1
φάμεν	thought	1
εἰ	If	1
κεφαλὰς	heads	1
δοῦρα	wooden	1
ἐφάμην	My taunting	1
αὐτὸς δʼ	me	1
κατεγήρα	spent his life	1
ἔχοντα	lives	1
οἰμώξας	groaned	1
Τήλεμος	Telemus	1
Εὐρυμίδης	Eurymus	1
ἔσκε	There was	1
ἐνθάδε	here	1
ἀνὴρ	man	1
ἠύς	handsome	1
μαντευόμενος	soothsaying	1
Ὀδυσῆος	Odysseus’	1
Ἰθάκῃ	Ithaca	1
χειρῶν	hands	1
ἁμαρτήσεσθαι	lose	1
ὀπωπῆς	my sight	1
φῶτα	man	1
μέγαν	tall	1
καὶ	and	1
καλὸν	handsome	1
ἀλκήν	strength	1
οὐτιδανὸς	nobody	1
ἔνι	in	1
Λαέρτεω	Laertes’	1
ἄκικυς	weakling	1
τίς	any	1
μεγαλήτορα	tough	1
θυμόν	heart	1
οὐ	not	1
ἀλλʼ	But	1
πεῖθον	was convinced	1
ἄψορρον	back again	1
κεκοτηότι	furious	1
Κύκλωψ	‘Cyclops	1
αἴ	If	1
σε	you	1
υἱὸν	son	1
ὀφθαλμοῦ	eye	1
εἴρηται	asks	1
ἀεικελίην	mutilated	1
ἀλαωτύν	made blind	1
καταθνητῶν	mortal	1
Ὀδυσσῆα	Odysseus	1
φάσθαι	say	1
πτολιπόρθιον	the city-sacker	1
ἐξαλαῶσαι	destroyed sight	1
ὀλίγος	little	1
ἀλάωσεν	blinded	1
μέγας	tall	1
ἐλεύσεσθαι	visit	1
δεῦρʼ	on	1
αἴ	if	1
κʼ ἐθέλῃσʼ	he wants	1
τοῦ	his	1
πομπήν	get	1
δόμεναι	help	1
ἄγε	Come	1
ἐπιειμένον	endowed	1
μεγάλην	courage	1
ἔφη	told	1
τινα	a	1
μοι	me	1
τις	a	1
θέσφαθʼ	prophecy	1
ἱκάνει	come true	1
ἦ	has	1
ὃς	who	1
τʼ	and	1
ὁ δέ	He	1
προσέφην	shouted I	1
ἐδέγμην	thought	1
αἰεί	always	1
οἴνῳ	by wine	1
ἐμὸς	my	1
ἐδαμάσσατο	got the best	1
Ὀδυσεῦ	Odysseus	1
τοι	you	1
θείω	give	1
ξείνια	gifts	1
ἐννοσίγαιον	Poseidon’	1
πάϊς	son	1
εἰμί	am	1
ἐγὼ	I	1
πατὴρ	father	1
τελευτήσεσθαι	would	1
εὔχεται	proud	1
εἶναι	is	1
ἰήσεται	heal	1
οὐδέ	no	1
τις	one	1
ἄλλος	else	1
οὔτε	not	1
θεῶν	god	1
οὔτε	nor	1
ἀνθρώπων	man	1
ἐμὸν	my	1
καὶ	and	3
ἦμος	when	2
νῆες	ships	2
κρέα	meat	1
ἐρίηρες	loyal	1
ἐμοὶ	my	1
πᾶσαι	all	1
ἀπολοίατο	ruin	1
μερμήριξεν	planned	1
ἠέλιον καταδύντα	sunset	1
ἦμαρ	day	1
πρόπαν	all	1
ἄσπετα	strong	1
μηρίʼ	thighs	1
μέθυ	wine	1
ἡδύ	sweet	1
ἠέλιος	sun	1
κατέδυ	went down	1
κνέφας	darkness	1
ἦλθε	fell	1
ῥηγμῖνι	breaking	1
θαλάσσης	waves	1
ἐπὶ	beside	1
ἑταῖροι	men	1
πλέομεν	we sailed	1
ῥοδοδάκτυλος	rose-fingered	1
ἑλόντες	took	1
ἔνθα	where	1
μένον	docked	1
ἑταῖροι	The men	1
ὀδυρόμενοι	weeping	1
ἡμέας	us	1
ποτιδέγμενοι	waiting	1
νῆα	ship	1
μῆλα	sheep	1
Κύκλωπος	from the Cyclops	1
νηὸς	ship’s	1
δασσάμεθʼ	shared	1
τὸν δʼ	the	1
ἑταῖροι	my crew	1
οἴῳ	alone	1
ἐμοὶ	me	1
ἀρνειὸν	ram	1
ἔξοχα	favorite	1
δόσαν	gave	1
Κρονίδῃ	Cronus	1
κελαινεφέι	of Dark Clouds	1
θινὶ	shore	1
ἐπὶ	on	1
ἀνάσσει	Lord	1
ἠριγένεια Ἠώς	Dawn	1
κοιμήθημεν	we went to sleep	1
εἴσβαινον	obeyed	1
ἱρῶν	offering	1
ἀλλʼ	and	1
ὣς	So	1
ἐς	till	1
δαινύμενοι	feasting	1
αὐτούς	them	1
τε	and	1
πρυμνήσια	cables	1
οἱ	they	1
αἶψʼ	Quickly	1
ἐπὶ	at	1
μήλων	the flock	1
ἔνθεν	So	1
ὀλέσαντες	grieving	1
ἑταίρους	friends	1
ἐγὼν	I	1
ἑτάροισιν	my men	1
πᾶσιν	all the world	1
δαιομένων	I slaughtered	1
Ζηνὶ	for Zeus	1
ἔκαιον	I burned	1
ἥμεθα	we were sitting	1
ἐμπάζετο οὐκ	ignored	1
τίς	men	1
φάνη	came	1
ἐρετμοῖς	with oars	1
ἐποτρύνας	roused	1
ἐκέλευσα	told	1
ἀμβαίνειν	embark	1
λῦσαι	loose	1
κληῖσι	rowing benches	1
καθῖζον	sat	1
ἑξῆς	all in order	1
πολιὴν	gray	1
ἅλα	saltwater	1
τύπτον	struck	1
προτέρω	on	1
ἴσης	equal	1
ἦτορ	hearts	1
ἀκαχήμενοι	with sorrow	1
ἄσμενοι	glad	1
τὴν	the	1
ἀφικόμεθʼ	We reached	1
ἥατʼ	sitting	1
ἐκέλσαμεν	beached	1
βῆμεν	disembarked	1
ἐκ	out of	1
ὡς	so	1
νῆσον	island	1
ὀρθῶν	up	1
ὀδύνῃσι	with pain	1
ἦμος	When	1
φάνη	revealed	1
ἠριγένεια Ἠώς	Dawn	1
ἄναξ	master	1
νομόνδʼ	for the grass	1
ἄρσενα μῆλα	rams	1
θήλειαι	ewes	1
μέμηκον	were bleating	1
ἀνήμελκτοι	unmilked	1
σηκούς	their pens	1
περὶ	in	1
οὔθατα	udders	1
κακῇσι	weak	1
ἑσταότων	lined	1
τειρόμενος	was worn	1
ὀίων	ram	1
πάντων	each	1
ἐπεμαίετο	he felt	1
νῶτα	back	1
οὐκ ἐνόησεν	missed	1
ὑπʼ	beneath	1
εἰροπόκων	woolly	1
στέρνοισι	bellies	1
δέδεντο	tied up	1
ἐξέσσυτο	jumped up	1
οἱ	their	1
σφαραγεῦντο	full to bursting	1
ῥοδοδάκτυλος	rose-red	1
τὴν δὲ	the	1
πτολιπόρθιον	the city-sacker	1
οὐρανὸν	sky	1
ἀστερόεντα	starry	1
εὔχετο	prayed	1
κλῦθι	‘Listen	1
γαιήοχε	Earth-Shaker	1
κυανοχαῖτα	Blue-Haired	1
Ὀδυσσῆα	Odysseus	1
ἐμὸς	my	1
ὀρέγων	holding	1
πατὴρ	father	1
σός	your	1
εὔχεαι	acknowledge	1
εἶναι	be	1
δὸς	Grant	1
μὴ	never	1
ἱκέσθαι	go	1
εἰς	towards	1
χεῖρʼ	arms	1
εἴ	if	1
σε	you	1
ἔφατʼ	he said	1
ἐγώ	I	1
μιν	him	1
προσέειπον	answered	1
ὣς	After	1
αἲ	‘If	1
αἰῶνός	life	1
δυναίμην	could	1
Ποσείδαον	Poseidon	1
εὖνιν	steal	1
πέμψαι	send	1
δόμον	house	1
εἴσω	to	1
ἰήσεται	heal	1
ἐνοσίχθων	earthquakes	1
οὐκ	nobody	1
ὡς	as	1
οἴκαδʼ	home	1
μοῖρʼ	fated	1
τοῦ δʼ	his	1
ἐστὶ	will	1
ἐδεύησεν	splashed	1
τυτθόν	little	1
ἀλλʼ	Or	1
μετόπισθε	beside	1
οἱ	he	1
ἰδέειν	see	1
ἔπειτα	But	1
φίλους	family	1
θέμωσε	pushed	1
κακῶς	no honor	1
οἰήιον	rudder	1
πολὺ	far	1
μείζονα	bigger	1
κῦμα	waves	1
ὁ δʼ	he	1
θάλασσα	the sea	1
χέρσον	to the shore	1
πρόσω	ahead	1
ἐκλύσθη	surged up	1
ὀψὲ	late	1
πάντας	all	1
ἔλθοι	get there	1
νηὸς	ships	1
εὕροι	find	1
πήματα	trouble	1
ἐν	in	1
οἴκῳ	his house	1
ὀλέσας	death	1
ἑταίρους	his men	1
κατερχομένης	fell	1
εὐχόμενος	prayer	1
κυανοχαίτης	Blue	1
ἔκλυε	granted	1
λᾶαν	rock	1
ἀείρας	raised	1
ἐπιδινήσας	swung	1
ἐπέρεισε	hurled	1
ἀπέλεθρον	with immeasurable force	1
Ἄϊδος	Hades’	1
πρῶτος	first	3
θύραζε	outside	2
σπέος	the cave	2
Οὖτις	Noman	2
οὔ	not	2
ὀφθαλμὸν	eye	1
ἀπονέεσθαι	to go back	1
ἑσπέριος	at evening time	1
νῦν	now	1
αὖτε	But	1
πανύστατος	the last	1
ἄνακτος	Master’s	1
τὸν δʼ	his	1
ἐξαλάωσε	blinded	1
σταθμόνδε	to the sheepfold	1
κακὸς	wicked	1
ἀνὴρ	man	1
τὸν	that	1
πεφυγμένον	escape	1
εἰ	If	1
ὁμοφρονέοις	like me	1
λιλαίεαι	to want	1
τέρενʼ	tender	1
εἰπεῖν	tell	1
κρατερὸς	Strong	1
ἀρνειὸς μήλων	ram	1
ἔστειχε	went	1
λάχνῳ	with wool	1
στεινόμενος	heavy	1
καὶ	and	1
ἐμοὶ	me	1
φρονέοντι	clever	1
ἐπιμασσάμενος	stroked	1
Πολύφημος	Polyphemus	1
ἄνθεα	flowers	1
προσέφη	asked	1
κριὲ	ram	1
πέπον	‘Sweet	1
τί	why	1
ἔσσυο	leave	1
ὕστατος	last	1
πάρος	normally	1
πρῶτος	the first	1
νέμεαι	eat	1
ποτιφωνήεις	talk	1
ἐγκέφαλός	brains	1
κεῖνος	he	1
οἱ	his	1
σὺν	helped by	1
ἑτάροισι	his henchmen	1
λυγροῖς	nasty	1
γένοιο	could	1
ὅππῃ	where	1
ἠλασκάζει	skulking	1
κέ	would	1
θεινομένου	dash	1
ποθέεις	grieve	1
ῥαίοιτο	spatter	1
πρὸς	on	1
οὔδεϊ	the rocks	1
τά	that	1
ὣς	that	1
καὶ	then	1
αὐλῆς	myself	1
ἄλλυδις ἄλλῃ	all across	1
σύ	You	1
ποίης	the meadow	1
ἐμὸν	me	1
πέμπε	nudged	1
ἑταίρους	my men	1
διὰ	out	1
λωφήσειε	ease	1
κακῶν	the pain	1
οὐτιδανὸς	no-good	1
πόρεν	brought	1
κριὸν	ram	1
τὸν	the	1
ἕο	he	1
βιβάς	leaping	1
ἀπὸ	away	1
ἐλθόντες	rode	1
ἠβαιὸν	a short way	1
ἀπὸ	from	1
σπείους	the cave	1
λυόμην	freed	1
ὑπέλυσα	untied	1
μακρὰ	across	1
ὕστατος	Last	1
ὁ μὲν	a	1
μεγάλοι	big	1
ἐυτρεφέες	well-fed	1
δασύμαλλοι	with good thick fleece	1
ἰοδνεφὲς	dark as violets	1
εἶρος	wool	1
ἔχοντες	as	1
καλοί	fine	1
τοὺς	them	1
ἄρσενες ὄιες	rams	1
ἀκέων	silently	1
τῇς	the	1
ἔπι	by	1
Κύκλωψ	Cyclops	1
εὗδε	bed	1
σύντρεις	sets of three in	1
ἦσαν	there were	1
βουλή	idea	1
ἄνδρα	man	1
ἠδʼ	and	1
ἐγὼ	I	1
αὐτὰρ	But	1
γένοιτο	hatching	1
ἑταίροισιν	my men	1
εἴ	so	1
λύσιν	survive	1
καὶ	and	1
φαίνετο	formed	1
ψυχῆς	life	1
τε	and	1
περὶ	near	1
ἥδε	this	1
μοι	I	1
ἀρίστη	best	1
μέσῳ	middle	1
αἰνύμενος	I bound	1
τινʼ	that	1
ἀώτου	fleece	1
ἐμείναμεν	we waited	1
στενάχοντες	miserably	1
τότε	then	1
κείμην	clinging	1
τετληότι θυμῷ	by force of will	1
λύγοισιν	with the rope	1
κακὸν	danger	1
ἐχόμην	kept	1
ἐμοὶ	I	1
πάντας δὲ	all kinds	1
δόλους	of wiles	1
μῆτιν	cunning schemes	1
ὕφαινον	I wove	1
συνέεργον	I tied	1
Ἠῶ	day	1
ὑπὸ	underneath	1
φέρεσκε	set	1
ἁπάντων	of all	1
ἐν	beneath	1
ἑκάτερθεν	on either side	1
σώοντες	were saved	1
ἑταίρους	my men	1
ἀρνειὸς	ram	1
μήλων	flock	1
ἔην	was	1
γαστέρʼ	belly	1
ἄριστος	best	1
νῶτα	back	1
λαβών	I grabbed	1
τοῦ	his	1
ἐλυσθεὶς	curled	1
λασίην	furry	1
βούλευον	was strategizing	1
ἔπεσσι	I told	1
εἰρωτᾷς	you asked	1
ἀφραδίῃσιν	unwisely	1
ἔκπιεν	He drank	1
ἐπεὶ	With	1
οἶνος	wine	1
φρένας	head	1
ἤλυθεν	gone to	1
Κύκλωψ	‘Cyclops	1
μειλιχίοισι	all politeness	1
μʼ ὄνομα	my name	1
μιν	him	1
ἐγώ	I	1
ἐξερέω	will reveal	1
σὺ	you	1
μοι	me	1
δὸς	give	1
ξείνιον	the gift	1
ὑπέστης	you promised	1
αὐτὰρ	then	1
ἔδωκα	I gave	1
ἐγὼ	I	2
καθῖζον	sat	1
τὰ	his	1
τίσατο	have paid	1
σε	you	1
καὶ	and	1
ἄλλοι	other	1
θεοὶ	gods	1
Ζεὺς	Zeus	1
ἀνδρὸς ἑταίρους	crew	1
ἀνάλκιδος	weakling	1
προσηύδων κερτομίοισι	jeered	1
Κύκλωψ	Cyclops	1
ἀπῆν	far	1
ἐρετμοῖς	oar blades	1
τύπτον	struck	1
τοὺς δὲ	those	1
ἐλαύνομεν	stole	1
εἴων	to stop	1
πίονα δημῷ	fat	1
νῆα	ship	1
ἱκόμεθʼ	reached	1
ἀσπάσιοι	were glad	1
φάνημεν	to see	1
φύγομεν	surviving	1
κλαίειν	crying	1
κληῖσι	rowing benches	1
ἐκέλευσα	ordered	1
καλλίτριχα	fleecy	1
μῆλα	flock	1
ἁλμυρὸν	salty	1
ὕδωρ	water	1
εἴσβαινον	embarked	1
νηὶ	boat	1
πολλὰ	constantly	1
ἔμελλε	coming	1
οὐκ	not	1
βαλόντας	row	1
ὅσσον	as	1
γέγωνε βοήσας	shouts can carry	1
ἐσθέμεναι	eating	1
ξείνους	guests	1
σῷ	your	1
ἅζεο	shame	1
οὐχ	no	1
καὶ	Well	1
σέ	you	1
κιχήσεσθαι	had	1
κακὰ ἔργα	it	1
ἐν	in	1
σπῆι	your cave	1
τόσσον	as	1
περιτροπέοντες	all around	1
ὅτε	When	1
πολιὴν	whitening	1
ἐπὶ	on	1
οἱ	they	1
ἐν	on	1
νεῦον	scowling	1
ἑκάστῳ	each	1
ἀνὰ	at	1
γοῶντες	wept	1
θάνατον	died	1
φίλοις	friends	1
οἳ	their	1
ἑτάροισι	men	1
ὄφρʼ	until	1
μῆλα	animals	1
καὶ	and	2
βίηφιν	force	2
χερσὶ	with hands	1
νοῦσον	sick	1
δόλῳ	trick	1
Πολύφημος	Polyphemus	1
κρατερὸς	Strong	1
προσέφη	replied	1
Οὖτίς	Noman	1
κτείνει	is killing	1
δόλῳ	tricks	1
οἶον	alone	1
ἐόντα	you are	1
Διὸς	Zeus	1
ἐλαύνει	stealing	1
μεγάλου	Great	1
ἀλέασθαι	help	1
Ποσειδάωνι	Poseidon	1
πατρὶ	father	1
ἄνακτι	Lord	1
εὔχεο	Pray	1
ἐμὸν	I	1
ὄνομʼ	name	1
ἐγέλασσε	laughed	1
μῆτις	maneuver	1
κτείνει	kill	1
ἀύπνους	keeping	1
ἄμμε	us	1
ἠνεμοέσσας	windy	1
ἔρριψεν	hurled	1
χερσὶν	hands	1
ἕο	him	1
ἀπὸ	from	1
ἀλύων	Desperately	1
ἤπυεν	shouted	1
ἀμφὶς	around	1
ᾤκεον	lived	1
σπήεσσι	caves	1
ἄκριας	cliffs	1
ἀίοντες	heard	1
στενάχων	groaned	1
ἐφοίτων	came	1
ἄλλοθεν	from side	1
ἄλλος	every	1
ἱστάμενοι	stood	1
εἴροντο	called out	1
περὶ	near	1
σπέος	cave	1
τίπτε	What	1
ἐβόησας	screaming	1
νύκτα	night	1
ἀμβροσίην	holy	1
Κύκλωψ	Cyclops	1
ὀδύνῃσι	in his pain	1
ὠδίνων	labored	1
ἀπιόντες	they went	1
ὦ φίλοι	‘My friends	1
οὐδὲ	not	1
εἰ	‘If	1
σε	you	1
ἀγόρευον	words	1
πτερόεντʼ	flew	1
ἀπαμειβόμενοι	back	1
βιάζεται	hurts	1
ἔστι	has	1
σύ	your	1
ὡς	how	1
ἄντρου	inside	1
ἐξαπάτησεν	tricked him	1
ἀπὸ	out	1
ὄεσσι	with the sheep	1
ἤλπετʼ	thought	1
εἶναι	I was	1
εἴ	to	1
οἱ δὲ	They	1
μή	no	1
τίς	one	1
οὔ πως	no	1
με	me	1
ἐξ	from	1
σʼ αὐτὸν	you	1
οἱ δʼ	Their	1
στείχοντα	went	1
ψηλαφόων	felt	1
εἷλε	took	1
λίθον θυράων	door-stone	1
εἰνὶ	at	1
θύρῃσι	the entrance	1
καθέζετο	sat	1
χεῖρε	arms	1
πετάσσας	outstretched	1
τινά	whoever	1
λάβοι	catch	1
θύραζε	out	1
μῆλα	herds	1
νήπιον	total fool	1
αὐτὰρ	and	1
Κύκλωπας	to the Cyclopes	1
οἵ	who	1
ἐν	in	1
διʼ	on	1
ἀρημένος	hurt	1
διʼ	through	1
ἦ	Is	1
μή τίς	someone	1
σευ	your	1
Πολύφημʼ	‘Polyphemus	1
Οὖτιν	Noman	2
τὸ δέ	That	1
ἔσται	is	1
ψωμοί	chunks	1
οἶνος	wine	1
φάρυγος	from his throat	1
ᾕρει	took	1
πανδαμάτωρ	All-conquering	1
μιν	him	1
ὕπνος	sleep	1
αὐχένα	neck	1
παχὺν	massive	1
ἀποδοχμώσας	askew	1
ὕπτιος	on his back	1
πέσεν	fell	1
ξεινήιον	gift	1
ἐξέσσυτο	spewed	1
πρόσθεν	first	1
ἑτάροισιν	men	1
ἔδομαι	will eat	1
πύματον	last	1
νηλέι	no pity	1
θυμῷ	in his heart	1
ἐγὼ	‘I	1
ἠδʼ	and	1
πάντες	all	1
ἑταῖροι	friends	1
μήτηρ ἠδὲ πατὴρ	family	1
ἐμοί	My	1
οἰνοβαρείων	drunken heaviness	1
μοχλὸν	spear	1
τοι	you	1
τίς	of them	1
ὁ δέ	He	1
αὐτὰρ	and	1
τοὺς δʼ	the	1
ἄλλους	other	1
ὄνομα	name	1
τʼ	of	1
ἀνδρόμεοι	human flesh	1
ἑταίρους	my men	1
κεῖτʼ	lay there	1
ἀνακλινθεὶς	he collapsed	1
ἀμείβετο	answered	1
με	me	1
κικλήσκουσι	call	1
τὸν	the	1
μοι	I	1
μή	none	1
ὑποδείσας	in fear	1
ἀναδύη	shrink	1
θάρσυνον	‘Be brave	1
θερμαίνοιτο	heat	1
ἧος	to	1
ἤλασα	drove	1
σποδοῦ	embers	1
ὑπὸ	into	1
τότʼ	then	1
καὶ	And	1
ἐγὼ	I	1
Οὖτις	Noman	1
ἐγὼ	I	2
ὁ δʼ	he	1
πρόσθεν	before	1
μιν	him	1
ὕπνος	sleep	1
αὐχένα	neck	1
παχὺν	great	1
ἀποδοχμώσας	hung	1
ὕπτιος	face upwards	1
πέσεν	fell	1
ἀνακλινθεὶς	reeled	1
ἔσται	is	1
ξεινήιον	present	1
ἔδομαι	eat	1
ᾕρει	took hold	1
πύματον	last	1
ἑτάροισιν	comrades	1
Οὖτιν	Noman	1
με	me	1
κικλήσκουσι	called	1
ἑταῖροι	my friends	1
ἠδʼ	and	1
ἠδὲ	and	1
πατὴρ	father	1
μήτηρ	mother	1
ὄνομα	name	1
ἐμοί	my	1
πανδαμάτωρ	deep	1
οἶνος	wine	1
τὸ δέ	the	1
τίς	any	1
ὁ δέ	the	1
ἧος	to	1
τʼ	of	1
ἀνδρόμεοι	human flesh	1
κὰδ	upon	1
κεῖτʼ	sprawling	1
αὐτὰρ	and	1
ὑποδείσας	faint-hearted	1
ἀναδύη	turn	1
μοι	my	1
ἑταίρους	men	1
θάρσυνον	encouraged	1
ψωμοί	gobbets	1
θερμαίνοιτο	heat it	1
τότʼ	Then	1
μοχλὸν	beam of wood	1
πολλῆς	far	1
ὑπὸ	into	1
σποδοῦ	embers	1
ἤλασα	thrust	1
τὸν	the	1
νηλέι	cruel	1
οἰνοβαρείων	very drunk	1
ἐρεύγετο	threw up	1
Οὖτις	Noman	1
ὄιες	sheep	2
γὰρ	for	2
τὼ δʼ	the	1
εὗδε	to sleep	1
συνέεργον	bound	1
σύντρεις	in threes	1
λύγοισιν	with withies	1
τῇς	the	1
ἔπι	on	1
πέλωρ	monster	1
μέσῳ	middle	1
ἀθεμίστια	wicked	1
τοὺς	them	1
ἄνδρα	man	1
ἐν	under	1
ἑκάτερθεν	on either side	1
τρεῖς	three	1
ἕκαστον	each	1
ἀκέων	noiselessly	1
δασύμαλλοι	carried heavy fleece	1
φῶτʼ	man	1
ἐμοὶ	my	1
αὐτὰρ	myself	1
βούλευον	puzzling	1
ἄριστα	best	1
ἑταίροισιν	companions	1
λύσιν	save	1
ἠδʼ	and	1
αὐτῷ	own	1
ἰοδνεφὲς	black	1
ψυχῆς	life	1
ἀρίστη	best	1
βουλή	plan	1
μοι	I	1
ἄρσενες	male	1
ἦσαν	were	1
ἐυτρεφέες	well grown	1
φέρον	to	1
ἀρνειὸς	ram	1
ἐγώ	myself	1
μέγα	very great	1
καὶ	and	1
δόλους	schemed	1
μῆτιν ὕφαινον	schemed	1
ὥς	as	1
ἦεν	was	1
κακὸν	danger	1
ἥδε	this	1
εἴ	how	1
φαίνετο	deemed	1
αὐτὰρ	As	1
κατὰ	by	1
λασίην	thick wool	1
αὐτὰρ	and	1
νωλεμέως	patiently	1
στρεφθεὶς	upwards	1
εὑροίμην	think	1
Ἠῶ	morning	1
ὁ μὲν	a	1
γαστέρʼ	belly	1
ἔην	was	1
ἄριστος	finer	1
ἁπάντων	the others	1
λαβών	caught hold	1
νῶτα	back	1
τοῦ	the	1
ὑπὸ	under	1
ἐλυσθεὶς	esconced	1
ἐμείναμεν	did we wait	1
κείμην	flung on	1
ἀώτου	fleece	1
ἐχόμην	keeping	1
τετληότι	firm	1
τότε	then	1
ὣς	Thus	1
στενάχοντες	fear of mind	1
ἐγὼ	I	1
ἱκέσθαι	reach	2
τοῦ δʼ	his	1
ἐπιδινήσας	swung	1
ἔφατʼ	he pray	1
ἔκλυε	heard	1
ἀείρας	picked up	1
λᾶαν	rock	1
πολὺ	much	1
μείζονα	larger	1
ἐπέρεισε	hurled	1
ὣς	Thus	1
ἀπέλεθρον	with prodigious force	1
τυτθόν	little	1
ἐδεύησεν	quaked	1
δὲ θάλασσα	The sea	1
οἰήιον	rudder	1
ἐκλύσθη	raised	1
κατερχομένης	fell	1
πέτρης	rock	1
εὐχόμενος	prayer	1
πήματα	trouble	1
πρόσω	onwards	1
ὀψὲ	late	1
κλῦθι	Hear me	1
εἰ	if	1
σός	your	1
εἰμι	am	1
ἐτεόν	true-begotten	1
Ὀδυσσῆα	Ulysses	1
οἴκαδʼ	home	1
φίλους	friends	1
ἔλθοι	do so	1
ἐν	in	1
κακῶς	sore plight	1
ὀλέσας	losing	1
πάντας	all	1
ἑταίρους	men	1
νηὸς	ship	1
ἀλλοτρίης	another	1
εὕροι	find	1
οἴκῳ	his house	1
ὑπὸ	into	1
θέμωσε	drove	1
χέρσον	shore	1
