GRC	ENG	Frequency
ἀμφὶ	form a ring	1
δαίμων	my god	1
ὡς δʼ ὅτʼ	And as	1
ἐξέρυσʼ ὀφθαλμοῖο	He tore	1
αἰνῶς	fiery red	1
τὸ δὲ	it	1
τὸν δʼ	the	1
μοχλὸν	wood	1
μέγα	present	1
μέγʼ ᾤμωξεν	sends groan	1
γλήνης	jelly	1
αἷμα	blood	1
περίρρεε	spouts	1
θερμὸν	boiling	1
βλέφαρʼ	lids	1
ὀφρύας	brows	1
εὗσεν	Singed	1
ἀυτμὴ	bubbles	1
τρυπῷ	scoops	1
ὣς	Thus	1
νήιον ἀνὴρ	shipwright	1
σφαραγεῦντο	crack	1
ῥίζαι	fibres	1
δέ	and	1
ὀφθαλμὸς	eye-ball	1
σίζʼ	hiss’d	1
περὶ	plunging	1
ὁ	The	1
νῆες	vessels	2
ὁ δʼ	the	1
πᾶσαι	all	1
ἐμοὶ οἴῳ	mine	1
ῥηγμῖνι θαλάσσης	the shore	1
κοιμήθημεν	we rest	1
λῦσαι	unbind	1
πρυμνήσια	decks	1
πλέομεν	sweep	1
θανάτοιο	the dead	1
ἄσμενοι	Glad	1
Ἠώς	morning	1
μέθυ	bowls	1
ἄσπετα	plenteous	1
μερμήριξεν	beholds	1
ἀπολοίατο	lost	1
ἔκαιον	sacrifice	1
ἑλόντες	land	1
ὃς	whose	1
ἀνάσσει	rends	1
Ζηνὶ	great god	1
μῆλα	cattle	1
ἐν	on	1
ψαμάθοισιν	sea side	1
ἐκέλσαμεν	disembarking	1
αἰεί	waiting long	1
ποτιδέγμενοι	cheer’d	1
ἑταῖροι	navy	1
μένον	collected	1
ἁθρόαι	whole	1
ἀφικόμεθʼ	gain’d	1
τὴν	the	1
ὀδυρόμενοι	fear’d	1
ἔξοχα	master	1
ἐκ	for	1
τʼ	As	1
ἀκαχήμενοι	pensive	1
τύπτον	strokes	1
ἑξῆς	in order	1
αἶψʼ	Now	1
ἀμβαίνειν ἀνά	mount	1
τʼ	And	1
τότʼ	Then	1
φάνη ῥοδοδάκτυλος	purpled	1
ἦμος	Till	1
ἐπὶ	on	1
ἐπὶ	Till	1
κνέφας	evening	1
ἡδύ	invite	1
καὶ	and	1
δαινύμενοι	indulge	1
δαιομένων δόσαν	consecrate	1
τότε	While	1
κελαινεφέι	the skies	1
ἑταῖροι	by all	1
ὡς	Of	1
δασσάμεθʼ	divide	1
ἄλλαι	our	1
ἀρνειὸν	ram	1
ἔνθʼ	There	1
καταδύντα	roll’d away	1
ἠέλιον	the light	1
ἴσης	due shares	1
ἐμοὶ	my	1
ἑταῖροι	people	1
ἐμπάζετο οὐκ	Averse	1
νῆσον	island	1
ἐγὼ	I	2
ὁ δʼ	his	1
πρόσθεν	have felt	1
τʼ ἀνδρόμεοι	human	1
ψωμοί	flesh	1
οἶνος	wine	1
ἐξέσσυτο	belch’d	1
ᾕρει	Press’d	1
ὕπνος	sleep	1
αὐχένα	His neck	1
ὕπτιος	supine	1
ἦ	He said	1
ξεινήιον	hospitable	1
πύματον	the last	1
θάρσυνον	urged	1
ἔδομαι	will devour	1
ἑτάροισιν	crew	1
οἷς	thy	1
μετὰ	all	1
ἐφάμην	then	1
ἑταῖροι	peers	1
μήτηρ ἠδὲ πατὴρ	parents	1
ὄνομα	name	1
γʼ	is	1
ἐμοί	my	1
Οὖτιν	’Tis	1
ὑποδείσας	drooping	1
πάντας	Each	1
τὸ δέ	The	1
ἑταίρους	my train	1
κικλήσκουσι	call me	1
ἔπεσσι	the dreadful deed	1
ἤλασα	stir	1
ἐρεύγετο	indigested	1
μιν	his	1
τοι ἔσται	to give	1
δέ	what	1
ἠδʼ	and	1
πάντες	my	1
με	my	1
δʼ	There	1
ὣς	The giant	1
θερμαίνοιτο	inspire	1
παχὺν	obliquely	1
πανδαμάτωρ	that tames the strong	1
κὰδ	with	1
αὐτὰρ	then	1
καὶ	and	1
ἀνακλινθεὶς	lay	1
πέσεν	Droop’d	1
κεῖτʼ ἀποδοχμώσας	hung	1
σποδοῦ	embers	1
πολλῆς	animating	1
ἧος	Sudden	1
Οὖτις	Noman	1
τὸ δὲ	he	1
σφαραγεῦντο	distended thighs	1
ῥοδοδάκτυλος	rosy	1
ἠριγένεια Ἠώς	morning	1
φάνη	glimmer’d	1
ἄρσενα μῆλα	males	1
ἐξέσσυτο	drove	1
νομόνδʼ	to pasture	1
θήλειαι	ewes	1
μέμηκον	bleating	1
ἀνήμελκτοι	Unmilk’d	1
ὀδύνῃσι	anguish	1
ἐπεμαίετο	He felt	1
τειρόμενος	stung	1
νῶτα	fleeces	1
νήπιος	Fool	1
σηκούς	distressful	1
οὐκ ἐνόησεν	unsuspecting	1
στέρνοισι	freight	1
οἱ	their	1
ὑπʼ	below	1
καὶ	still	1
ἦμος	When	1
πρῶτος	First	3
ὑπέλυσα δʼ	last	1
ὀφθαλμὸν	lids	1
λιλαίεαι	with stately step	1
ἀπονέεσθαι	usher	1
ἑσπέριος	at evening hour	1
νῦν	Now	1
αὖτε	far	1
πανύστατος	the last	1
ἄνακτος	thy master’s	1
ποθέεις	conscious of	1
δὲ	And	1
τὸν	The	1
ἐξαλάωσε	deed	1
ὁμοφρονέοις	feel	1
ποτιφωνήεις	the power of speech	1
γένοιο	afford	1
τε	And	1
εἰπεῖν	tell	1
ὅππῃ	where	1
κεῖνος	The dastard	1
σταθμόνδε	their bower	1
πρῶτος	first	1
ἠλασκάζει	lurks	1
ἑταίρους	my fellows	1
ἀρνειὸς μήλων	ram	1
ἔστειχε	approach’d	1
καὶ	and	1
Πολύφημος	monster	1
λάχνῳ στεινόμενος	Charged	1
πυκινὰ	with	1
φρονέοντι	fate	1
κριὲ	ram	1
λυόμην	release	1
ἀφικάνεις	to	1
αὐλῆς	myself	1
ἐλθόντες	freed	1
σπείους	hollow rock	1
νέμεαι	to crop	1
ἄνθεα	flowery	1
ποίης	mead	1
μακρὰ βιβάς	wert wont	1
ῥοὰς ποταμῶν	river’s bank	1
ἐμὸν	me	1
κῆρ	heart	1
ἀρνειοῦ	of the flock	1
σὺν	and	1
ἄλλῃ	and round	1
θύραζε	gate the	1
ἐπιμασσάμενος	pass’d	1
ὕστατος	the lag	1
τι	thou	1
σύ	Thou	1
ἦ	movest	1
γʼ	as	1
λυγροῖς	wicked	1
διὰ	from	1
ἑτάροισι	his train	1
δαμασσάμενος	afflicted	1
ἀνὴρ κακὸς	Noman	1
εἰ	would but	1
μένος	with his fear	1
θεινομένου	battered	1
ῥαίοιτο	dash’d	1
λωφήσειε	pleasure receives	1
ἀπὸ	through	1
ἄλλυδις	round	1
σπέος	rock to rock	1
ἐμὸν	my	1
πέμπε	Dismiss’d	1
κακῶν	sad	1
Οὖτις	Noman	1
οὐτιδανὸς	as vile	1
τά	a	1
κριὸν	ram	1
τὸν	the	1
εἰπὼν	spoke	1
ὣς	The giant	1
θύραζε	through	1
οὔδεϊ	the pavement	1
ἠβαιὸν	No sooner	1
προσέφη	bespoke	1
μήλων	the flock	1
τί	‘What	1
μοι	my	1
διὰ	of	1
ἐγκέφαλός	brains	1
οἱ	His	1
πρὸς	on	1
ὕστατος	master	1
ὁ δʼ	he	1
μείζονα	larger	1
οἴκῳ	at home	1
πήματα	woes	1
εὐχόμενος	fill’d	1
ἔφατʼ	imprecations	1
κυανοχαίτης	Neptune	1
ἔκλυε	heard	1
λᾶαν	rock	1
ἀλλοτρίης	not his own	1
χέρσον	shore	1
ἱκέσθαι	beat	1
κατερχομένης	fell	1
πέτρης	It	1
ἐκλύσθη	Shake	1
χεῖρʼ	hands	1
νηὸς	vessel	1
ὀψὲ	late	1
οὐρανὸν	skies	1
αἲ	‘Oh	1
Ὀδυσσῆα	Ulysses	1
μὴ	not	1
Λαέρτεω	Laertes’	1
υἱὸν	son	1
Ἰθάκῃ	Ithaca	1
ἔχοντα	of	1
πέμψαι	send	1
ἱκέσθαι	to review	1
δόμον	realms	1
Ἄϊδος	of night	1
εἴσω	to	1
εἴ	If	1
μοῖρʼ	fate	1
οἱ	his	1
ἐστὶ	be	1
ὀρέγων	uplifted	1
εἰς	to	1
πρόσω	refluent	1
κακῶς	toils	1
εὖνιν	dislodge	1
ἔπειτα	while	1
δὸς	Let	1
πατρίδα	native	1
ἑὴν	his	1
ἔλθοι	Be it	1
εὕροι	succeed	1
δυναίμην	could	1
αὐτὰρ	And	1
ὅ	the	1
ἀείρας	heaving	1
ἐπιδινήσας	whirl’d	1
ἔβαλεν	sung	1
τυτθόν ἐδεύησεν	brush’d	1
οἰήιον	stern	1
σε	thy	1
ὣς ἐφάμην	Thus I	1
ἀστερόεντα	starry	1
ἐμὸς	my	1
εὔχετο	cries	1
κλῦθι	‘Hear me	1
εἰ	If	1
εἰμι	I am	1
σός	thine	1
πατὴρ	birth	1
γαῖαν	country	1
ὡς	as	1
ἑταίρους	companions	1
ὀλέσας	lost	1
ἰήσεται	give	1
ἐνοσίχθων	Neptune	1
ὀφθαλμόν	sight	1
οὐκ οὐδʼ	cannot	1
ἐγώ	I	1
Ποσείδαον	Neptune	1
τὼ δʼ	the	1
ἄνδρα	a man	1
νωλεμέως	implicit	1
ἀώτου	deep	1
χερσὶν	hands	1
ἐλυσθεὶς	inwove	1
ἐμείναμεν	cling	1
ἴτην	bound	1
ἑταίρους	the crew	1
ἁπάντων	of the flock	1
ἐγώ	I	1
συνέεργον	with	1
ἐυστρεφέεσσι	supplied	1
ἑκάτερθεν	Secured each side	1
φέρεσκε	bore	1
μέσῳ	midmost	1
καλοί	Strong	1
πάντας	Each	1
δασύμαλλοι	the fleecy	1
τε μεγάλοι τε	and largest of	1
ἐυτρεφέες	Well fed	1
εἶρος	fair	1
ἔχοντες	with	1
ἰοδνεφὲς	native purple	1
ψυχῆς	lives	1
Κύκλωψ	Cyclop’s	1
ἦσαν	were	1
ἄρσενες ὄιες	the rams	1
γένοιτο	design	1
ἄριστα	deep	1
αὐτὰρ	But	1
βούλευον	revolved	1
δόλους	scheme	1
μῆτιν	thought	1
ὁ μὲν	The	1
τινʼ	labouring	1
εἴ	’Twas	1
αὐτὰρ	In	1
τοῦ	my	1
ἄριστος	the leader	1
ἑτέρω	two	1
τοὺς	The	1
λύγοισιν	osier bands twining bands	1
ἀρίστη	varying counsel	1
μοι	my	1
περὶ	that	1
ὥς	This way	1
τε	and	1
καὶ	and	1
ἐμοὶ	my	1
λύσιν	wrought	1
ὕφαινον	turn’d	1
λασίην	wooly curls	1
γαστέρʼ	fleece	1
ὣς τότε	There	1
ὑπὸ	beneath	1
λαβών	lock	1
ἔην	remain’d	1
ἀρνειὸς μήλων	One ram	1
ἑταίροισιν	my friends	1
αἰνύμενος	we tied	1
σύντρεις	three and three	1
ἥδε	one	1
φαίνετο	ends	1
θυμὸν	bosom	1
βουλή	resolve	1
ἐγὼ	I	1
καὶ	and	2
ἐμὸν δʼ	my	1
εἰνὶ	in	1
Κύκλωψ	Cyclop	1
στενάχων	raging	1
χερσὶ	arms	1
ψηλαφόων	Spreads	1
λίθον	stone	1
θυράων	gate	1
εἷλε	removing	1
χεῖρε	hands	1
πετάσσας	extended	1
θύρῃσι	midst	1
ὄεσσι	sheep	1
φίλον	conscious	1
στείχοντα	reach’d	1
θύραζε	door	1
τινά	us	1
εἴ	to	1
μετʼ λάβοι	seize	1
νήπιον	shallow	1
φρεσὶ	wit	1
οὕτω	Such	1
εἶναι	was	1
ἤλπετʼ	deem’d	1
ἐξαπάτησεν	effect of art	1
κῆρ	heart	1
ἐγέλασσε	Joy touch’d	1
βροτῶν	mortal	1
Κύκλωπας	Cyclops	1
οἵ	that	1
ῥά	all	1
μιν	him	1
ἀμφὶς	round	1
ᾤκεον	dwell	1
βοῆς	yell	1
ἐφοίτων	assembled	1
Πολύφημʼ	Polypheme	1
ἐβόησας	disturbs	1
δόλῳ	fraud	1
πού	his	1
βίηφιν	power	1
Πολύφημος	Cyclop	1
ἐξ	from	1
ἄντρου	his den	1
προσέφη	replies	1
Οὖτίς	Noman	1
κτείνει	kills	1
δόλῳ	fraudful	1
εὔχεο	pray	1
Ποσειδάωνι	Neptune	1
ἔφαν	cried	1
γάρ	as	1
ἔρριψεν ἀπὸ χερσὶν ἀλύων	dash’d on earth	1
ἔπειτʼ	and	1
τοὺς δʼ	Thus they	1
ἐλαύνει	surprise	1
κτείνει	oppress	1
σʼ αὐτὸν	thee	1
εἰ μὲν	‘If	1
ἄνακτι	divine	1
ἔστι	Inflict	1
περὶ	rifted	1
ἱστάμενοι	From	1
ἀίοντες	at his roar	1
ὧδʼ	Thus	1
αὖτʼ	the	1
πατρὶ	father	1
οὐδὲ βίηφιν	power	1
ὣς	the hand	1
ἀπιόντες	and strode away	1
ἀλλὰ	To	1
μῆτις	of conduct	1
δὲ	Meantime	1
ἀπὸ μὲν	from the	1
που	the	1
τίς	thieves	1
οἱ δὲ	the	1
ὠδίνων ὀδύνῃσι	with his wound	1
σύ	thy	1
ἀλέασθαι	resign	1
καθέζετο	he sate	1
ἄμμε	our	1
αὐτὰρ	Then	1
ἤπυεν	calls	1
ἠνεμοέσσας	bleak in air	1
ἄλλοθεν ἄλλος	From all their dens	1
εἴροντο	Inquire	1
σπέος	rocks	1
κήδοι	the cause	1
τίπτε	‘What	1
τόσον	hurts thee	1
νύκτα	night	1
ἀύπνους	slumbers	1
νοῦσον	disease	1
τίθησθα	breaks	1
τίς	any	1
μῆλα	flock	1
σευ	thy	1
ἦ	Does	1
ὦ φίλοι	‘Friends	1
Διὸς	Jove	1
βιάζεται	hurt	1
μή	no	1
τίς	man	1
σε	thee	1
ὁ	the	1
ἐγὼ	I	2
μῆλα	sheep	2
τοὺς δὲ	they	1
ἑκάστῳ	they	1
ἐν	in	1
σπῆι	cave	1
ἔδμεναι	thy meal	1
ἔμελλες	meditatest	1
ἄρʼ	‘Hear me	1
οὐκ	no	1
ἀνάλκιδος	coward	1
κερτομίοισι	taunts	1
προσηύδων	accost	1
καὶ	With	1
Κύκλωπα	giant	1
οὐκ εἴων	check	1
κιχήσεσθαι	to inflict	1
στενάχοντο	mourn’d	1
γοῶντες	Big tears	1
φύγομεν	as	1
θάνατον	dead	1
οἳ	us	1
φίλοις	their friends	1
ἑτάροισι	the sailors	1
φάνημεν	return’d	1
ἀσπάσιοι	With joy	1
ἱκόμεθʼ	reach	1
ἐπὶ	on	1
νῆα	vessel	1
ἐλαύνομεν	we drive	1
πολλὰ περιτροπέοντες	in throngs	1
ἔργα	instrument	1
τίσατο	revenges	1
λίην	Doom’d	1
ἐν νηὶ	Aboard	1
Κύκλωψ	Cyclop	1
τῷ	The	1
Ζεὺς	god	1
σῷ	Thy	1
ἐπὶ	into	1
καὶ	and	1
ἀνὰ	and	1
κλαίειν	fondness	1
νεῦον	command	1
σχέτλιʼ	barbarous	1
καὶ	But	1
οὐχ	breach	1
γλαφυρῷ κρατερῆφι βίηφι	vengeance	1
αἶψʼ	in haste	1
οἱ δʼ	their	1
τύπτον	snatch	1
τόσσον	clear	1
ἀλλʼ	Now	1
ἀπῆν	off at sea	1
βοήσας	reach the ear	1
γέγωνε	human voice could	1
ὅσσον	far as As	1
ἐρετμοῖς	oars	1
ἐκέλευσα	heave	1
καλλίτριχα	wealthy	1
ὕδωρ	the deep	1
εἴσβαινον	rush	1
ἅζεο	hospitable	1
θεοὶ	the god	1
πίονα δημῷ	Fat	1
ὄνομα κλυτόν	title	1
ξείνιον	boon	1
ἔκπιεν	drained	1
φρένας	sense	1
ἤλυθεν	lay covered	1
οἶνος	the fume	1
περὶ	with	1
ἔπεσσι	reassume	1
προσηύδων	speech	1
τότε	While	1
ὑπέστης	promised	1
μειλιχίοισι	fraudful	1
ὥς	‘Thy	1
αὐτὰρ	now	1
ἐγώ	I	1
ἐξερέω	plead	1
δὸς	claim	1
μοι	my	1
δή	thus	1
αὐτὰρ	and	1
τρὶς	Thrice	1
