GRC	ENG	Frequency
κιχήσεσθαι	we gave	1
κακὰ ἔργα	beating	1
ἀνάλκιδος	Puny	1
κερτομίοισι	back	1
προσηύδων	sent a few	1
τύπτον	struck	1
περιτροπέοντες	rounded up	1
ἥδε	a	1
σύντρεις	Three	1
ἄριστος	choicest	1
ἀρνειὸς	ram	1
ἐγώ	I	1
φέρον	convey	1
ὄιες	sheep	1
φῶτʼ	man	1
ἕκαστον	each	1
τρεῖς	three	1
ἑκάτερθεν	shielded left and right	1
ὁ μὲν	a	1
ἐν	under	1
μέσῳ	middle	1
ἄνδρα	man	1
φέρεσκε	slung	1
λύγοισιν	cords of willow	1
μήλων	flock	1
συνέεργον	tied	1
τῇς	the	1
ἔπι	from	1
εὗδε	bed	1
τοὺς	them	1
ἀκέων	silently	1
καλοί	handsome	1
ἐυτρεφέες	fat	1
ἰοδνεφὲς	a dark violet	1
δασύμαλλοι	with heavy fleeces	1
ἦσαν	were	1
ἄρσενες ὄιες	rams	1
αὐτὰρ	But	1
ἐγὼ	I	1
ἁπάντων	of	1
γαστέρʼ	belly	1
στρεφθεὶς	twisted	1
περὶ	for	1
ὅπως	how	1
ἐχόμην	grip	1
νωλεμέως	iron	1
πέλωρ	ogre	1
ἔην	the	1
ἴτην	ride	1
σώοντες	safely	1
εὑροίμην	drew	1
ἐμοὶ	we	1
ἄριστα	win	1
μοι	me	1
ἀρίστη	well	1
φαίνετο	came—and	1
βουλή	trick	1
ψυχῆς	life	1
ὑπὸ	under	1
καὶ	and	1
δόλους	wits	1
πάντας	all	1
μῆτιν ὕφαινον	tactics	1
λύσιν	slip	1
θανάτου	death	1
ἐμείναμεν	we waited	1
ὣς	So	1
Ἠῶ	morning	1
χερσὶν	fingers	1
ἀώτου	ringlets	1
κείμην	pulled	1
λασίην	kinky	1
ἐλυσθεὶς	hung	1
βούλευον	kept thinking	1
Οὖτιν	Nohbdy	2
ἐγὼ	my	1
ὕπνος	sleep	1
ἀποδοχμώσας	lolling	1
ἔσται	There	1
ξεινήιον	gift	1
ἔδομαι	I eat	1
οἷς	his	1
μετὰ	after	1
ἑτάροισιν	friends	1
ἄλλους	Others	1
πρόσθεν	first	1
ἐξέσσυτο	dribbled	1
ᾕρει	took	1
ἀμείβετο	said	1
πάντες	everyone	1
ἑταῖροι	friends	1
ἠδʼ	and	1
πατὴρ	father	1
μήτηρ	mother	1
κικλήσκουσι	calls	1
με	me	1
ἐμοί	My	1
γʼ ὄνομα	name is	1
μιν	him	1
οἰνοβαρείων	Drunk	1
οἶνος	of liquor	1
ὕπτιος	backward	1
τὸ δέ	a	1
ὁ δʼ	he	1
ὁ δέ	he	1
ἔπεσσι	along	1
τʼ	of	1
ἀνδρόμεοι	men	1
ψωμοί	bits	1
πέσεν	tumbled	1
ἀνακλινθεὶς	reeled	1
παχὺν	great	1
ἀναδύη	quitting	1
ἐγὼ	I	1
μή	no	1
θάρσυνον	cheered	1
ἑταίρους	my men	1
θερμαίνοιτο	charring	1
πολλῆς	deep	1
ἤλασα	drove	1
σποδοῦ	embers	1
ὑπὸ	in	1
μοχλὸν	spike	1
τὸν	my	1
Οὖτις	Nohbdy	1
Οὖτις	Nohbdy	2
καὶ	and	2
τῷ	the	1
πρῶτος	first	1
ποίης	grass	1
τέρενʼ	sweet	1
νέμεαι	graze	1
μακρὰ	afar	1
βιβάς	go	1
πρῶτος	leading	1
ῥοὰς ποταμῶν	streams	1
ἀφικάνεις	along	1
λιλαίεαι	you run	1
σταθμόνδε	in the fold	1
πολὺ	them all	1
ἀπονέεσθαι	to be	1
ἑσπέριος	at evening	1
νῦν	now	1
αὖτε	so	1
πανύστατος	far behind	1
σύ	you	1
ἄνακτος	Master	1
ἦ	be	1
ὀφθαλμὸν	eye	1
πρῶτος	before	1
λελειμμένος	linger	1
ἀλλὰ	but	1
τὸν δʼ	him	1
ἀρνειὸς μήλων	ram	1
ἔστειχε	came	1
λάχνῳ	by wool	1
στεινόμενος	weighted	1
ἐμοὶ	me	1
φρονέοντι	meditations	1
Πολύφημος	Kyklops	1
προσέφη	said	1
ἐπιμασσάμενος	patted	1
κριὲ	ram	1
τὸν	That	1
πέπον	Sweet	1
τί	why	1
σπέος	cave	1
ἔσσυο	lag	1
μήλων	the rest	1
διὰ	in	1
ὕστατος	behind	1
οὔ	never	1
πάρος	so	1
ποθέεις	grieving	1
κακὸς	carrion	1
ἀνὴρ	rogue	1
θύραζε	the open	1
ῥαίοιτο	strew	1
θεινομένου	Bashed	1
πόρεν	worked	1
μοι	me	1
κακῶν	the outrage	1
λωφήσειε	rest	1
ἕο	He	1
πέμπε	sent	1
ἀπὸ	into	1
ὣς	then	1
οὔδεϊ	rock wall	1
ἀπὸ	of	1
ὑπέλυσα	untie	1
ἑταίρους	the men	1
ἀρνειοῦ	ram	1
ἐλθόντες	dropped	1
λυόμην	rolled	1
ἠβαιὸν	clear	1
ἐμὸν	I	1
κὰδ	from	1
πρὸς	on	1
οἱ	his	1
εἶναι	alive	1
πεφυγμένον	get out	1
ἐξαλάωσε	burnt it out	1
σὺν	and	1
λυγροῖς	accurst	1
ἑτάροισι	companions	1
δαμασσάμενος	conquered	1
φρένας	my wits	1
οἴνῳ	with wine	1
πώ οὔ	will not	1
φημι	swear	1
ὁμοφρονέοις	brain	1
κέ	would	1
ποτιφωνήεις	voice	1
κεῖνος	he	1
ὅππῃ	where	1
εἰπεῖν	tell	1
μένος	fury	1
ἠλασκάζει	dodging	1
ἐμὸν	my	1
εἰ	had	1
ἐγκέφαλός	brains	1
ὕστατος	Last	1
τοῦ δʼ	him	1
Ἰθάκῃ	Ithaka	1
ἱκέσθαι	see	1
δὸς	grant	1
μὴ	never	1
Λαέρτεω	Laërtês	1
υἱὸν	son	1
εἰ	if	1
σός	thine	1
ἐτεόν	indeed	1
εἰμι	I am	1
ἔνι	on	1
πτολιπόρθιον	of cities raider	1
οἰκίʼ	hall	1
ἔχοντα	kept	1
μοῖρʼ	destiny	1
οἱ	he	1
φίλους	family	1
γαῖαν	land	1
πατρίδα	father	1
ἑὴν	his	1
ἐς	in	1
οἴκαδʼ	home	1
Ὀδυσσῆα	Odysseus	1
ἑταίρους	companions	1
ἐνοσίχθων	earthquake	1
μιν	him	1
προσέειπον	shouted	1
ἀμειβόμενος	in reply	1
αἲ	If	1
δυναίμην	could	1
εὖνιν	take	1
σε	your	1
Ἄϊδος	hell	1
πέμψαι	hurl	1
ἰήσεται	heal	1
κλῦθι	hear me	1
οὐκ	not	1
ὣς	At	1
ὁ δʼ	he	1
Ποσειδάωνι	Poseidon	1
οὐρανὸν	sky	1
ἀστερόεντα	of stars	1
εἰς	toward	1
ὀρέγων	stretched	1
χεῖρʼ	hands	1
εὔχετο	prayed	1
ὀλέσας	lose	1
πάντας	all	1
χέρσον	toward the island	1
εὕροι	return	1
ψυχῆς	life	1
καὶ	and	1
κυανοχαῖτα	blue	1
γαιήοχε	girdler of the islands	1
ἰδέειν	see	1
ἐστὶ	shall	1
ὀψὲ	far	1
κακῶς	dark	1
ἐν	at	1
ἀείρας	laid hands	1
εἴ	Should	1
ἀπέλεθρον	titanic	1
ἐπέρεισε	the cast	1
ἶνʼ	for	1
ἔβαλεν	let it fly	1
μετόπισθε	in the track	1
νεὸς	vessel	1
κυανοπρῴροιο	black-prowed	1
τυτθόν	short	1
φέρε	bear	1
αἰῶνός	time	1
οἶκον	roof	1
οἴκῳ	home	1
ὅ	he	1
πήματα	bitter	1
νηὸς	sail	1
ἀλλοτρίης	strange	1
ἐπʼ	under	1
εὐχόμενος	prayed	1
ἔφατʼ	words	1
ὣς	In	1
ἔκλυε	heard	1
αὐτὰρ	Now	1
μείζονα	bigger	1
εἴσω	to	1
λᾶαν	stone	1
ἐπιδινήσας	wheeled	1
οἰήιον	steering oar	1
θάλασσα	seas	1
ἐκλύσθη	rose	1
κατερχομένης	fell	1
πέτρης	the stone	1
πρόσω	onward	1
πατὴρ	father	1
εἶναι	thou art	1
ἐγώ	I	1
στέρνοισι	fleece	1
πάντων	each	1
ἠριγένεια Ἠώς	Dawn	1
φάνη	spread out	1
ῥοδοδάκτυλος	finger tips of rose	1
ἄρσενα μῆλα	rams	1
ἐξέσσυτο	began to stir	1
νομόνδʼ	for pasture	1
θήλειαι	dams	1
μέμηκον	bleating	1
περὶ	round	1
σηκούς	the pens	1
οὔθατα	udders	1
ἄναξ	master	1
ὀίων	ram	1
οἱ	the	1
ἐπεμαίετο	stroked	1
ἑσταότων	pass	1
οὐκ	never	1
ἐνόησεν	found	1
ὑπʼ	pectoral	1
δέδεντο	riding	1
σφαραγεῦντο	full	1
ἀνήμελκτοι	for milking	1
τειρόμενος	sick	1
ὀδύνῃσι	with pain	1
νήπιος	blundering	1
τὸ δὲ	the	1
ἦμος	When	1
καὶ	and	3
νῆες	ships	2
δαινύμενοι	made our feast	1
αὐτοὶ	ourselves	1
ἑλόντες	unloaded	1
μῆλα	flock	1
δασσάμεθʼ	make division	1
ἠέλιον	sun	1
καταδύντα	went down	1
ἐς	until	1
ἦμαρ	day	1
πρόπαν	all	1
ἀφικόμεθʼ	we ran in	1
ἐπὶ	on	1
κρέα	mutton	1
ἡδύ	sweet	1
μέθυ	wine	1
ἠέλιος κατέδυ	sunset	1
κνέφας	dark	1
ἦλθε	gathering	1
ἐπὶ	in	1
κοιμήθημεν	went to sleep	1
ῥηγμῖνι	wash	1
θαλάσσης	of ripples	1
βῆμεν	waded in	1
θαλάσσης	beach	1
πρυμνήσια	mooring lines	1
ἦμος	When	1
Κρονίδῃ	Kronos	1
Κύκλωπος	Kyklops	1
ἀνάσσει	rules	1
ἐμπάζετο οὐκ	disdained	1
ἱρῶν	offering	1
ἑταῖροι	companions	1
ἐμοὶ	my	1
ἠριγένεια Ἠώς	Dawn	1
ῥοδοδάκτυλος	finger tips of rose	1
φάνη	touched	1
ῥηγμῖνι	sandy	1
ἐγὼν	I	1
ἐποτρύνας	roused	1
ἑτάροισιν	the men	1
ἐκέλευσα	gave orders	1
ἑταίρους	friends	1
ποτιδέγμενοι	waited	1
ἡμέας	our	1
ἐκέλσαμεν	beached	1
ψαμάθοισιν	sand	1
ἐν	in	1
ἐπὶ	above	1
ἀνά	off	1
λῦσαι	cast	1
μένον	drawn up	1
δόσαν	voted	1
δαιομένων	I slew	1
ἑταῖροι	my fighters	1
ἐμοὶ	me	1
ἀρνειὸν	ram	1
ἴσης	share alike	1
ἑταῖροι	friends	1
ὀδυρόμενοι	troubled	1
ἁθρόαι	all	1
ἔνθα	There	1
ἐπὶ	by	1
ἥατʼ	waiting	1
μηρίʼ	thighbones	1
ἔκαιον	burnt	1
ἦμος	after	1
μὲν	Now	1
ἀλλʼ	But	1
πᾶσιν	the world	1
ὃς	who	1
ἔξοχα	prize	1
τὸν δʼ	the	1
θινὶ	sea side	1
μήλων	of all	1
ἑξῆς	in line	1
ἀμβαίνειν	man	1
κληῖσι	rowlocks	1
καθῖζον	sit	1
ἐπὶ	beside	1
εἴσβαινον	filing in	1
ἐρετμοῖς	oars	1
τύπτον	dipped	1
ἅλα	sea	1
πολιὴν	grey	1
ἔνθεν	So	1
κελαινεφέι	beyond the stormcloud	1
προτέρω	out	1
πλέομεν	moved	1
ἀκαχήμενοι	sad	1
θανάτοιο	offing	1
ἐκ	in	1
ὀλέσαντες	not	1
ἄσμενοι	precious	1
ὅ	he	1
μερμήριξεν	had in store	1
ἀπολοίατο	destruction	1
Ζηνὶ	Zeus	1
αἴ	if	2
αὐτὸς δʼ	me	1
οἴνῳ	with wine	1
αἰεί	Always	1
τινα	some	1
ἐλεύσεσθαι	come	1
ἐνθάδʼ	here	1
ἄκικυς	twiggy—	1
οὐτιδανὸς	pitiful	1
καὶ	and	1
ἀλάωσεν	blinded	1
ἐδαμάσσατο	put me down	1
μεγάλην	giant	1
Ὀδυσεῦ	Odysseus	1
δεῦρʼ	back	1
ἄγε	Come	1
τοι	you	1
ξείνια	treat well	1
εἰμί	am	1
ἐγὼ	I	1
πάϊς	son	1
τοῦ	his	1
Κυκλώπεσσιν	Kyklopês	1
ἐπιειμένον	armed	1
ἀλκήν	force	1
ἐνθάδε Τήλεμος	here—Télemos	1
προσέφην	yelled	1
καταθνητῶν	mortal	1
ἀνθρώπων	man	1
υἱὸν	son	1
Λαέρτεω	Laertes	1
οἰκίʼ	home	1
ἔνι	on	1
Ἰθάκῃ	Ithaka	1
ἔχοντα	whose	1
μέγας	grand	1
ἐμὸς	me	1
ἠύς	wondrous	1
τε	and	1
Ὀδυσῆος	Odysseus	1
ἐξ	at	1
χειρῶν	hands	1
ἁμαρτήσεσθαι	lost	1
ὀπωπῆς	eye	1
μέγαν	giant	1
ἐδέγμην	had in mind	1
πατὴρ	fathered	1
ἄλλος	other	1
εὔχεται	by his avowal	1
μαντευόμενος	wizardry	1
θεῶν	gods	1
μακάρων	happy	1
οὔτε	or	1
θνητῶν	mortal	1
ἀνθρώπων	men	1
ἰήσεται	heal	1
κʼ ἐθέλῃσʼ	he will	1
ἐννοσίγαιον	god of earthquake	1
κατεγήρα	great length	1
ὁ δέ	he	1
με	me	1
μάντις ἀνὴρ	wizard	1
ὀλίγος	you—small	1
τις	A	1
ὀτρύνω	praying	1
ὣς	this	1
μύθῳ	rumbled	1
οἰμώξας	sob	1
μʼ	me	1
πομπήν	befriend	1
παλαίφατα	spoken of old	1
ἱκάνει	comes	1
γὰρ	for	1
κεκοτηότι	anger	1
οὐδέ	no	1
τελευτήσεσθαι	come	1
ἔφη	foretold	1
τάδε	things	1
πάντα	these	1
Εὐρυμίδης	Eurymos	1
Ὀδυσσῆα	Odysseus	1
πτολιπόρθιον	raider of cities	1
φάσθαι	tell him	1
ἀλαωτύν	blinded	1
ἀλλά	but	1
ἀεικελίην	put to shame	1
εἴρηται	inquire	1
ἐξαλαῶσαι	took your eye	1
σε	you	1
οὐ	not	1
πεῖθον	heed	1
ἐμὸν	I	1
μεγαλήτορα	glorying	1
θυμόν	spirit	1
Κύκλωψ	Kyklops	1
τὴν δʼ	the	1
ὦσα	fending	1
ἐπέεσσιν	voices	1
ἑταῖροι	crew	1
τότε	when	1
πρήσσοντες	drew	1
δὶς	twice	1
ἀπῆμεν	far	1
τόσσον	as	1
ἔρεσσον	kicking	1
προπεσόντες	long oars bent	1
ἐμβαλέειν	row	1
ἑτάροισι	all	1
παρέξ	off	1
λαβὼν	got	1
τίπτʼ	Why	1
περιμήκεα	longest	1
κοντὸν	boathook	1
ἐγὼ	I	1
ἐδεύησεν	sank	1
κυανοπρῴροιο	black	1
νεὸς	prow	1
κὰδ	of	1
προπάροιθε	Ahead	1
ἔβαλε	struck	1
κορυφὴν ὄρεος	hilltop	1
ἀπορρήξας	broke	1
ἧκε	heaved	1
μᾶλλον	doubled	1
σχέτλιε	Godsake	1
ἐρεθιζέμεν	bait	1
ὁ δʼ	his	1
θέμωσε	washed	1
ἵησιν	get the range	1
καὶ	and	1
σύν	together	1
μαρμάρῳ	boulder	1
βαλών	lob	1
τευ	your	1
φάμεν	trumpeting	1
ἐς ἤπειρον	beached	1
ἤγαγε	made	1
ἐρήτυον	protesting	1
μειλιχίοις	low	1
ὅτε	until	1
κατανεύων	nods	1
χέρσον	to shore	1
ἄγριον ἄνδρα	beast	1
ἐκλύσθη	spuming	1
θάλασσα	geyser	1
οἰήιον	ship	1
ἄκρον	stem	1
κατερχομένης	whelmed	1
κῦμα	wave	1
παλιρρόθιον	back	1
κεφαλὰς	heads	1
ἡμέων	our	1
ἄραξʼ	smash	1
νήια	timbers	1
ὀλέσθαι	stove us in	1
βαλὼν	throw	1
χολώσατο	fury	1
ἰάχοντα	screeching	1
αἷμα	blood	1
ἔνερθεν	below	1
ὑποσσείουσιν	swing	1
ἱμάντι	strap	1
ὣς	So	1
δινέομεν	bored	1
μοχλὸν	brand	1
ὀφθαλμῷ	eye socket	1
περίρρεε	around	1
τρυπάνῳ	a drill	1
βλέφαρʼ	Eyelid	1
γλήνης	ball	1
καιομένης	hissed	1
σφαραγεῦντο	popped	1
οἱ	the	1
ῥίζαι	roots	1
βάπτῃ	plunged	1
ψυχρῷ	cold	1
δόρυ	planking	1
τρυπῷ	turns	1
εἰν	in	1
πυρός	coals	1
περ	though	1
ἐών	been it had	1
μοχλὸς	olive	1
ἐλάινος	pike	1
διεφαίνετο	glowed	1
ἐγὼν	I	1
φέρον	drew	1
ἐκ	from	1
ἑταῖροι	fellows	1
τις	a	1
ἐνέρεισαν	rammed	1
ὀφθαλμῷ	in eye	1
ἐγὼ	I	1
ἐρεισθεὶς	leaned	1
ἐφύπερθεν	on it	1
δίνεον	turning it	1
νήιον ἀνὴρ	shipwright	1
ὡς	as	1
ὕδατι	tub	1
σιδήρου	iron	1
φαρμάσσων	wrung	1
σκέπαρνον	adze	1
δαίμων	force	1
μέγα	more than	1
τρέχει	spins	1
τὸ δὲ	it	1
τὸν δʼ	the	1
εὗσεν	seared	1
ἀνὴρ	one	1
πέλεκυν	axehead	1
ἐστίν	make	1
μέλλεν	about	1
κράτος	hale	1
τοῦ	that	1
οἱ μὲν	they	1
καὶ	and	1
χαλκεὺς	smithy	1
ἐλάινον	it	1
ἐόντα	ran	1
ὀφρύας	lash	1
ἅψεσθαι	catch	1
θερμὸν	red hot	1
ὀφθαλμὸς	eyeball	1
ἡμεῖς δὲ	we	1
ὣς	so	1
σίζʼ	hissed	1
περὶ	around	1
ἐλαϊνέῳ	spike	1
ᾤμωξεν	bellowed	1
πέτρη	rock	1
ἴαχε	roared	1
περὶ	round	1
δείσαντες	in fear	1
ὁ	The	1
ἀπεσσύμεθʼ	fell back	1
αἵματι	bloody	1
ὀφθαλμοῖο	of his eye	1
ἐξέρυσʼ	tugged	1
μοχλὸν	spike	1
ὁ	he	1
θάρσος	nerved	1
ἑλόντες	lifted	1
χλωρός	green	1
