"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"25253212-6162-431e-b4cf-86e1ff9da02e","Heimskringla - Ynglinga Saga.txt","Tanakvísl","char-offset:1715","PLACE","http://pleiades.stoa.org/places/825398","Tanais (river)","","47.5437096","40.7291755","river","VERIFIED","body of water|river|https://en.wiktionary.org/wiki/Tanais","","",""
"1f5850bf-43f1-46ca-8733-433d6b9d9a9d","Heimskringla - Ynglinga Saga.txt","Ásaland","char-offset:1747","PLACE","","","","","","","NOT_IDENTIFIABLE","https://en.wikipedia.org/w/index.php?title=%C3%81saland&redirect=no","","",""
"a163f3f7-7fa8-4f59-a5f3-8b7791dcb2ff","Heimskringla - Ynglinga Saga.txt","Ásaheimr","char-offset:1777","PLACE","","","","","","","NOT_IDENTIFIABLE","https://en.wikipedia.org/w/index.php?title=%C3%81saland&redirect=no","","",""
"019851c7-e057-4185-a94e-96ef8abf35d2","Heimskringla - Ynglinga Saga.txt","Ásgarðr","char-offset:1861","PLACE","","","","","","","NOT_IDENTIFIABLE","city|https://en.wikipedia.org/w/index.php?title=%C3%81saland&redirect=no|https://norse-mythology.org/cosmology/the-nine-worlds/asgard/","","",""
"9a189f40-29c0-4fda-8e9d-fa20cc32318e","Heimskringla - Ynglinga Saga.txt","Óðinn","char-offset:1916","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god|king|https://snl.no/Odin","","",""
"68993455-813d-4524-9725-743ef23250d4","Heimskringla - Ynglinga Saga.txt","great place of worship","char-offset:1935","PLACE","","","","","","","NOT_IDENTIFIABLE","religious|temple","","",""
"2e89a49e-b7f7-49d3-a6b0-153503ff4f15","Heimskringla - Ynglinga Saga.txt","díar","char-offset:2120","PERSON","","","","","","","","religious|https://snl.no/diar","group of people: 12 temple priests of the highest rank","",""
"61862b4c-3597-40bd-a4ef-2a03666050d4","Heimskringla - Ynglinga Saga.txt","Óðinn","char-offset:2196","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god|king|https://snl.no/Odin","","",""
"c589f1fc-16b8-436a-baf5-2a6070ac5e8b","Heimskringla - Ynglinga Saga.txt","bjannak","char-offset:2587","EVENT","","","","","","","","religious","","",""
"80a43d53-62f9-47d0-9b1d-00c00e3923ea","Heimskringla - Ynglinga Saga.txt","Óðinn","char-offset:2948","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god|king|https://snl.no/Odin","","",""
"52c6e19a-2b38-45d5-9eec-31504ddc0fa2","Heimskringla - Ynglinga Saga.txt","Vé","char-offset:2987","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god","","",""
"6a772aa4-bdcb-4ca1-8780-67462e659509","Heimskringla - Ynglinga Saga.txt","Vílir","char-offset:3001","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god","","",""
"541f07a7-ad02-411e-9b23-e1208e8f3f04","Heimskringla - Ynglinga Saga.txt","Óðinn","char-offset:3091","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god|king|https://snl.no/Odin","","",""
"fb70f431-c084-49eb-8dcb-9f1abd2c1adf","Heimskringla - Ynglinga Saga.txt","Æsir","char-offset:3159","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|tribe","group of people","",""
"decd1e32-8739-4d41-bfd8-a66d4b443790","Heimskringla - Ynglinga Saga.txt","Frigg","char-offset:3271","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|goddess","Odinn's wife","",""
"6b08d653-e45f-4146-884a-c929c868a8c2","Heimskringla - Ynglinga Saga.txt","Óðinn","char-offset:3325","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god|king|https://snl.no/Odin","","",""
"7d662e47-8256-44b4-a31c-d519e2cf75d5","Heimskringla - Ynglinga Saga.txt","Óðinn went with an army against the Vanir, but they put up a good fight and defended their land, and victory went alternately to both sides. They each raided the other’s land and did damage.","char-offset:3386","EVENT","","","","","","","","https://norse-mythology.org/tales/the-aesir-vanir-war/|conflict|war","Aesir-Vanir War","",""
"2ab63c1b-8e54-4c6b-968f-05a19a02bcfc","Heimskringla - Ynglinga Saga.txt","Óðinn","char-offset:3386","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god|king|https://snl.no/Odin","","",""
"700ca6a6-2382-4ff1-b3c8-abe8ed01f1cd","Heimskringla - Ynglinga Saga.txt","Vanir","char-offset:3422","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-vanir-gods-and-goddesses/","group of people","",""
"bd1cc69a-f2c1-4856-9dc0-772b0a8aa629","Heimskringla - Ynglinga Saga.txt","Vanir","char-offset:3721","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-vanir-gods-and-goddesses/","group of people","",""
"d553d527-2436-408f-9b5e-924cbc4b978f","Heimskringla - Ynglinga Saga.txt","Njǫrðr the Wealthy","char-offset:3758","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-vanir-gods-and-goddesses/|god","","",""
"6b6e11f7-c69a-4b36-8136-bb1a7f5791cd","Heimskringla - Ynglinga Saga.txt","Freyr","char-offset:3789","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-vanir-gods-and-goddesses/|god","","",""
"d2320147-28e4-4e16-bdf8-9e899ee8292b","Heimskringla - Ynglinga Saga.txt","Æsir","char-offset:3804","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|tribe","group of people","",""
"16e55c1d-92a1-4fc8-990e-5a746a625e77","Heimskringla - Ynglinga Saga.txt","Hœnir","char-offset:3834","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god","","",""
"48720669-d8ef-4ab4-bfb8-febbfb854e51","Heimskringla - Ynglinga Saga.txt","Æsir","char-offset:3950","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|tribe","group of people","",""
"8b2ca6cb-f739-4a28-8276-9768a56a5275","Heimskringla - Ynglinga Saga.txt","Mímir","char-offset:3975","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|https://norse-mythology.org/gods-and-creatures/giants/|male","Aesir or Giant, sources conflict","",""
"f99b5aa6-e9cd-482a-81e0-04db8b9190cf","Heimskringla - Ynglinga Saga.txt","Vanir","char-offset:4019","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-vanir-gods-and-goddesses/","group of people","",""
"d54583ac-23a8-4b47-ace2-4db96f3776d5","Heimskringla - Ynglinga Saga.txt","Kvasir","char-offset:4081","PERSON","","","","","","","","male|god|?","created by Aesir & Vanir","",""
"8595b2bd-6c71-460c-b55b-65b2053823c0","Heimskringla - Ynglinga Saga.txt","Hœnir","char-offset:4103","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god","","",""
"46532513-6d96-43b2-9eb4-feaf1edd0dba","Heimskringla - Ynglinga Saga.txt","Vanaheimr","char-offset:4117","PLACE","","","","","","","NOT_IDENTIFIABLE","https://en.wikipedia.org/wiki/Vanaheimr","","",""
"69930c20-2a16-4903-97a4-b0c9127c9805","Heimskringla - Ynglinga Saga.txt","Mímir","char-offset:4155","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|https://norse-mythology.org/gods-and-creatures/giants/|male","Aesir or Giant, sources conflict","",""
"b88e1dd5-7f1d-4cff-9af6-f1d029ee640b","Heimskringla - Ynglinga Saga.txt","Hœnir","char-offset:4198","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god","","",""
"8432f6a3-fa5c-4227-8483-b0d5dfa10520","Heimskringla - Ynglinga Saga.txt","Mímir","char-offset:4246","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|https://norse-mythology.org/gods-and-creatures/giants/|male","Aesir or Giant, sources conflict","",""
"b986faf4-0e40-48d6-b519-8712e0e090b1","Heimskringla - Ynglinga Saga.txt","Vanir","char-offset:4364","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-vanir-gods-and-goddesses/","group of people","",""
"80e954d5-3bee-4ca1-b1a3-b772cb12545c","Heimskringla - Ynglinga Saga.txt","Æsir","char-offset:4389","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|tribe","group of people","",""
"c0f3350c-d2bc-4428-9ae4-7fbd984c1e28","Heimskringla - Ynglinga Saga.txt","Mímir","char-offset:4456","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|https://norse-mythology.org/gods-and-creatures/giants/|male","Aesir or Giant, sources conflict","",""
"c3b51631-8fa9-4212-9395-9116ade5ec18","Heimskringla - Ynglinga Saga.txt","Æsir","char-offset:4504","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|tribe","group of people","",""
"34d89dc0-ca57-41bb-8b01-f777e4b50881","Heimskringla - Ynglinga Saga.txt","Óðinn","char-offset:4510","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god|king|https://snl.no/Odin","","",""
"d26cc6ff-f57f-4837-a82e-8831fc884f87","Heimskringla - Ynglinga Saga.txt","Njǫrðr","char-offset:4704","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-vanir-gods-and-goddesses/|god","","",""
"b648cd4e-2c72-4bc5-af3d-7045611d6764","Heimskringla - Ynglinga Saga.txt","Freyr","char-offset:4715","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-vanir-gods-and-goddesses/|god","","",""
"58f1d66e-a138-4e76-b406-ae041c2cbf89","Heimskringla - Ynglinga Saga.txt","Óðinn appointed as sacrificial priests, and they were gods among the Æsir.","char-offset:4721","EVENT","","","","","","","","https://snl.no/diar|religious","Odinn appoints Njordr & Freyr as Priests/Diar","",""
"17d044df-e62e-48fb-b668-cb280eb804e0","Heimskringla - Ynglinga Saga.txt","Óðinn","char-offset:4721","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god|king|https://snl.no/Odin","","",""
"0b01f358-6543-43d0-95ab-cdce6bc7d3bd","Heimskringla - Ynglinga Saga.txt","sacrificial priests","char-offset:4740","PERSON","","","","","","","","https://snl.no/diar|religious|nickname","Njordr & Frey","",""
"c1102ba2-4596-48ee-ab71-c78e8c166883","Heimskringla - Ynglinga Saga.txt","Æsir","char-offset:4790","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|tribe","group of people","",""
"6c8b2e90-7a7b-4640-99fd-779600b78657","Heimskringla - Ynglinga Saga.txt","Njǫrðr","char-offset:4796","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-vanir-gods-and-goddesses/|god","","",""
"418fc4da-915b-465b-b566-34c07a31ce31","Heimskringla - Ynglinga Saga.txt","Freyja","char-offset:4818","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-vanir-gods-and-goddesses/|goddess","","",""
"b207ffec-e125-4eb4-a5cd-4b9c642cc2d1","Heimskringla - Ynglinga Saga.txt","sacrificial priestess","char-offset:4836","PERSON","","","","","","","","https://snl.no/diar|religious|nickname","Freyja","",""
"a96d231f-0112-4785-aaff-0b0bd6fb9690","Heimskringla - Ynglinga Saga.txt","Æsir","char-offset:4890","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|tribe","group of people","",""
"db38a243-a648-4418-ae4b-a31acd77e9d1","Heimskringla - Ynglinga Saga.txt","black magic","char-offset:4895","EVENT","","","","","","","","magic|religious","customary among the Vanir; first taught to the Aesir by Freyja","",""
"d09ac663-8c1b-4489-8c2d-118e5af1a84f","Heimskringla - Ynglinga Saga.txt","Vanir","char-offset:4938","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-vanir-gods-and-goddesses/","group of people","",""
"3dc6e66f-9aff-477a-bf02-b056146044b3","Heimskringla - Ynglinga Saga.txt","Njǫrðr","char-offset:4950","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-vanir-gods-and-goddesses/|god","","",""
"7d4065f1-afa2-4fda-875a-492468854603","Heimskringla - Ynglinga Saga.txt","Vanir","char-offset:4971","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-vanir-gods-and-goddesses/","group of people","",""
"7af6f705-f1b2-4e48-bf95-9d93754e85fd","Heimskringla - Ynglinga Saga.txt","sister","char-offset:5004","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-vanir-gods-and-goddesses/|female","(unnamed) sister-wife of Njǫrðr","",""
"c42607d7-c2c7-4d26-8f65-509a4567fc15","Heimskringla - Ynglinga Saga.txt","Freyr","char-offset:5060","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-vanir-gods-and-goddesses/|god","","",""
"decf0881-0a07-4f73-b2e0-f3f150feed99","Heimskringla - Ynglinga Saga.txt","Freyja","char-offset:5070","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-vanir-gods-and-goddesses/|goddess","","",""
"0285d4b3-554e-4431-a90b-35540da6d1f6","Heimskringla - Ynglinga Saga.txt","Æsir","char-offset:5109","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|tribe","group of people","",""
"6edc9b51-c337-438f-9f6a-83ac79e7d102","Heimskringla - Ynglinga Saga.txt","great mountain range","char-offset:5169","PLACE","http://pleiades.stoa.org/places/863766","Caucasus (mountain range)|Caucasus Mons, Caucasus Mountains","-0030/0300","43.3525468","42.4378759","mountain","VERIFIED","mountains|?","Caucasus Mountains?","",""
"f6577994-24d3-488f-a4cd-a2492d8d4e84","Heimskringla - Ynglinga Saga.txt","Svíþjóð in mikla","char-offset:5245","PLACE","http://sws.geonames.org/2661886","Sweden","","62.7925483465048","16.753693037543123","","VERIFIED","region|https://snl.no/Svithjod","""Sweden the Great""","",""
"141e1e7e-f305-4c63-a457-98deec965b67","Heimskringla - Ynglinga Saga.txt","Tyrkland","char-offset:5328","PLACE","http://pleiades.stoa.org/places/837","Asia Minor","","39.64014749138555","31.033254534661616","peninsula,region","VERIFIED","region","""Land of the Turks"": Asia Minor","",""
"ce7931f2-5998-47b4-a9b5-c986d0668ca3","Heimskringla - Ynglinga Saga.txt","Óðinn","char-offset:5372","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god|king|https://snl.no/Odin","","",""
"87c55e56-a661-4a3e-8951-567bfc7f4d84","Heimskringla - Ynglinga Saga.txt","Rúmverjar","char-offset:5432","PERSON","","","","","","","","tribe","group of people","",""
"ee66061a-d45d-476f-a9c1-1916dcde2154","Heimskringla - Ynglinga Saga.txt","Óðinn","char-offset:5585","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god|king|https://snl.no/Odin","","",""
"4e08e4d4-9593-43f1-827a-dcc470e95dba","Heimskringla - Ynglinga Saga.txt","Vé","char-offset:5734","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god","","",""
"92c46e92-5bc6-40b7-bfc6-d77d09b34b27","Heimskringla - Ynglinga Saga.txt","Vílir","char-offset:5741","PERSON","","","","","","","","https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/|god","","",""
"bb49daca-6a78-482f-9c73-203fa901bdcf","Heimskringla - Ynglinga Saga.txt","Ásgarðr","char-offset:5756","PLACE","","","","","","","NOT_IDENTIFIABLE","city|https://en.wikipedia.org/w/index.php?title=%C3%81saland&redirect=no|https://norse-mythology.org/cosmology/the-nine-worlds/asgard/","","",""
"eca9a855-5db0-4b7e-a2f5-86616ccf6663","Heimskringla - Ynglinga Saga.txt","Garðaríki","char-offset:5854","PLACE","","","","","","","NOT_IDENTIFIABLE","region|https://en.wikipedia.org/wiki/Gar%C3%B0ar%C3%ADki|?","","",""
"e5e7ebb2-dd6e-4b18-b83d-40138106a65f","Heimskringla - Ynglinga Saga.txt","Saxland","char-offset:5891","PLACE","http://sws.geonames.org/2862926","Lower Saxony","","52.76321817392337","9.148210423821387","","VERIFIED","region|https://snl.no/Saksland","Northern Germany in general; see associated links for more info","",""
"87852083-0467-41fc-a618-2c13e40cd58b","Heimskringla - Ynglinga Saga.txt","Saxland","char-offset:5969","PLACE","http://sws.geonames.org/2862926","Lower Saxony","","52.76321817392337","9.148210423821387","","VERIFIED","region|https://snl.no/Saksland","Northern Germany in general; see associated links for more info","",""
"0069faf0-ac34-4f59-9abe-c07588a3d162","Heimskringla - Ynglinga Saga.txt","sea","char-offset:6053","PLACE","","","","","","","NOT_IDENTIFIABLE","?|sea|body of water","Baltic Sea? North Sea? Kattegat Bay?","",""
"8c18ff2d-662c-4b87-99b1-65c9d0c37bd1","Heimskringla - Ynglinga Saga.txt","Óðinsey","char-offset:6125","PLACE","http://sws.geonames.org/2615876","Odense","","55.39594","10.38831","","VERIFIED","city|https://en.wikipedia.org/wiki/Funen","""Odin's Sanctuary"": Odense","",""
"51273cab-1d74-4c9e-a5c5-435ba4c489fa","Heimskringla - Ynglinga Saga.txt","Fjón","char-offset:6166","PLACE","","","","","","","NOT_IDENTIFIABLE","island|https://en.wikipedia.org/wiki/Funen","Geonames link: https://www.geonames.org/2621748/fyn.html|aka Fyn or Funen","",""
"90d6b548-8575-404e-b270-f7ba30b9f229","Heimskringla - Ynglinga Saga.txt","Gefjun","char-offset:6191","PERSON","","","","","","","","goddess|?","possibly Aesir?","",""
"9a9f9a05-d9b8-44f5-9099-c63a00744778","Heimskringla - Ynglinga Saga.txt","sound","char-offset:6213","PLACE","","","","","","","NOT_IDENTIFIABLE","body of water|?","Kattegat Bay?","",""
"65c6e7a9-0ece-44ef-b313-7119439a5ee9","Heimskringla - Ynglinga Saga.txt","Gylfi","char-offset:6251","PERSON","","","","","","","","king","","",""
"a6046e52-f8d0-4294-afb0-19daa2e6428f","Heimskringla - Ynglinga Saga.txt","Jǫtunheimar","char-offset:6317","PLACE","","","","","","","NOT_IDENTIFIABLE","?|https://en.wikipedia.org/?title=Jotunheimar&redirect=no","","",""
"00899d7d-a7fe-475c-b87d-c412bceb2d77","Heimskringla - Ynglinga Saga.txt","four sons","char-offset:6355","PERSON","","","","","","","","giant","four sons of Gefjun & unnamed giant","",""
"6437cdb9-7f0e-4a91-aec7-310e76812713","Heimskringla - Ynglinga Saga.txt","sea","char-offset:6486","PLACE","","","","","","","NOT_IDENTIFIABLE","body of water|sea|?","Baltic Sea? North Sea? Kattegat Bay?","",""
"2cb7fc23-53ca-4b23-a70e-588516bbe28d","Heimskringla - Ynglinga Saga.txt","Óðinsey","char-offset:6507","PLACE","http://sws.geonames.org/2615876","Odense","","55.39594","10.38831","","VERIFIED","city|https://en.wikipedia.org/wiki/Funen","""Odin's Sanctuary"": Odense","",""
"e9233b00-9494-4633-b10b-d8275d4838e1","Heimskringla - Ynglinga Saga.txt","Selund","char-offset:6535","PLACE","http://sws.geonames.org/6418541","Zealand","","55.289394597440136","11.708896291909333","","VERIFIED","island|https://en.wikipedia.org/wiki/Zealand","aka Zealand or Sjaelland","",""
"570ac1c3-498f-4735-87b0-adcd972ed160","Heimskringla - Ynglinga Saga.txt","Skjǫldr","char-offset:6582","PERSON","","","","","","","","king|https://snl.no/skjoldungene","Son of Odinn, married to Gefjun","",""
"dfe10732-582f-4384-ae99-35b8c86d06d9","Heimskringla - Ynglinga Saga.txt","Óðinn","char-offset:6598","PERSON","","","","","","","","https://snl.no/Odin|king|god|https://norse-mythology.org/gods-and-creatures/the-aesir-gods-and-goddesses/","","",""
"188d7d75-a3e5-493c-9c7b-8d6cd2bbe9cd","Heimskringla - Ynglinga Saga.txt","Hleiðra","char-offset:6632","PLACE","http://sws.geonames.org/2617832","Lejre","","55.60461","11.97477","","VERIFIED","city|https://en.wikipedia.org/wiki/Lejre|https://en.wikipedia.org/wiki/Zealand","Capital of the Kingdom of Lejre/Hleidra-(?), a large Danish kingdom ; considered the Danish (Skjoldungene Dynasty's) equivalent of Uppsala in Svithjod","",""
"c0693bf3-e733-4f4c-a746-4cfc1b09f05e","Heimskringla - Ynglinga Saga.txt","Lǫgrinn","char-offset:6686","PLACE","","","","","","","NOT_IDENTIFIABLE","https://en.wikipedia.org/wiki/M%C3%A4laren|body of water|lake|?","aka Lake Malaren|https://www.geonames.org/2693132/maelaren.html","",""
"ae8f8aeb-3deb-4d90-98b2-86d2039c4f46","Heimskringla - Ynglinga Saga.txt","The fiords in Lǫgrinn correspond to the headlands in","char-offset:6705","PLACE","","","","","","","NOT_IDENTIFIABLE","?","","",""
