AKK	ENG	Frequency
ma-ba-lum- d da-gan	s for Mabalum-Dagan	1
im-hur	medicines	1
en-ma	from	1
a-na	to	1
_mu	_of water	1
e3-qa2-bi	I say	1
at-ta2	Why	1
_ARAD2	_slave	1
u2-ta2-ah	additional payment	1
a-na-ku8	I	1
6 disz	6	1
1/2 asz@c	1/2	1
ku3-babbar-am	money	2
u3	and	2
gu-ti-u3	Gutians	2
at-ta2	you	2
GAN2-lam	work	2
ki2-nu-tim	for correct	1
gu-ti-um-ma-mi3	Gutians	1
ma-aq-qa2-di3	outposts	1
taq-bi2	mile	1
u-wa-ka3-mu	attack	1
uruki-lim	city	1
da-na-ta	Man	1
u2-la	don’t	1
maš2-anše	guarding	1
a-na-ku8	I	1
guruš-guruš	soldiers	1
a-na	every	1
a-pu-na-ma	don’t say	1
šum -ma	herd	1
a-na	into	1
ki	If	1
͗a3-ru-uš	land	1
a-ru-uš	land	1
u-la	not	1
u3-ṣu-ur	flocks	1
maš2-anše	guard	1
͗a3-ru-uš	field	1
GAN2-lam	Work	1
lugal-ra	Lugalra	1
a-na	to	1
iš-ku-un-dda-gan	Ishkun-Dagan	1
maš2-anše	brought	1
li-se11-u3-ni-kum-ma	help	1
ti-bu-tam2	raise	1
in	from	1
la	But	1
a-na-da-nu-kum	I pay you	1
lu	have	1
na- ͗a3-aš2	by life	1
e#-li2	Look	1
a-na-da-kum	pay you	1
dlugal-ka3-li2-lugal-ri2	of Shar-kali-sharri	1
a-la-kam	I arrive	1
a-na-lim-ma	when	1
ta2-na-da-nu	you pay	1
su-si-ib-ma	then	1
ra-ma-ni-ka3	your own assets	1
ti-da	know	1
ta2-na-ṣa-ar	I ask you	1
mu-bi	you	1
iš-pi2-ki2	rent	1
a-ri2-iš-ka3	of field	1
lu	should	1
u3-ma2	I swear	1
maš2-anše	rustle	1
šum-ma	flocks	1
mi2-ma	nothing	1
it-ru-u3	In event	1
a-qa2-bi	say	1
maš2-anše-mi3	rustled	1
su2-ta2-ri2-ib	have	1
en-ma	Thus	1
ù	and	4
tu-sa-ba	you sit	1
lu	must	1
iš-ku-un-d-da-gan	Ishkun-Dagan	1
a-na	to	1
puzur4-d-eštar	Puzur-Eshtar	1
d-INANNA	Inanna	1
ìl-a-ba	Ilaba	1
d-ašgi	Ashgi	1
d-nin-hur-sag	Ninhursaga	1
na- à-ãs	by life	1
LUGAL	of king	1
na- à-ãs	life	1
NIN	of queen	1
a-dì	until	1
tu-mu-at	take oath You	1
tág-ru-sa-am	down	1
a -dì	until	1
e-né-a	you meet	1
la	neither	1
la	nor	1
NINDA	you take	1
KAŠ	beer	1
giš-GU ZA	chair	1
in	in	1
tá-mu-ru	bread	1
ta-la- à-mu	you have come to me	1
la	not	1
en-ma	Thus	1
a-na	to	2
li-da-ni-in	child	1
si-ip-ri2	Textiles	1
ma-num2-a-hi	Count to	1
li-di3-in	the day after tomorrow	1
pu-bala	with respect mixing	1
3 u@c	3	1
_ma2_ sza-at	Measure	1
6 asz@c	6	1
_ku3-gal2	_kugal	1
da-da	Dada	1
ib-ni-lugal	Ibbi-Lugal	1
en-ma	From	1
puzur4- ha-ri2-im	Puzur-Harim	2
li#-di3#-szum	day after tomorrow	1
sze	grain	1
na-as -ru-um	Nasrum	1
a-na	to	1
szesz-szesz-a-bi2	Shesheshabi	1
_sze	_grain	1
_ki#	How	1
a-na	for	1
_sze-numun	_Shenumun	1
6 asz@c	6	1
gur	_units	1
_sze	_of grain	1
a-na#	for	1
li-di3-in	day after tomorrow	1
u3	and	1
_1/2 disz@c	1/2	1
ma-na	month	1
ku3-babbar	_money	1
u-ba-lu#-szum	But without	1
_sa10_-su	bottom	1
en-ma	From	1
li#-wa#-ti-isz	packaged	1
li#-li-kam-ma	of my colocynths	1
isz#-ri-ik#	10%	1
_udu	_troubles	1
_ARAD2-su2	_your slave	1
qi2#-bi2#-ma#	My statement	1
_ensi2#	_Ensi	1
a-na	to	1
wa-tar2-za-at	Watarzat	1
en-ma	From	1
li-di3-in	day after tomorrow	1
szu-x-	Shu-	1
-na	for	1
da-gan# szu-	Shu-Daggan	1
ki	to	1
a-ga-de3	Akkad	1
gur	_sack	1
_dabin	leather	1
1 asz@c	1	1
a-na	to	1
be -li2-sa-tu	Belisatu	1
en-ma	From	1
ki	in	2
a-na	to	2
mu-da-e	commands	1
nibru	Nippur	1
_kaskal	_holding	1
_lu2	_should	1
qi2-bi-ma	I know	1
a-hi	Altogether	1
ma-an-num2	for everyone	1
a-hi	together	1
li-di3-in	day after tomorrow	1
i-hu-ur- mar-tu	Ihurmartu	1
2 asz@c	2	1
zu-zu	Zuzu	1
li-na-asz2	Linash	1
en-ma	From	1
2 disz@t	2-wheeled	2
1 asz@c	1	2
e2-|UMBINxLU|	transport	2
gigir	wagon	2
igi#-ni-sze3	before him	1
ki -ka	in	1
igi	man	1
lu2-mu	my own	1
e2	in	1
ba-zi-zi-ka	of Bazizi	1
e3-ni-sze3	as to sending	1
ki-babbar-ra	Kibabbara	1
lu2	After	1
nu-ma-ba	did not give	1
in-na-du11	I said to him	1
ba#-ma	give to me	1
na-be2-a	says	1
i3-li2-isz-ta2-kal2-e	what Ilī-ištakal	1
u3-na-du11	say	1
im-mi-du8-am3	saw	1
u3-mu-gi4	has returned	1
kin-gi4-a-ka-ni	his messenger	1
he2-eb2-hul2-le	happy	1
he2 -gal2#	this way	1
gesztu2#-ga-na	to his mind	1
he2-na- ni -ib2#-ru#-gu2#	should this made clear	1
ga2-e	myself	1
ga-na	come now	1
_ARAD2	_His servant	1
sza3-ga-ni	his gut	1
ab-hul2-le-en6	happy	1
ur5-e	In	1
sar-ra-bi#	of case	1
im	written document	1
al-gal2	available	1
u3	Then	1
sza3-mu	my gut	1
kal-ga-ni-me-en6	strong I	1
ha-ma-ab-szum2-mu	may he have him give to me	1
lugal-mu	my lord	1
ŠE	grain	3
SÌLA	liters	2
be -lí	lord	1
ITI	month	1
i-dì-èr-ra	Iddin-Erra	1
a-na	to	1
me-ság	Mesag	1
135 GUR 25	32 425	1
420	100 800	1
i-šar-be-lí	Ishar-Beli	1
555 GUR 25	133 225	1
MU	Year	1
7	7	1
LUGAL	king	1
3+ 3	3 +	1
ki-ma	while	1
si -tum	remainder	1
ù	as well as	1
ŠU NÍGIN	total	1
še š-mu	Sheshmu	1
si -tum-ma	rest	1
ar-hi-is	Look here	1
ŠE BA	rations	1
ku -ti-ù m	Gutians	1
en-ma	Thus	1
puzur4- ha-ri2-im	Puzur-Harim	2
li#-di3#-szum	day after tomorrow	1
sze	grain	1
na-as -ru-um	Nasrum	1
a-na	to	1
szesz-szesz-a-bi2	Shesheshabi	1
_sze	_grain	1
_ki#	How	1
a-na	for	1
_sze-numun	_Shenumun	1
6 asz@c	6	1
gur	_units	1
_sze	_of grain	1
a-na#	for	1
li-di3-in	day after tomorrow	1
u3	and	1
_1/2 disz@c	1/2	1
ma-na	month	1
ku3-babbar	_money	1
u-ba-lu#-szum	But without	1
_sa10_-su	bottom	1
en-ma	From	1
ŠE	grain	2
a-na	as	2
ŠE BA	grain rations	2
a-na	for	2
li-zi-ib	he leave	1
ŠE NU MUN	seed grain	1
a-kà-sa-ar	I replace it	1
a-na-ku8	myself	1
ù	Moreover	1
su4-be-la	Shu-bela	1
zu-zu	Zuzu	1
šu	He	1
DUMU	son of	1
pu-zu-zu	Puzuzu	1
ŠE NUMUN	seed grain	1
BA ŠE	rations	1
ì-lí	Ili	1
a-na	say to	1
da-da	Dada	1
qí-bí-ma	assign	1
a-na	to	1
e-ra-si-is	for planting	1
qir-bí-su	he give out	1
na-tú	suitable	1
i-dì-in	reserved	1
a	it	1
ni-qí-im	offering	1
e-re-su-nu	plots	1
da-ni-is	any	1
ENGAR ENGAR	farmers	1
i-ma-ha-ru	receive	1
si-mu-ur4-rí-ù-ki	Simureans	1
la	not	1
a-dì da-ni-is	enough	1
šum-ma	in case	1
ù	But	1
a-si-tu	give it out	1
li-sa-mì-id-ma	I had left over	1
šum-ma	If	1
en-ma	Thus	1
li#-wa#-ti-isz	packaged	1
li#-li-kam-ma	of my colocynths	1
isz#-ri-ik#	10%	1
_udu	_troubles	1
_ARAD2-su2	_your slave	1
qi2#-bi2#-ma#	My statement	1
_ensi2#	_Ensi	1
a-na	to	1
wa-tar2-za-at	Watarzat	1
en-ma	From	1
li-di3-in	day after tomorrow	1
szu-x-	Shu-	1
-na	for	1
da-gan# szu-	Shu-Daggan	1
ki	to	1
a-ga-de3	Akkad	1
gur	_sack	1
_dabin	leather	1
1 asz@c	1	1
a-na	to	1
be -li2-sa-tu	Belisatu	1
en-ma	From	1
ki	in	2
a-na	to	2
mu-da-e	commands	1
nibru	Nippur	1
_kaskal	_holding	1
_lu2	_should	1
qi2-bi-ma	I know	1
a-hi	Altogether	1
ma-an-num2	for everyone	1
a-hi	together	1
li-di3-in	day after tomorrow	1
i-hu-ur- mar-tu	Ihurmartu	1
2 asz@c	2	1
zu-zu	Zuzu	1
li-na-asz2	Linash	1
en-ma	From	1
2 disz@t	2-wheeled	2
1 asz@c	1	2
e2-|UMBINxLU|	transport	2
gigir	wagon	2
igi#-ni-sze3	before him	1
ki -ka	in	1
igi	man	1
lu2-mu	my own	1
e2	in	1
ba-zi-zi-ka	of Bazizi	1
e3-ni-sze3	as to sending	1
ki-babbar-ra	Kibabbara	1
lu2	After	1
nu-ma-ba	did not give	1
in-na-du11	I said to him	1
ba#-ma	give to me	1
na-be2-a	says	1
i3-li2-isz-ta2-kal2-e	what Ilī-ištakal	1
u3-na-du11	say	1
im-mi-du8-am3	saw	1
u3-mu-gi4	has returned	1
kin-gi4-a-ka-ni	his messenger	1
he2-eb2-hul2-le	happy	1
he2 -gal2#	this way	1
gesztu2#-ga-na	to his mind	1
he2-na- ni -ib2#-ru#-gu2#	should this made clear	1
ga2-e	myself	1
ga-na	come now	1
_ARAD2	_His servant	1
sza3-ga-ni	his gut	1
ab-hul2-le-en6	happy	1
ur5-e	In	1
sar-ra-bi#	of case	1
im	written document	1
al-gal2	available	1
u3	Then	1
sza3-mu	my gut	1
kal-ga-ni-me-en6	strong I	1
ha-ma-ab-szum2-mu	may he have him give to me	1
lugal-mu	my lord	1
