AKK	ENG	Frequency
d iszkur	Adda	2
zimbir ki	of Sippar	2
d en-lil2	Enlil	2
re-sza-tim	joy	2
sza-at-tim	year	2
el-le-tim	sacred	2
szu-ub-ti-szu-nu	their residence	2
in	in	2
re-szi-sza	its head	2
ar-ba-im	four	2
ba-la-t am	life	2
sza	of	2
lu	indeed	2
_kalam	_country	2
szu-me-ri-im	of Sumer	1
isz-ti-a-at	one	1
li-ib-bu	within	1
i-ze2-ru-ni-in-ni	had become hostile to me	1
ak-ka-di-im	Akkad	1
za-i-ri-ia	of hostile to me	1
ma-at	of land	1
isz-tu	Since	1
na-ap-ha-ar	totality	1
u4-um	day	1
s i-a-tim	distant	1
isz-tu	when	1
i3-nu-szu	At that time	1
a-di	times	1
u2-sze-szi-ib	I to dwell	1
lu	made	1
_iri-iri	_cities	1
qi2-bi-ti-ia	my command	1
a-na	under	1
na-ap-ha-ar	whole	1
as-su-uh2	I tore out	1
in	from	1
le-em-nim	evil ones	1
a-ia-bi	of enemies	1
_suhusz	_foundations	1
8 disz -szu	8	1
u2-te-er	I turned	1
gesz tukul	weapons	1
kar-mi	ruins	1
_du6-du6	_mounds	1
a-du-uk	I slaughtered	1
id-di-isz-szum	he gave to him	1
is-si-a-ni-ma	called	1
e-pe2-sza-am	to built	1
ul-la-a-am	to raise up	1
sza-me-e	heavens	1
s i-ra-am	lofty	1
gi-gu-na-szu	high terrace	1
_u6-nir	_ziggurrat s	1
tu-ur-ra-am	to return	1
asz-ri-szu	its previous condition	1
_bad3_-szu	its wall	1
e-re-ba	to let enter	1
ip-pa-al-su2-ma	looked	1
dam-qu2-tim	excellent	1
bu-ni-szu	his features	1
a-na	at	1
ma-ta2-tim	lands	1
i3-li2	gods	1
ra-bi-um	great	1
be-lum	lord	1
hi-di-a-tim	rejoicing	1
pi2-szu	his utterance	1
ha-di-isz	gladly	1
it-ta-asz-ka-an-szum	having been established for him—	1
u2-wa-e-ra-an-ni	gave me	1
te-er-tam	order	1
ia-ti	me	1
qa2-ti-szu	of his hand	1
e2-babbar	of Ebabbar	1
li-pi2-it	creation	1
szar-ra-am	king	1
hi-du-tim	joyfylly	1
la	cannot	1
i-szi-mu	had decreed	1
ra-bi-a-tim	great	1
szi-ma-tim	destinies	1
szul	_youthful	1
_ur-sag	hero	1
i3-nu-szu	at that time	1
iq-bi-u3	commanded	1
ut-ta-ak-ka-ru	altered	1
_sig4	_brickwork	1
ki-ib-ra-at	of quarters	1
ib-ba-ni-u3	had been constructed	1
me-te-lu-tam	dominion	1
szar-ru-ti-szu	his kingship	1
re-esz	head	1
mu-ul-li	one raises	1
szu2-a-ti	this	1
a-na	For	1
szum-szu	its name	1
du-un-nam	power	1
isz-ru-uk-szum	has given	1
li-ib-bi-im	of heart	1
szu-u2	That	1
asz-ku-un	I executed	1
e-pu-usz	I did	1
t a-bu	was pleasing	1
d utu	to Šamaš	1
u2-te-er	I returned	1
da-mi-iq-tam	favorable	1
t u2-ub	happiness	1
da-ra-a-am	everlasting	1
a-na	To	1
da-an-nam	strong	1
a-na	as	1
e-pe2-sza-am	exercise	1
da-ar	forever	1
ki-ib-ra-at	quarters	1
be-lu-ut	rule over	1
na-ki-ri	enemies	1
ma-asz-ka-asz	slays	1
gesz tukul	_weapon	1
szar-ru-tam	kingship	1
_kalam	_land	1
mu-ki-in-na-at	that makes secure	1
mi-sza-ri-im	of justice	1
_gidri	_scepter	1
i-szu-u2	has	1
la	none	1
sza-ni-nam	rival	1
d lamma_-szu	its guardian genius	1
u2-sze-ri-ib	I caused to enter	1
in	among	1
da-num2	mighty	1
a-na-ku	I—	1
ma-ag-ra-at	find favor	1
it-ti	with	1
qi2-bi2-su2	decrees	1
sza	whose	1
qi2-isz-ti-szu	his gift	1
babila2 ki	of Babylon	1
na-ra-am	beloved	1
in	by	1
i-pu-szu-szum-ma	build for him	1
la	not	1
d utu	by Šamaš	1
im-gu-ru-ma	had been favored	1
ma-am-ma-an la	no	1
mah-ra	former	1
_lugal	_kings	1
in	at	1
ti-bu-ut	levy	1
hi-du-tim	rejoicing	1
u2-ul-li	I raised up	1
i-na	in	1
u2-ul-li	I raised	1
sza-me-e	heaven	1
s i-ra-am	exalted	1
gi-gu-na-szu-	their high terrace	1
_u6-nir	_ziggurrat	1
u2-ud-di-isz	I renovated	1
ra-bi-im	great	1
um-ma-an	of army	1
_sa-tu_-im	mountain	1
al-bi-in	I formed	1
_sig4_-szu	its bricks	1
ma-ha-su2	his cult	1
s i-a-tim	ancient	1
_iri	_city	1
li-ib-bu	middle	1
ma-ti-ia-ma	of my land	1
i3-nu	When	1
LUGAL	king	10
é-zi-da	Ezida	7
ù	and	7
ša	of	4
É	house	4
IBILA	heir	4
d AG	Nabû	3
ki-i-ni	true	3
é-sag-íl	Esagil	3
a-na	to	2
pi-i-ka	your mouth	2
qí-bi-ti-ka	your command	2
d e₄-ru₆-ú-a	of Erua	2
i-lit-ti	offspring	2
reš-tu-ú	firstborn	2
é-sag-íl	of Esagil	2
E KI	of Babylon	2
šar-rat	queen	2
m an-ti-ʾu-ku-us	Antiochus	2
m si-lu-uk-ku	Seleucus	2
KUR KUR	of lands	2
DUMU-šú	his son	2
SAG KAL	supreme	1
pa-ti-qát	who forms	1
ṣi-i-ri	supreme	1
IGI GÁL LA	wisest	1
DINGIR MEŠ	of gods	1
muš-tar-ḫu	proud one	1
ša	who	1
a-na	of	1
ta-na-da-a-ti	praise	1
šit-ku-nu	is worthy	1
IBILA	son	1
šar-ra-at	queen	1
d AMAR UTU	Marduk	1
nab-ni-ti	living creatures	1
bar-sìp KI	Borsippa	1
ma-a-ti	of land	1
ú-šu-uz-zu	triumphant	1
na-ki-ri	enemies	1
UGU	over	1
er-ni-it-ti-ía	of my successes	1
ka-šá-du	achievement	1
a-a-bi-ía	of my foe	1
šu-um-qu-ut	downfall	1
ḫa-diš	favorably	1
qí-bit-su	command	1
la in-nen-nu-ú	unalterable	1
ša	whose	1
ṣi-ir-ti	supreme	1
i-na	At	1
nap-li-is-ma	look upon me	1
ad-de-e	I laid	1
qé-reb	in	1
LUGAL-ú-tu	rule	1
a-na-ku	I	1
ina	with	1
KUR ḫa-at-tim	Hatti	1
ina	in	1
SIG₄ ḪI A	bricks	1
e-pé-eš₁₅	build	1
i-nu-ma	When	1
li-iš-šá-kin	be established	1
el-le-ti	pure	1
LÚ ma-ak-ka-du-na-a-a	of Macedonians	1
SAG KAL	foremost	1
é-sag-íl	for Esagil	1
za-ni-in	provider	1
ŠÁR	of world	1
dan-nu	mighty	1
ŠU-MIN-ía	my hands	1
i-na	using	1
šá	which	1
ina	In	1
d AG	of Nabû	1
É	temple	1
uš-šu	foundations	1
MU 43 KAM	year 43	1
UD 20 KAM	twentieth day	1
ITI ŠE	Addaru	1
ub-bi-il	I brought	1
Ì GIŠ	oil	1
uš-šu	of foundations	1
na-de-e	laying	1
a-na	for	1
ub-lam-ma	I decided	1
al-bi-in-ma	I molded	1
ru-uš-ti	finest	1
li-i-ti	victory	1
MU AN NA MEŠ	years	1
mi-šá-ri	just	1
du-un-qí-ía	my good fortune	1
GIŠ GU ZA-ú-a	my throne	1
li-il-bi-ir	lengthy	1
pa-lu-ú-a	my reign	1
i-na	on	1
GIŠ DA-ka	your tablet	1
ṣi-i-ri	exalted	1
mu-kin	preserves	1
pal-lu-uk-ku	boundary	1
AN-e	of heaven	1
u	and	1
KI-tim	earth	1
i-na	In	1
el-li	pure	1
liš-tak-ka-nu	be constantly established	1
KUR KUR MEŠ	lands	1
MU AN NA-ti-ía	my years	1
TA	from	1
ṣi-it	setting	1
d UTU-ši	of sun	1
a-di	to	1
e-re-eb	rising	1
lik-šu-du	I conquer	1
ŠU-MIN-a-a	my hands	1
man-da-at-ti-ši-nu	their tribute	1
lu-us-ni-iq-ma	inventory	1
SIG₅-tì	good fortune	1
šuk-lu-lu	perfect	1
e-re-bi-ka	your entry	1
é-zi-da	to Ezida	1
a-na	upon	1
li-kun	be secure	1
li-mi-da	many	1
pa-le-e	reign	1
ḫi-rat-su	his consort	1
lu-bi-il	I bring	1
bu-a-ri	prosperous	1
ṭu-ub	of happiness	1
še-bé-e	full enjoyment	1
lit-tu-tu	of great old age	1
lu	may	1
ši-ri-ik-ti	gift	1
LUGAL-ú-ti	for kingship	1
šá	of	1
i-na	in	1
si-lu-uk-ku	Seleucus	1
a-na da-ra-a-ti	forever	1
DUMU	Son	1
ru-bé-e	of prince	1
bu-kúr	son	1
u₄-mi-ía	my days	1
i-na	at	1
li-ri-ku	be long	1
uš-tam-sa-ku	be annulled	1
la	cannot	1
ša	which	1
kit-ti	true	1
man-ti-ʾu-ku-us	of Antiochus	1
e-re-bi-ka	you enter	1
d asar-ri	of Marduk	1
ri-šá-a-tú	jubilation	1
ḫi-da-a-tú	rejoicing	1
i-na	with	1
d a-nu-ti-ka	of your supreme divinity	1
a-na	when	1
f as-ta-ar-ta-ni-ik-ku	Stratonike	1
GAL-ú	great	1
