AKK	ENG	Frequency
is-tap-pa2-ar-ma	he kept on sending	1
ki szubur	of Subartum	1
_en en	_all lords	1
isz-tum	From	1
in	At	1
_sa-tu_-i3	mountin	1
_gal-sukkal	_chief minister	1
a-na	at	1
burunun i7 -tam2	Euphrates River	1
ha-ab-sza-at ki	to Habšat	1
i-gu-us2-ma	He marched	1
ib-tu	he set out	1
pa2-ni-su4	meet him	1
_szu-du8-a_-ma	did capture	1
nu-banda3_-e	lieutenants	1
_idigna i7	Tigris River	1
_1 u la2 1 asz	9	1
isz-ma2-su4-ma	learned of him	1
e3-il-li2-a-am	he ascended	1
_buranun i7 _-tam2	Euphrates River	1
_buranun i7	Euphrates River	1
pu-ti	beside	1
isz-tum	from	1
disz lugal-sa6	Lugal-sag	1
disz DU ki	DU	1
disz d utu-mu-gi4	Utu-mugi	1
_lugal	_kings	1
u-kal2-lim	showed	1
1 u 3 szar u 7 gesz u la2 1 gesz2	118 140	1
2 gesz u 1 u	1210	1
_szunigin szunigin	_grand total	1
3 u 3 asz	33	1
szagina szagina	_generals	1
1 u 3 asz	13	1
2 asz	2	1
i-ik-mi	captured	1
szunigin szunigin	total	1
n	n	1
n	_of n	1
_szunigin szunigin	total	1
1 szar2 n +3 gesz u 5 asz	5405+	1
1 gesz u 3 u la2 2 asz	628	1
2 u la2 3 asz	17	1
ma-la2-su4-nu	as many as there were	1
_szu-nir_-ni-su-nu	their standards	1
_szunigin2	Grand Total	1
szar-ri2	kings	1
u-sa2-ri2-bu-su-nu	bring them in	1
i-ik-mi-su-nu-ma	capture them	1
be-li3-su	his lord	1
il3-a-ba4	of Ilaba	1
_szita2	_mace	1
an-nu-ni-tim	Annunitim	1
d inanna	of Inanna	1
ma-la2-su-nu	All of them	1
_ka2-ka2	_gates	1
ki2-ni-isz-ma	true	1
su-ra-tum	falsehoods	1
u2-ma2	I swear	1
an-nu-ni-tam	Annunitim	1
d inanna	Inanna	1
u-sa-bi-ir	he handed in	1
i3-li-su	of his gods	1
6 asz szagina szagina	_6 generals	1
szaga	_prisoners	1
_szabra-e2	_estate administrator	1
disz ur- d idigna	Ur-Idigna	1
disz ad-da-tur	Addatur	1
disz ba-lu5	Balul	1
uri5 ki	of Ur	1
disz i-sar-ru-um	Išarum	1
_unu ki _-u3	Urukeans	1
disz ur-gidri	Ur-gidri	1
disz |IRIxX| ki	IRIxX	1
disz sipa-de3	Sipade	1
disz lugal-du11-ga-ni-zi	Lugal-duganizi	1
disz x-ad	-ad	1
disz szesz-lu2-x-x	Šešlu-	1
disz nimgir-si	Nimgirsi	1
disz a2 -kal -le	Akale	1
_nibru ki -u3	Nippurians	1
disz nig2-DAGAL	Nig2-DAGAL	1
disz ur- d en#-	Ur-En-x	1
disz tir -ku3	Tirkug	1
disz e2-zi	Ezi	1
_8 gesz u 3 asz	4803	1
_nu-banda3_-u3	captains	1
u3	also	1
3 u 1 asz	31	1
szunigin	Total	1
_mar-tu mar-tu	_of Amorites	1
ugula	foreman	1
disz kin-gi4 -a	messenger	1
disz be-li2-li2	Belili	1
nibru ki	of Nippur	1
_umma ki _-u3	Ummaites	1
disz lugal-sza3-iri	Lugal-šagiri	1
adab ki	of Adab	1
kar	of Kar-	1
disz szu-	Šu-	1
_ensi2 ensi2	_governors	1
iri-sag-rig7 ki	of Irisagrig	1
disz da-da	Dada	1
a-na	To	1
sa-du2-i3	mountain	2
A MU RU	he dedicated	1
a-na	to	1
iš-pu-uk	he heaped up	1
a-na	for	1
im-	they	1
REC169	battle	1
ip-hu-ru-nim-ma	assembled together	1
lu-lu-bi-im ki	of Lullubum	1
si-dur-	Sidur-x	1
da-num2	mighty	1
d na-ra-am- d suen	Naram-Sin	1
ki-gal-ba	socle	1
a-li2-tam2	Upper	1
d en-lil2	Enlil	1
u-kal2-lim	instructed	1
ma-ma-na	to anyone	1
pa2-ni-su	mercy	1
u3-la	not	1
u-ba-al	he did show	1
ti-a-am-tam2	Sea	1
u3	and	1
mu-sar-ra	Inscription	1
sa-pil2- tam2	Lower	1
i-di3-sum6	he gave to him	1
sar-ru-GI	Sargon	1
LUGAL	king	1
KIŠ	of world	1
ra#	Ra-	1
ŠAGINA-su	his general	1
sar# ru-GI	Sargon	1
_a-mu-ru	_he dedicated	1
_dul3_-su	statue of him	1
_szabra	estate administrator	1
_dub-sar	_scribe	1
su4-a-as2-ta2-kal2	Šu’aš-takal	1
ar-ba-im	four	1
ki-ib-ra-tim	of world quarters	1
_lugal	_king	1
ru-i3-su	his friend	1
da-nim	mighty	1
d na-ra-am- d suen	Naram-Sin of	1
na- ' a3-si	life	1
a-na	for	1
d nin-kisz-unu	Ninkišunu	1
a-na	To	1
_a mu-ru	_he dedicated	1
d ba-li2-hi-li2	Balihili	1
a-na	To	1
_ARAD2_-su2	his servant	1
ni-qum ki	of Niqqum	1
_ensi2	_governor	1
_sukkal_-le	of envoys	1
szu	he	1
kar3-szum	Karšum	1
ar-ba-im	four	1
ki-ib-ra-tim	of world quarters	1
_lugal	_king	1
da-num2	mighty	1
d na-ra-am- d suen	Naram-Sin	1
a	not	5
u3	and	4
d inanna	Ištar	2
na-ra-am- d suen	Naram-Sin	2
a-na	for	2
d en-lil2	Enlil	2
_mu_-mi	name	2
u3	or	2
da-nim	mighty	2
-ma	my	1
be-al	lord	1
d suen	Sin	1
i-qa2-bi-u3	He say	1
su4-a	owner	1
su-ku8-un	put	1
_dul3	_of statue	1
an-nu-ni-tum	Annunitum	1
an	An	1
u-ra-pi2-ISZ	increase	1
u-kal2-la-mu-ma	he show	1
pi5-szix SU4 -it	erase	1
_mu_-su-me	‘His name	1
d suen	Sîn	1
na-ka3-ra-am	foreign	1
_lu2_-lam	person	1
i-qa2-bi-u3	say	1
_dul3_-mi-me	my statue’	1
i-sa-ka3-nu-ma	put	1
_mu_-su	his name	1
_dul3	_statue	1
al	upon	1
u-sa-sa3-ku-ma	remove	1
ar-ba-im	four	1
ki-ib-ra-tim	of world quarters	1
_lugal	_king	1
il3-a-ba4	Ilaba	1
d nin-kar-ak	Ninkarak	1
d utu	Šamaš	1
d nin-hur-sag-ga2	Ninḫursaga	1
_gesztu2	_wisdom	1
li-im-du2-ud	block up	1
_i7_-su	his canal	1
d en-ki	Enki	1
u3-se-si-ra	flourish	1
si-ri2-ih-su	his furrows	1
d nisaba	Nisaba	1
d iszkur	Adad	1
i-di3-na-sum4	give	1
_mu	_fame	1
_nita	_male	1
d nin-tu	Nintu	1
_du	_he walk	1
d nergal	Nergal	1
i3-li2-su	his god	1
mah-ri2-isz	Before	1
u-ki2-il	he hold	1
szar-ru-tam2	kingship	1
_gidri	_scepter	1
li-ru-ru-usz	curse him	1
la-mu-tam2	terrible	1
ar-ra-tam2	with curse	1
_szunigin_-su4-nu	their totality	1
in	in	1
ra-bi2-u3-tum	great	1
_dingir	_gods	1
d u-um	Ûm	1
ma-na-ma	Whoever	1
kur	land	3
ma-da	together	2
u3	and	2
bala-a-ri	other side	1
x-x-la ki	-la	1
pu-uš ki	Puš	1
eb-la ki	Ebla	1
ma-ri2 ki	Mari	1
tu-tu-ul ki	Tuttul	1
ma-a-	Ma-	1
ur-gi4-iš ki	Urkiš	1
mu-x-gi4-iš	Mukiš	1
-NI- d iškur	-Adad	1
geš erin	cedars	1
a-bar-nu-um ki	Abarnum	1
a- ab-ba	of sea	1
šubur-ra	Subartu	1
ma2-gan ki	Magan	1
ma-da-bi	its provinces	1
bi ma-da-	its provinces	1
gaba-gaba	shores	1
a-ab-ba	of Sea	1
igi-nim-ma	Upper	1
ma-ha-zu- um ki	Maḫazum	1
d inanna	Ištar	1
ul	not	1
da-num2	mighty	1
d en-ki	Ea	1
in	in	1
ki-ib-ra-tim	world quarters	1
ar-ba-im	four	1
na-e	anyone	1
ir-tim	to repulse	1
i-di3 -šum2	did give him	1
u-sa-sa3-ku-ni	shall remove	1
iš-ku-un	He brought about	1
u3	and	1
KI-GAL	burial mound	1
iš-pu-uk	he heaped up	1
ša	who	1
DUB	inscription	1
su4-a	this	1
d na-ra-am- d suen	Naram-Sin	1
u3	and	4
li-il-qu3-ta2	pluck up	1
su4-nu-ti	those	1
ma-ni-um	Manium	1
_sag-gesz-ra	_he conquered	1
ma2-gan ki	Magan	1
u-sa-ri2-ib	he them brought	1
d en-lil2	Enlil	1
mah-ri2-isz	before	1
i-ik-mi-ma	he captured	1
3 asz	three	1
szar-ri2-su-nu	their kings	1
u3	Furthermore	1
isz-ar-ru	he was victorious	1
REC169-REC169	battles	1
ma2-gan ki	of Magan	1
isz-tu4	after	1
1 asz@c	one	1
_mu	_year	1
in	during	1
REC169	battles	1
1 u@c la2 1 asz@c	nine	1
sza-ir	victor	1
ar-ba-im	four	1
ki-ib-ra-tim	of world quarters	1
_lugal	_king	1
da-num2	mighty	1
_en	_lord	1
_szu	he	1
_sze-numun_-su	his seed	1
d	god	1
li-su2-ha	tear out	1
_suhusz_-su	his foundations	1
a-ga-de3 ki	of Agade	1
_dingir	god	1
d utu	Šamaš	1
u-sa-sa3-ku-ni	remove	1
su4-a	this	1
_dub	_inscription	1
sza	who one	1
mu-ru	_he dedicated	1
_a	it	1
a-na	To	1
du8-a	_captured	1
ib-ni	he created	1
_dul3_-su	statue of himself	1
u-bi2-lam-ma	he brought it	1
_iri ki -su	his city	1
a-ga-de3 ki	Agade	1
a-na	to	1
i-pu-lam-ma	he quarried	1
e-si11-im	stone	1
_na4-na4	_diorite	1
sa-du2-su-nu	their mountains	1
in	In	1
d na-ra-am- d suen	Naram-Sin	1
u3	and	3
a-na	to	2
li-il-qu3-ta2	snatch away	1
szar-ri2-su-nu	enemies’ kings	1
_sag-gesz-ra	_He conquered	1
ma2-gan ki	Magan	1
u-sa-ri2-ib	brought them	1
d en-lil2	Enlil	1
mah-ri2-isz	before	1
i-ik-mi-ma	he captured	1
3 asz	three	1
sza-ir	victor	1
1 u@c la2 1 asz@c	nine	1
_en	_lord	1
1 asz@c	a	1
_mu	_year	1
in	in	1
REC169	battles	1
ar-ba-im	four	1
ki-ib-ra-tim	quarters of world	1
_lugal	_king	1
da-num2	mighty	1
ma-ni-um	Manium	1
in	from	1
du8-a	_captured	1
sza	Whoever	1
li-su2-ha	tear out	1
_suhusz_-su	his foundation	1
a-ga-de3 ki	of Agade	1
_dingir	god	1
d utu	Šamaš	1
u-sa-sa3-ku-ni	removes	1
su4-a	this	1
_dub	_inscription	1
mu-ru	_He dedicated	1
_sze-numun_-su	his seeds	1
_a	statue	1
d	god	1
ib-ni	he created	1
_dul3_-su	statue of himself	1
u-bi2-lam-ma	brought it	1
a-ga-de3 ki	Agade	1
i-pu-lam-ma	He quarried	1
_na4-na4	_diorite	1
sa-du2-su-nu	their mountains	1
d na-ra-am- d suen	Naram-Sin	1
gesz gidri	_scepter of kingship	1
li-il#- qu3-ta2	pluck out	1
d en#-lil2	Enlil	1
u3	and	1
d utu	Šamaš	1
_suhusz_ -su	his foundations	1
li-su2 -ha	tear out	1
sze -numun#_-su	his seed	1
li-il-qu3 -ta2#	pluck out	1
_sze-numun#_- su	his seed	1
_mu-sar-ra	of vessel	1
u3#	and	1
dug	_Inscription	1
sar-ru-gi	Sargon	1
_lugal	_king	1
a-ga-de3 ki	of Agade	1
_sag-gesz-ra	_conquerer	1
unu ki#	of Uruk	1
u-sa-ar#- bi-su	made him great	1
szum- su	his name	1
i-bi2#	called	1
u-sa-za -ku#- ni	who removes	1
u3	and	8
in	in	5
d en-lil2	of Enlil	3
a-ka3-de3 ki	of Agade	3
a-na	for	3
d en-lil2	Enlil	3
ni-si11	of people	3
_lugal	_king	3
d inanna	for Ištar	3
na-ra-am- d suen	Narām-Sîn	3
si-ip-ri2	mission	3
e	not	3
i3-nu	when	2
il3-a-ba4	of Ilaba	2
a-bi2	father	2
na-ra-am- d suen	of Narām-Sîn	2
da-num2	mighty	2
d inanna	Ištar	2
in	on	2
_dug	pithos	2
1 barig	1 barig	2
_mu	_name	2
_di-ku5	_verdict	1
in	by	1
an-nu-ni-tim	for Annunitum	1
i3-li	of gods	1
in	with	1
tu-ku8-un-ti	battle	1
gesz tukul_-ki2	weapons	1
d inanna	for Inanna	1
li-im-du2-ud	block up	1
i3-a-ba4	of Il-aba	1
i-ta2-kir-ma	became hostile	1
_sag-gesz-ra	_he conquered	1
ti-a-am-tim	of sea	1
qab2-li	middle	1
ma2-gan ki	Magan	1
i-bi-ir-ma	he crossed over	1
is-ma2-su4-ma	he heard	1
_bala-ri	_other bank	1
be-li2-su	his lord	1
u3	Further	1
isz11-ku8-un	he accomplshed	1
lugal-gi	Šarru-kīn	1
an -du-ra-ar-su-nu	their freedom	1
isz11-ar	he vanquished	1
mu-sza-li2-il-su-nu	their plunderers	1
_kaskal	_campaign	1
i-na	on	1
ki-ib-ra-tum8	world quarters	1
im-hu-ru-nim	confronted him	1
an-nim	Anum	1
mu-ki-in	who made firm	1
buranun i7 -tim	Euphrates	1
ir-ni-na	of Irnina River	1
bu2-ra-at-tim	of sources	1
_maszkim-gi4	_guardian	1
_szagina	_general	1
_ensi2	_administrator	1
pa4-szesz	priestly	1
mu-su-s i	who sends out	1
an-nu-ni-tim	Annunitum	1
d inanna	with Ištar	1
mu-ta -wi	who consults	1
ar-ba -im	four	1
ki-ib-ra -tim	of world quarters	1
szum-su	his name—	1
si-ip-ri2	Mission	1
in	On	1
_suhusz suhusz	_foundations	1
du2-un-nim	strength	1
i-kir-ni-su4-ma	became hostile to him	1
sar in sar-ri2	among kings	1
is-ti-ni-isz	together	1
ar-ba-um	four	1
ti-a-am-tim	Sea	1
ka3-lu5-ma	all	1
i-mu-ru	had seen—	1
la	ever	1
ma-na-ma	none	1
is-ti-ni-isz	all together	1
ka3-la	all	1
ar-ba-im	four	1
ki-ib-ra-tim	of world quarters	1
na-ka3-ar	becoming hostile	1
si-ki-ti	establishing	1
da-ar	all time	1
isz-tum	which since	1
sza	that	1
szar-ri2	kings—	1
gesz tukul_-ki2-su	his weapons	1
s e2-ra-at	lead-rope	1
sa-pil2-tim	Lower	1
u-ki2-il	he hold	1
il3-a-ba4	Ilaba	1
d suen	Sîn	1
d utu	Šamaš	1
d nergal	Nergal	1
d u-um	Ūm	1
d nin-kar	Ninkarrak	1
i3-lu	gods	1
ra-bi2-u3-tum	great ones	1
_szu-nigin2_-su-nu	their totality	1
ar-ra-tam2	with curse	1
la-mu-ut-tam2	terrible	1
li-ru-ru-us2	they curse him	1
_gidri	_scepter	1
a-na	on behalf	1
sar-ru14-tam2	kingship	1
an-nu-ni-tum	Annunītum	1
iri_-su	of his city	1
_i7_-su	his canals	1
d en-ki	Ea	1
u-su-si-ra	they let flourish	1
pi-ri2-ih-su4	his young shoots	1
d nisaba	Nisaba	1
d iszkur	Adad	1
_sar	of gardens	1
is -ba-at	he take	1
ra-bu-ut	greatness	1
i-di3-na-sum6	they give to him	1
a	not	1
_nita	_male	1
d nin-tu	Nintu	1
d nin-hur-sag	Ninhursag	1
an	Anum	1
i-qa2-bi3-u3	he say	1
_i3-luh	_he washed	1
la	not	1
ba-la-t i2-su	his life	1
nibru ki	Nippur	1
a-na	to	1
kur-ku-du3	_of capacity	1
_dug	pithos vessel	1
i-di3-nu-sum6	he did give him	1
e-er-tim	to repulse him	1
ma-na-ma	Whoever	1
na-e	anyone	1
i-di3-nu	he gave	1
qa2-ti-is-su	his hands	1
sa3-ki-ka3-am	with silt	1
i-di3-nu-ma	did give	1
_di-ku5_-su	verdict for him	1
_a mu-na-ru	_he dedicated	1
_szagina_-ni	general	1
su-ku3-un	place	1
_lu2 gir5	_foreigner	1
_mu_-mi-mi3	my name	1
pi-szi2-it -ma	erase	1
_mu_-su-me	‘His name	1
u-kal-la-mu-ma	he incite	1
sza-ni-am	person	1
_lu2_-lam	another	1
u3	or	1
u-sa-sa3-ku-ma	remove	1
i-qa2-bi-u3	he say	1
kur-ku-du3_-ni-mi3	my of capacity’	1
i-sa-ka3-nu-ma	he place	1
_mu_-su	his own name	1
kur-ku-du3	_capacity	1
al	upon	1
da-num2	mighty—	1
d en-lil2	Enlil	3
_lugal	_king	2
i3-li	of gods	2
a-na	to	2
d szar-ka3-li2-szar3-ri2	Šar-kali-šarri	1
ma-na-ma	Whoever	1
_mu_-su	his name	1
u-sa-sa3-ku-ma	shall remove	1
d en-lil2	of Enlil	1
_e2	_temple	1
si-t i3-ir-ti	my inscription	1
e3-la-kam	he would go	1
i-za-az	he would stand	1
al-su	beside him	1
nibru ki	Nippur	1
a-bi2-su	his father	1
mah-ri2-isz	before	1
_dumu	_son	1
da-di3-su	his beloved	1
i-sa2-ka3-nu-ma	place	1
szar-ka3-li2-szar3-ri2	Šar-kali-šarri	1
na-ak-ri2-im	stranger	1
na-ab-sze3-i-su	his storehouse	1
_|DU DU|_-ta	Written	1
li-il-qu3-ta2	pluck up	1
_sze-numun_-su	his seed	1
li-di3-na	decide	1
di-in-su	his case	1
x-ra-bu-szu	shall	1
in	in	1
_mu	_name	1
lu	who	1
u3	or	1
i-qa2-ab-bi-u3	shall say	1
su-t ur	write	1
su-mi	my name	1
su-si2-ik	remove	1
sar-ra	base	1
szar-ka3-li2-szar3-ri2 d	Šar-kali-šarri	1
u3	and	3
d en-lil2	of Enlil	2
_dumu	_son	1
in	in	1
en-lil2 d	of Enlil	1
da-num2	mighty	1
_lugal	_king	1
a-ga-de3 ki	of Agade	1
bu3-u2-la-ti	of subjects	1
ba-dim2	builder	1
e2-kur	of Ekur	1
_e2	_temple	1
sza	one	1
nibru ki	Nippur	1
da-di3	beloved	1
_dub	_inscription	1
su4-a	this	1
u-sa-sa3-ku-ni	remove	1
d en-lil2	Enlil	1
d utu	Šamaš	1
_suhusz_-su	his foundations	1
li-su2-ha	tear out	1
_sze-numun_-su	his seed	1
li-il-qu3-ta2	pluck up	1
d szar-ka3-li2-szar3-ri2	Šar-kali-šarrī	1
DUMU MUNUS-su	his daughter	1
zimbir ki	Sippar	1
in	in	1
d utu	of Šamaš	1
EN-na-at	entu-priestess	1
šum-ša-ni	Šumšani	1
ar-ba-im	four	1
ki-ib-ra-tim	of world quarters	1
LUGAL	king	1
na-ra-am- d suen	Naram-Sin	1
u3	and	4
na-ra-am- d suen	Naram-Sin	3
LUGAL	king	3
a-ka3-de3 ki	of Agade	3
d nin-gublaga	Ningublaga	2
šubur ki	of Subartum	2
a	not	2
a-di3-ma	up to	2
a-na	to	2
sar	king	1
i-li2-ik-ma	went	1
i-li2-ik	undertaken	1
la	no	1
ma-na-ma	ever	1
sar-ri2	kings	1
in	among	1
DU	he walk	1
su4-a	such	1
ma-hi-ra	rival	1
KASKAL ki	campaign	1
i-li2-ku	he went—	1
tal-ha-dim ki	Talḫadim	1
i3-nu	when	1
u3	Further	1
geš erin	of Cedar	1
geš TIR	Forest	1
KALAM	country	1
pa2-ra-ah-šum2 ki	Parahšum	1
ka3-li2-sa-ma	all	1
elam ki	of Elam	1
KALAM	country of	1
d inanna	Ištar	1
EN EN	lords	1
la	not	1
su4-a	this	1
i-li2-su	his god	1
mah-ri2-iš	Before	1
i3-di3-na-sum6	they grant to him	1
MU-su	name for himself	1
NITA-su	His male	1
li-il-qu3-ta2	pluck up	1
ŠE NUMUN-su	his seed	1
li-su3-ha	tear out	1
SUHUŠ-su	his foundations	1
d utu	Šamaš	1
DUL	of statue	1
id-di3-sum6	did give him	1
be-al	owner	1
u-sa-sa3-ku-ni	shall remove	1
DUB	inscription	1
ša	who	1
A MU RU	dedicated	1
u-sa-ri2-bu	brought in	1
NINDABA-su-nu	their offerings	1
a-li2-a-tim	Upper	1
KUR KUR	of Lands	1
ENSI ENSI	governors	1
sa-pi2-ir	commander	1
DUMU MUNUS-su2	his daughter	1
d suen	of Sin	1
BALAG DI	harpist	1
li-pu-uš-ia3-a-um	Lipuš-ia um	1
tu-tu ki	of Tutu	1
ENSI	governor	1
na-bi2-ul3-maš	Nabi-Ulmaš	1
da-nim	mighty	1
na-ra-am- d suen	of Naram-Sin	1
DUMU	son	1
_a mu-ru	_dedicated	1
uri2 ki	Ur	1
u3	and	1
unu ki	of Uruk	1
_sag-gesz-ra	_conqueror	1
ki a-ga-de3	of Agade	1
_lugal	_king	1
szar-ru-gi	Sargon	1
d	god	1
a-na	To	1
_dumu-munus_-su	his daughter	1
uri5 ki	Ur	1
in	in	1
d suen	of Sin	1
_en	_entu-priestess	1
d nanna	_of Nanna	1
_dam	spouse	1
_zirrux	zirru priestess	1
en-men-an-na	Enmenana	1
ar-ba-im	four	1
ki-ib-ra-tim	of world quarters	1
_lugal	_king	1
d na-ra-am- d suen	Naram-Sin	1
lagaš ki	of Lagaš	1
ensi2	governor	1
DUB SAR	scribe	1
lugal-ušumgal	Lugal-ušumgal	1
ar-ba-im	four	1
ki-ib-ra-tim	of world quarters	1
LUGAL	king	1
a-ga-de3 ki	of Agade	1
DINGIR	god	1
da-num2	mighty	1
d na-ra-am- d suen	Naram-Sin	1
u3	and	3
d en-lil2	Enlil	2
li-il-qu3-tu	pluck up	1
in	in	1
szar-ka3-li2-szar3-ri2	Šar-kali-šarrī	1
da-num2	mighty	1
_lugal	_king	1
a-ga-de3 ki	of Agade	1
ba-dim2	builder	1
e2-kur	of Ekur	1
_e2	_temple	1
d en-lil2	of Enlil	1
sza	one	1
nibru ki	Nippur	1
_sze-numun_-su	his seed	1
_dub	_inscription	1
su4-a	this	1
u-sa-sa3-ku-ni	remove	1
d utu	Šamaš	1
d inanna	Ištar	1
_suhusz_-su	his foundations	1
li-su2-hu	tear out	1
u-kal2-lim	instructed	1
ARAD2-su2	his servant	1
DUB SAR	scribe	1
ur-mes	Urmes	1
ar-ba-im	four	1
ki-ib-ra-tim	of world quarters	1
LUGAL	king	1
na-ra-am- d suen	Naram-Sin	1
gu-ti-im	of Gutium	2
u3	and	2
_dingir	_god	1
da-num2	mighty	1
_lugal	_king	1
ib-ni-ma	he created	1
sza	one who	1
_dub	_inscription	1
su4-a	this	1
u-sa-sa3-ku-ni	remove	1
u3	or	1
szum-su	his name	1
i-sa-t a-ru	write	1
_a mu-ru	_dedicated	1
i-si-ir	succeed	1
d inanna	Ištar	1
d suen	Sin	1
_suhusz_-su	his foundations	1
_sze-numun_-su2	his seed	1
li-il-qu3-ta2	pluck up	1
li-su2-ha	tear out	1
u3	Further	1
_kaskal ki	campaign	1
_-x-su2	his	1
a	not	1
la- ' a3-ra-ab	La- ' arab	1
_a mu-ru	_he dedicated	1
elam ki	of Elam	1
_nam-ra-ak	_booty	1
in	from	1
_sag-gesz-ra_-ni	he conquered	1
pa2-ra-ah-szum2 ki	Paraḫšum	1
u3	and	1
elam ki	Elam	1
i3-nu	when	1
_kisz	_of world	1
_lugal	_king	1
ri2-mu-usz	Rimuš	1
d suen	Sin	1
a-na	To	1
mu-na-ru	dedicated	1
szabra-e2-ka-ni	her estate administrator	1
isz-t up-dingir	Išṭup-ilum	1
en-men-an-na-ka-sze3	Enmenana	1
nam-ti	for life	1
ki -ka-sze3	of	1
a-ga-de3	Agade	1
dingir	god	1
na-ra-am- d suen d	of Naram-Sin	1
nam-ti	life for	1
a-sug-gesz-du3-a-ka-ra	of Asuggešdua	1
d nin-gubalag	To Ningubalag	1
u3	and	26
_kalam ki _-su	its territory	20
a-di3-ma	as far as	3
tu-tu-usz-sze3 ki	Tutušše	2
szubur ki	of Subartum	1
a-li-we ki	Aliwe	1
x -im -ul ki	x-imul	1
x-uh3 -hu ki	x-uḫḫu	1
HAR -a-num2 ki	ḪAR-anum	1
gal -asz2 ki	Galaš	1
HAR-ba-ak ki	ḪAR-bak	1
_kalam ki	land	1
