AKK	ENG	Frequency
m d 30-ŠEŠ MEŠ-⸢SU	of Sennacheri b	1
ki-ma	as	1
ma-ḫa-zi	for cult centers	1
⸢ú-šam⸣-qí-tú	c u t down	1
za-ʾi-i-ri-ia	my enemies	1
ú-sa-at	deeds	1
SIG₅	good	1
i-pu-šú-u-ni	performed	1
ṭa-biš	gladly	1
ú-še-šib-u-in-ni	placed me	1
⸢ina⸣	o n	1
GIŠ GU ⸢ZA⸣	thro ne	1
LUGAL-u-ti	royal	1
AD	of father	1
DÙ-ia	who had engendered me	1
ša	to	1
za-na-an	providing	1
šuk-lul	completing	1
i-na-ru	killed	1
eš-re-e-ti	sanctuaries	1
šu-te-šur	putting in order	1
⸢pe-lu⸣-de-e	p ell udû-rites	1
ka-a-a-an	constantly	1
kar-šú-u-a	thought	1
uš-ta-da-na	I gave	1
áš-rat	sanctuaries	1
DINGIR MEŠ	of gods	1
EN MEŠ-ia	my lords	1
áš-te-ʾe-e-ma	I was assiduous towards	1
mim-⸢ma	whatev er	1
DINGIR -⸢ti⸣-šú-nu	their divinit y	1
GAL-ti	great	1
DÙG GA	suitable	1
a-a-bi-ia	my foes	1
it-ta-nar-ru-un-ni-ma	guided me	1
uš-ṭib-bu	made pleasing	1
dan⸣-nu	s trong	1
UGU	in	1
gi-mir	all	1
ma-ti-tan	of lands	1
m AN ŠÁR-DÙ-IBILA	Ashurbanipal	1
kib-rat	of quarters	1
LÍMMU-tim	four	1
m d *aš*-šur*-ŠEŠ-SUM NA	of Esarhaddon	1
e-pe-še	do	1
LUGAL⸣	k ing	1
la	no	1
šá-na-an	rival	1
ŠÀ BAL BAL	descendant	1
m LUGAL-GI NA	of Sargon	1
⸢LUGAL	ki ng	1
ina	At	1
AMA	mother	1
ina bi-rit	among	1
AD	father	1
ki-ma	like	1
LUGAL-u-ti	king	1
iḫ-ši-ḫu	desired	1
ut-⸢tu⸣-un-ni-ma	chose me	1
maš-ši-ia	my brothers	1
d nusku	Nusku	1
SAG	beginning	1
d U GUR	Nergal	1
d nin-urta	Ninurta	1
d UTU	Šamaš	1
d EN	Bēl	1
⸢ul⸣-tu	a f ter	1
LUGAL-u-ti-ia	of my kingship	1
a-na-ku	I	1
lu-ú	or	6
KI MAḪ	tomb	4
a-na	to	3
u	or	3
ina	in	3
šu-a-ti	this	3
ù	and	2
NUN	prince	2
LÚ šak-nu	governor	2
šá	who	2
KUR	land	2
e-ṣe-et-ti	bone	2
a-šar-šú	its position	2
d AMAR UTU	Marduk	2
EN	lord	2
GAL-ú	great	2
da-a-a-nu	judge	2
šá	of	2
la	not	2
m AN ŠÁR-NIR GÁL-DINGIR MEŠ	Aššur-etel-ilāni	1
KUR aš-šur	Assyria	1
ul-tu	from	1
re-e-mu	pity	1
ṣu-lul-šú	his protection	1
KUR aš-šur	of Assyria	1
LUGAL	king	1
šá⸣	whom	1
ṭa-a-bu	good	1
É- m da-kur	Bīt-Dakkūri	1
e-li-ka	over you	1
li-iš-⸢kun⸣	establish	1
m da-ku-⸢ru	Dakkurian	1
⸢MU⸣-ka	your name	1
NUMUN-⸢ka	your descendant	1
GÍD DA MEŠ	long	1
lu-ur-⸢rik⸣	lengthen	1
pa-le-e-ka	your reign	1
BÀD-šá-la-di-ni	Dūru-ša-Ladīni	1
ú-bil-la-áš-šum-ma	brought	1
ú-šá-aṣ-li-lu-šú	laid to rest	1
man-nu	Whoever	1
É-šú	his home	1
at-ta	you	1
lu-ú	whether	1
LÚ šá-pi-ru	commander	1
ina qé-reb	inside	1
iš-šak-ka-nu	is appointed	1
a-na	For	1
u₄⸣-me-⸢ka	your	1
KUR-šú	his country	1
ta-ḫa-aṭ-ṭu	do harm	1
ú-ṣur	look after	1
ṣi-il-li	protection	1
ṭa-a-bi	good	1
e-li-šú	over it	1
tu-ru-uṣ	extend	1
ba-la-ṭu	life	1
nap-šat-su	his life	1
a-na	for	1
mit-ḫur-ti	opposing forces agree	1
na-an-nab-šú	his seed	1
i-na	from	1
pi-i	mouth	1
UN MEŠ	of people	1
li-ḫal-liq	make disappear	1
d AG	Nabû	1
sa-ni-iq	who makes	1
u₄-me-⸢šú	of his days	1
NUMUN-šú	his descendant	1
GÍD DA⸣ MEŠ	number	1
mi-na-a-ta	cut	1
⸢li-kar-ri⸣	short	1
d U GUR⸣	Nergal	1
ina	from	1
di-iʾ	malaria	1
šib-⸢ṭu⸣	plague	1
šag-⸢ga⸣-áš-ti	slaughter	1
NUNUZ-šú	his offspring	1
MU-šú	his name	1
u₄-me	time	1
ib-ba-áš-šu-ú	appears	1
ṣa-a-ta⸣	all	1
lik-⸢ru -bu	bless	1
šum-ma	if	1
šu-ú	that	1
LÚ šá-pi-ru	commandant	1
i-gam-mi-il	spare	1
GÌR NÍTA	governor	1
i-ḫa-aṭ-ṭu-ú	harms	1
i-šem-mu-ú	he listens	1
ú-nak-ka-ri	changes	1
a-šar	place	1
šá-nam-ma	another	1
i-leq-qu-ú	taking	1
ù	or	1
man-ma	another person	1
le-mut-tum	wicked things	1
ú-šad-ba-bu-šú-ma	incites him	1
UTU-ib-ni m d	Šamaš-ibni	1
É	temple	5
ina	in	4
MU-šú	his name	4
d AG	Nabû	4
d taš-me-tum	Tašmētu	3
it-ti	with	3
šú-a-tú	that	3
d PAPNUN	Tašmētu	3
MU SAR-e	object	2
ši -⸢ṭir⸣	inscribed	2
še-me-e	auspicious	2
u₄-me	day	2
la	does not	2
la-ba-riš	old	2
AN ŠÁR	Aššur	2
ši-ṭir	inscribed	2
ITI	month	2
d AMAR UTU	Marduk	2
LUGAL	king	2
aš-šur-i-ti	Assyrian	2
a-a	not	2
d iš-tar	of Ištar	2
GAL MEŠ	great	2
DINGIR MEŠ	gods	2
LUGAL MEŠ	kings	2
lìb -⸢bi⸣-ia	my hear	1
e-pe-eš	to build	1
ub-la	wanted	1
áš-ri-šú-nu	their places	1
lu-ḫal-li-qu	make disappear	1
muš-te-eʾ-u	assiduous towards	1
pa-liḫ	who reveres	1
KUR AN ŠÁR KI	of Assyria	1
ŠÚ	of world	1
m d 30-LUGAL-GAR-un	Sîn-šarra-iškun	1
ib-ba-ši-ma	conceived	1
ka-kù-gal-lu-ti	of incantation priest	1
ina	According to	1
ina	with	1
UŠ₈-šú	its foundations	1
ul-tu	from	1
ḫur-šá -⸢niš⸣	as mounta in	1
ú-zaq-qir	made as high	1
uš-mal-li -ma	I filled in	1
tem-me-en-ši	its foundation	1
NA₄ pi-i-li	limestone	1
uz-nu	attention	1
GIŠ ḪUR-šú	its plan	1
ši-pir	craft	1
ina	according to	1
DÙG ⸢GA⸣	favorab le	1
maḫ-ri-ti	former	1
MAŠ KÁN-šú	its site	1
ina	on	1
la-bir-tú	original	1
a-na-ku	I	1
⸢É⸣	temple	1
iš-ku-nu	they pay	1
e-pu-uš	had built	1
m d IŠKUR-ERIM TÁḪ	Adad-nārārī	1
⸢e⸣-na-aḫ-ma	it became dilapidated	1
e-pu-uš	built	1
m mu tak-kil- d nusku	of Mu takkil-Nusku	1
A	son	1
m d ⸢aš-šur-SAG -i -ši	Aššur-rēša-iši	1
e-na-aḫ-ma	became dilapidated	1
AN ŠÁR	of Aššur	1
m šam-ši- d IŠKUR	of Šamšī-Adad	1
É	of temple	1
DÙ	builder	1
m d ⸢sál⸣-ma-nu-MAŠ	Sha lmaneser	1
šá	which	1
bal⸣- til KI	B altil	1
qé-⸢reb	inside	1
šá	that	1
d AG	Nabû of	1
DUMU	son	1
e-pu-uš-⸢ma	built	1
ul	did not	1
sur-qé-ni	strewn offerings	1
iḫ-su-su-nim-ma	did think about	1
la	not	1
gaba-dib-bi-šú	its crenellations	1
DÙ-eš	building	1
maḫ-ri-ia	before me	1
a-li-kut	who came	1
AD MEŠ-ia	my ancestors	1
i-maḫ-ḫa-ru	they received	1
e-na⸣- aḫ-ma	it became dilap idated	1
áš-bu-ma	took up residence	1
AG d	Nabû	1
qaq-qa-riš	level with ground	1
i-te-me	became	1
il-lik-ma	it fell	1
ni-du-tú	disrepair	1
UD MEŠ ma-aʾ -du-ti	lo ng time	1
ul-tu	For	1
a-di	to	1
ul-tu	of	1
ar-ṣip	I built	1
liš-kun	place	1
šá	who	1
i-šem-mu-u	hear	1
ik-ri-bi-šú	his prayers	1
d ⸢zar⸣-pa-⸢ni⸣- tum	Za rpanī tu	1
d ⸢AG⸣	Na bû	1
d NIN LÍL	Mullissu	1
⸢li⸣-iq-qí	make	1
MU-⸢ia⸣	my name	1
ni-qa-a	an offering	1
lip-šu-uš	anoint	1
Ì GIŠ	with oil	1
li-mur-ma	May he find	1
MU-ia	my name	1
MU SAR-ú	object	1
lu-ud-diš	renovate	1
MU SAR-u	object	1
ú-nak-kar-ú-ma	removes	1
in-na-⸢ḫu⸣-ma	becomes dilapidated	1
iš-mu-ú	heed	1
ina	from	1
NUNUZ-šú	his offspring	1
NUMUN-šú	his seed	1
⸢li⸣-ru-ru-šú-ma	they curse him	1
ag-giš	angrily	1
su-up-pi-šu	his supplications	1
iz-zi-zu-ma	be present	1
i-šak-ka-nu	place	1
ni-iš ⸢ŠU II-šú⸣	h is pra yers	1
a-na	for	1
d zar-pa-ni-tum	Zarpanītu	1
d NIN ⸢LÍL⸣	Mullis su	1
i-šaṭ-ṭa-ru	write	1
šu-mi	my name	1
ù	and	1
an-ḫu-us -⸢su⸣	it s dilapidated section	1
e-nu-ma	when	1
ú-šak-lil	completed	1
qé-reb-šú	inside it	1
⸢reš⸣-tu-u-ti	prime quality	1
GU₄ MAḪ-ḫi	prize bulls	1
da-ra-a-ti	eternal	1
BÁRA	dais	1
ú-šar-me	made them dwell	1
ú-še-rib-ma	I made enter	1
DÙG GA	favorable	1
ma-ru-u-ti	fattened	1
KUR	land	1
ú-še-ṣa -am-ma	I brought out	1
EN MEŠ -ia	my lord s	1
ú-nam-mir	made shine	1
u₄-me	daylight	1
ki-ma	like	1
-ia	my	1
GUKKAL MEŠ	fat-tailed sheep	1
zi-i-bi	food offerings	1
DUMU MEŠ -⸢ia⸣	m y descendants	1
ḫa-diš	with pleasure	1
ina	one of	1
EGIR-u	future	1
NUN	ruler	1
LUGAL-u-ti	my kingship	1
ik-tar-ra-bu	constantly blessed	1
ip-pal -⸢su⸣-ma	looke d upon	1
SIG₅ MEŠ	good	1
qa-áš-du-ti	pure	1
ep-še-ti-ia	my deeds	1
é-kur-ri	temple	1
qé-reb	inside	1
uš-par-zi-ḫa	I lavishly provided	1
aq -⸢qí⸣-ma	I offe red	1
EN MEŠ-ia	my lords	1
ina ma-ḫar	before	1
ina u₄-mi-šú-ma	At that time	1
MAN	king	7
u	and	5
ina	in	3
šá	who	3
ina	among	3
GÌR NÍTA	governor	2
DINGIR MEŠ	gods	2
ina	with	2
DINGIR MEŠ	of gods	2
GAL MEŠ	great	2
i-di	side	2
ša	whose	2
a-na	to	2
ŠÚ	of world	2
la	cannot	2
la	does not	2
ina	from	2
ge-ru-šá	opponent	1
d 15 MEŠ	goddesses	1
ib-šú-u	exist	1
UD MEŠ	storm-demons	1
i-šu-u	have	1
za-ʾi- ri	fo es	1
ra-ki-pat	who rides	1
áš-ṭu-ti	unyielding	1
⸢ka-bi-sa-at	who treads on	1
mu-nak-ki-pat	who gores	1
ed-da	pointed	1
qar-na-šá	horns	1
šá	whose	1
šá -qu-⸢tú⸣	lo ft y	1
ri-im*-tú	wild cow	1
d EN LÍL-u-ti	of supreme power	1
pi-⸢qí⸣-ti	res po nsibility	1
sa-par-šá	whose net	1
giš-par-ri-šá	whose snare	1
šu-par-ru-ru	widespread	1
tu-šak-ni- šú	makes bow do wn	1
a-li-kàt	who goes	1
TI LA	good health	1
qa-⸢i⸣- šat	gran ts	1
na-piš-ti	life	1
⸢na⸣-ṣi-rat	who p rotects	1
ik-ri-bi	prayers	1
še-⸢ma-at⸣	he ar s	1
un-ni-ni	supplications	1
le-qát	who accepts	1
réme-ni-tum	merciful one	1
⸢an⸣-tum	A ntu	1
ni -ri-ša	her yo ke	1
DÙ-ši-na	all	1
a-na	for	1
KUR KUR	of lands	1
ta-bé-lu-ma	rules over	1
⸢ka⸣-la	of ev erything	1
nap-ḫar	totality	1
le-ʾu-ú-ti	of capable	1
i -na	t o	1
na- ki-ru	ene mies	1
ip-pa-raš-ši-du	escape	1
la	do not	1
⸢šu⸣-qu-ru-ti	valuable	1
šu-nu-⸢ul⸣-lu	is la i d	1
a-a-bi	enemies	1
ta-me-ḫat	who grasps	1
áš-kun-ma	put	1
d a-num	of Anu	1
za-aʾ-⸢nat⸣	is endo w ed with	1
be-let	lady	1
d ZÍB	very competent	1
DINGIR-⸢us-sa⸣	divinity	1
šur-ba-a-ta	greatest	1
be-lut-sa	lordly majesty	1
šu-tu-qát	most outstanding	1
da-ád-me	of settlements	1
⸢kul ⸣-lat	a ll	1
šur-bu-tú	supreme	1
be-el-tu	lady	1
nam-ri-ri	awe-inspiring radiance	1
ma-lat	filled	1
ku-uz-bu	sexual charm	1
mim-ma	of things	1
ta-na-da-a-ti	of praise	1
d iš-tar	Ištar	1
šar-ra -⸢a⸣-ti	of que ens	1
šar-⸢rat⸣	que en	1
i-lá-a-ti	of goddesses	1
šá-ru-uḫ-tum	most splendid	1
d GÉŠ U	Anunnakū	1
d í-gì-gì	Igīgū	1
e-tel-lat	pre-eminent one	1
ṣir-tu	exalted	1
ru-ba-tu	ruler	1
LÍL⸣ d ⸢NIN	s u Mul lis	1
DÙ	all	1
šá	that	1
GARZA MEŠ	divine offices	1
šá-qu-ú	exalted one	1
ḫa-mì-mat	who has gathered to herself	1
LUGAL	of king	1
ut-tak-ka-ru	be altered	1
in-nen-nu-ú	be changed	1
⸢qí⸣-bit-sa	command	1
DINGIR ⸢MEŠ⸣	of gods	1
AMA	mother	1
ši-ma-a-ti	fates	1
mu-šim	who decrees	1
⸢KI⸣-tim	net herworld	1
AN-e	of heaven	1
LUGAL	king	1
LÍL ⸢LÁ⸣ d ⸢EN⸣	of E nli l	1
paṭ	territory	1
ḫi-rat	wife	1
gis-gal-la- šá	place	1
šur-šú-du	is firmly founded	1
rap-šu-ti	wide	1
AN-e	heavens	1
šá	who se	1
KÙ MEŠ	bright	1
bu-ru-um-me	of firmament	1
⸢mar⸣-kas	bond	1
ṣa-bi-ta-at	who holds	1
qaq-qa-ri	netherworld	1
šá-ma-⸢me⸣	of heav e n	1
ṣi-it pi-i -šá	whose pronoun cements	1
ú-še-⸢zi⸣- bu	resc ues	1
mi-gir-i-šá	her favorite	1
ina	With	1
ki-šit-ti	triumph	1
da-na-ni	strength	1
li-i-ti	victory	1
a -a-bi-ia	my en emies	1
a-ta-tab-⸢lak⸣- kat	I constantly over come	1
tal-li-⸢ki⸣	you marc h	1
i-da-a-a	at my side	1
ar-ki-ki	after you	1
at-ta-lak	I follow	1
GAL-ti	great	1
tukul-ti -⸢ki⸣	yo ur support	1
lil-li-ku	walk	1
ga-re-ia	my foes	1
Á II-a-⸢a⸣	at my side	1
ZI -⸢tim	lif e	1
mu-šal-⸢li⸣- mat	that prese rves	1
me-⸢šá⸣-ri	ju s t	1
d LAMMA	lamassu	1
na-ṣi-ru	protective	1
dum-qí	good	1
d ALAD	šēdu	1
DÙ-ia	who had engendered me	1
⸢AD⸣	of fat her	1
GIŠ GU ZA	throne	1
ina	on	1
EDIN	over	1
ŠU II	me	1
šur-šú-diš	firmly	1
ip-pal-su-in-ni-ma	looked upon me	1
ki-du-de-e	kidudû-rites	1
par-ṣe	cultic rites	1
ma-ḫa-zi	cult-centers for	1
za-⸢na⸣-an	pro v ide	1
eš-re-e-ti	sanctuaries	1
šuk-lul	complete	1
ṣir-te	exalted	1
qí-bi -⸢ti⸣-ki	your comman d	1
ina	At	1
iq-bu-u	commanded	1
ni-iš IGI II-šú-nu	their glance	1
SIG₅ MEŠ	benevolent	1
tu- šá-zi-zi-in-ni	You allowed to stand	1
d NIN LÍL	Mull issu	1
AN ŠÁR	Aššur	1
iš-re-e-te	shrines	1
da-ru-te	everlasting	1
UD MEŠ	days	1
ana	for	1
taq-bi-i	you commanded	1
LUGAL-u-ti-ia	my kingship	1
e-peš	exercising	1
ut -tak⸣-ka-ru	be changed	1
⸢la	cannot	1
šá	which	1
⸢tu⸣- še-ši-bi-in-ni	y ou had me placed	1
UGU- ia	over me	1
ša	who	1
a-na-ku	I	1
GEŠTU II-šú	who se mind	1
be-lut-ki	to your lordly majesty	1
ú-ṣal-lu-u	made appeals	1
ú-ša-pu-ma	made resplendent	1
ni-ri-ki	your yoke	1
šá-ʾi-iṭ	who pulls	1
⸢mut⸣-nen-nu-u	p io us	1
ŠU II- ki	your hands	1
ti-ri -iṣ	to whom are stretc hed out	1
KUR AN ŠÁR KI	of Assyria	1
m AN ŠÁR-DÙ-⸢A⸣	Ashurbanipal	1
GAŠAN-ia	my lady	1
qí-šá-a-ti	gifts	1
GAL-tu	great	1
GAŠAN	lady	1
šu-bat	dwelling	1
KÙ	holy	1
⸢URU⸣	ci ty	1
NINA KI	in Nineveh	1
a-ši-bat	who resides	1
pa- liḫ -šá	who re veres her	1
NUN	ruler	1
šu-te-šur	in order	1
BAD₄	difficulty	1
PAP ⸢ḪAL⸣	tro ub le	1
⸢er⸣-bi	erbu-offerings	1
ŠÀ GI GURU₆ A	voluntary offerings	1
tu-šat-ri-ṣi	you had spread out	1
šá	whom	1
DÙG GA	beneficent	1
ṣu-lul-ki	your protection	1
sa -⸢li⸣-mu	pe ace	1
taḫ-ti-nin-ni	you protected me	1
nu -bal-lu	w ing	1
kap-pi	wing	1
iṣ-pu-pan-ni	taught to spread	1
la	nor	1
ú-rab-ban-ni	has raised	1
la	no	1
a-bu	father	1
URI KI	Akkad	1
tés-li- ti	petiti ons	1
EME GI₇	of Sumer	1
KUR	of land	1
KÁ DINGIR RA KI	of Babylon	1
KUR AN ŠÁR KI	of As syria	1
⸢ŠÚ⸣	of world	1
m LUGAL -GI NA	of Sar gon	1
ŠÀ ⸢BAL⸣ BAL	descen dant	1
KUR AN ŠÁR KI-ma	of Assyria	1
m d 30-PAP MEŠ-SU	of Sennacherib	1
DUMU	son	1
ib-šá-a	thought	1
šá -pal-ki	at your fe et	1
a-na	For	1
KÙ BABBAR	silver	6
šá	that	4
KÙ GI	gold	4
É	temple	4
la	had not	3
EN-ia	my lord	3
LUGAL	king	2
d nin-gal	Ningal	2
ar-ṣip	I built	2
ú-šak-lil	completed	2
tam-šil	replica	2
d UTU	Šamaš	2
be-lu-ti-šá	of her lordly majesty	2
ni-siq-ti	precious	2
GUN	talents	2
mu-šab	dwelling place	2
da-ra-a-ti	eternal	2
ina	with	2
qí-bit	command	2
NA₄ MEŠ	stones	2
a-na	in	2
NINA KI	Nineveh	2
AN ŠÁR	of Aššur	2
ṣir-ti	exalted	2
šá	of	2
d NIN LÍL	of Mullissu	2
a-na	as	2
É GAR₈ MEŠ-šú	its walls	2
si-ḫir-ti-šá	its entirety	1
⸢ik⸣-šú-da	I had co nq uered	1
šu-pu-šá-tu	been constructed	1
na-⸢ki⸣-ri	of en e mies	1
i-na-an-na	now	1
a-na- ku	I	1
a-gúr-ri	baked bricks	1
si-ma-a-ti	representations	1
ša	that	1
ar-ṣip	built	1
na-ki-ri	of enemies	1
da-ad-me	settlements	1
tam -⸢lit⸣	inlai d	1
ú-mal-li	I filled	1
lu-le-e	splendor	1
NA₄ ZA GÌN	lapis lazuli	1
ú-⸢šak⸣-lil	co mp leted	1
NA₄ ZÚ	obsidian	1
sa-al-ḫu	is laden with	1
šá	who se	1
ziq-qur-rat	ziggurrat	1
iš-pil-lu-ur-⸢ti⸣	cross-shap e d	1
AŠ A AN	outer	1
KÁ	gate	1
uḫ-ḫi-iz	inlaid	1
ab-ni-ma	I built	1
GIŠ EREN	cedar	1
šá	with	1
GIŠ MÁ	boat	1
GIŠ má-tum-ma-⸢al	Matumma l	1
⸢NINA⸣ KI	of Nine ve h	1
é-ki-bi-kù-ga	Ekibikuga	1
ina	by	1
ú-⸢ṣir⸣	I depi ct ed	1
UGU-šá	on it	1
d nin-zá-dím	of Ninzadim	1
ši-pir	craft	1
ina	Through	1
kan-šú- ti -⸢ia⸣	bowed d own to me	1
LUGAL MEŠ	kings	1
GIM	like	1
ù	as well as	1
áš-tak-ka-nu	I had regularly brought about	1
⸢DINGIR⸣-ú-ti-šá	of her d ivini ty	1
maḫ-ri	previous	1
u₄-me	days	1
si-ma-ti-šá	its specifications	1
ú-šal- bi-šá	cl ad	1
az-qup	erected	1
KUR KUR	of Lands	1
ḫi-ṣib	of Abundance	1
KÁ	Gate	1
ina	at	1
ú-rak-kis	fastened	1
KÙ BABBAR	of silver	1
me-ser	band	1
MAḪ MEŠ	tall	1
GIŠ ⸢EREN⸣	dar of ce	1
GIŠ tim-me	columns	1
⸢KÙ⸣ GI	g old	1
ag-mur-ma	I finished	1
ina	into	1
ši-pir-šú	its construction	1
GAL-e	great	1
EN	lord	1
i-na	by	1
⸢ši⸣-pir-šú	construction	1
ig -mu-ra	fin ished	1
ba- nu-u-a	who had enge ndered me	1
AD	father	1
KUR AN ŠÁR KI	of Assyria	1
MAN	king	1
AN ŠÁR-PAP-AŠ m	Esarhaddon	1
šá	whose	1
AN ŠÁR	Aššur	1
é-šár-ra	Ešarra	1
LIBIR RA MEŠ	original	1
UD 21 KAM	twenty-first day	1
ina	to	1
im-ma-šu-ma	had been forgotten	1
AD MEŠ-ia	my ancestors	1
LUGAL ⸢MEŠ⸣	of king s	1
pel-lu-⸢de⸣-e	of pelludû-rites	1
ul-tu	since	1
⸢par⸣-ṣe-šá	whose ri tes	1
ú-šal-la-mu	properly carries out	1
uṣ-ṣu-ma	goes out	1
GAL-tu	great	1
GAŠAN	divinity	1
ITI AB	Ṭebētu	1
ša	where	1
É	of temple	1
á-ki-tu	akītu-house	1
uḫ-ḫi-iz	I in laid	1
⸢SI⸣ GAR-i-šú	d oo r bolts	1
sip-pi-šú	door jambs	1
KÁ MEŠ-šú	its gates	1
at-ma-nu	inner sanctum	1
GAŠAN-⸢ia⸣	m y lady	1
é-maš-maš	Emašmaš	1
-rak pa	da is	1
ú-šar-ma-a	made reside	1
ú-še -rib-ma	I made en ter	1
AN-e	heavens	1
d EN LÍL	of Enlil	1
a-šar	place	1
d AG	of Nabû	1
LUGAL	of king	1
ú -šat-ri-⸢iṣ⸣	I stretched o ut	1
kiš-šat	of totality	1
d AMAR UTU	Marduk	1
a-na	to	1
nab-nit-sa	its feature	1
ag-mu-ra	I completed	1
be-lu-ti-šú	of his lordly majesty	1
ru-⸢kub⸣	ve hic le	1
ṣir -⸢tum⸣	exalt ed	1
GIŠ GIGIR	chariot	1
ú-šal-biš	I clad	1
kip-pat-su	its perimeter	1
⸢ḪUŠ⸣ A	redd ish	1
u	and	1
⸢KÙ⸣ GI	of g old	1
MA NA	minas	1
20	twenty	1
34	thirty-four	1
dà- re-e	dur able	1
GIŠ	wood	1
GIŠ MES ⸢MÁ⸣ KAN NA	musukkannu-wood	1
GIŠ er-me	canopy	1
ú-še-piš-ma	I had made	1
EDIN-uš-šú	it	1
ú-rab-ba-a	enlarged	1
AN-e	of heaven	1
KI-tim	netherworld	1
a- gúr-ri	b ricks	1
ḫa-šá-di	wedding	1
⸢šá	which	1
d zar-pa-ni-tum	of Zarpanītu	1
maš -tak	bed ch amber	1
ká-ḫi-li-sù	Kaḫilisu	1
ina	in	1
e-pu-uš	I made	1
nak-liš	skillfully	1
áš-ruk	I gave	1
ši-rik- ti	gif t	1
⸢ru -ʾa⸣- a-me	l o ve	1
e-peš	to make	1
šá-kan	to carry out	1
sa-pi-in	who overwhelms	1
d GAŠAN-ia	Bēltīya	1
d EN	Bēl	1
tak-né-e	pleasure	1
ma-a-a-al	bed	1
za-aʾ-nat	studded	1
lit-bu-šat	is clad with	1
pa-šal-lu	pašallu-gold	1
dà-re-e	durable	1
iṣ -⸢ṣi⸣	woo d	1
GIŠ MES MÁ KAN NA	of musukkannu-wood	1
GIŠ NÁ	bed	1
LÚ ⸢KÚR MEŠ ⸣-ia	my en emi e s	1
ap-ti-iq-ma	I cast	1
a-na	into	1
a-⸢na	in	1
d a -a	Ay a	1
pa-rak	dais	1
ú-šar-ma-a	made dwell	1
ú-še-rib-ma	I made enter	1
ina qé-reb-e-šú	inside it	1
⸢tik-le⸣- ia	s uppor t me	1
DINGIR MEŠ	gods	1
d ⸢a⸣- a	A ya	1
d nusku	Nusku	1
d 30	Sîn	1
si-⸢ḫir⸣-ti-šú	its entirety	1
qé -⸢reb⸣	insid e	1
d 30	of Sîn	1
ú- šal-bi -⸢šá⸣	I cla d	1
uḫ-ḫi-iz	I inlaid	1
qé-reb	in	1
ku⸣- uz-bu	sex ual charm	1
at-man	inner sanctum	1
e-⸢pu⸣-šú	I had d o ne	1
ú-za-⸢ʾi⸣- nu	decor ated	1
-⸢ia⸣	m y	1
ši-pir	of work	1
mim-ma	every type	1
ul-tú	Aft e r	1
si⸣-ḫir-ti-šú	its entirety	1
é-gašan-kalam-⸢ma⸣	Egašankalam a	1
KÙ ⸢GI⸣	gol d	1
eb -bu	shi ny	1
iq -⸢bu⸣-u	comma nded	1
